Time,_dummy,_derdummy,booleanPulse1_width,booleanPulse1_period,booleanPulse1_startTime,booleanPulse2_width,booleanPulse2_period,booleanPulse2_startTime,onDelay_delayTime,rising_pre_0u_0start,set1_use_0pre_0as_0default,set1_y_0default,falling_pre_0u_0start,booleanTable_startValue,booleanTable_table_1_,booleanTable_table_2_,booleanTable_table_3_,booleanTable_table_4_,booleanTable_table_5_,booleanTable_table_6_,booleanTable_table_7_,changing_pre_0u_0start,triggeredAdd_y_0start,integerConstant_k,rSFlipFlop_Qini,sampleTriggerSet_period,sampleTriggerSet_startTime,sampleTriggerReset_period,sampleTriggerReset_startTime,_step_start,step,y,y2,y3,y1,y4,y5,y6,Q,QI,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
4.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.88,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.9,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.92,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.94,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.96,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
4.98,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
5.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,18,1,1,0,0,1,0,1,0,10,500,0.02,0
5.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.04,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.06,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.08,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.1,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.12,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.14,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.16,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.18,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.22,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.24,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.26,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.28,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,0,1,0,1,0,10,500,0.02,0
5.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,20,1,0,0,1,0,0,1,0,10,500,0.02,0
5.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.88,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.9,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.92,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.94,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.96,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
5.98,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
6.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,22,1,1,0,0,1,0,1,0,10,500,0.02,0
6.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.04,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.06,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.08,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.1,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.12,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.14,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.16,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.18,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.22,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.24,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.26,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.28,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,0,1,0,1,0,10,500,0.02,0
6.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,24,1,0,0,1,0,0,1,0,10,500,0.02,0
6.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,26,1,1,0,0,1,0,1,0,10,500,0.02,0
6.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,26,1,1,0,0,1,0,1,0,10,500,0.02,0
6.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,26,1,1,0,0,1,0,1,0,10,500,0.02,0
