"time","indata_3263","indata_0031","inkey_3263","inkey_0031","decipher","ds","rst"
0.47,-640340104,-181042023,238195250,-361951885,1,1,0
0.471,-640340104,-181042023,238195250,-361951885,1,1,0
0.472,-640340104,-181042023,238195250,-361951885,1,1,0
0.473,-640340104,-181042023,238195250,-361951885,1,1,0
0.474,-640340104,-181042023,238195250,-361951885,1,1,0
0.475,-640340104,-181042023,238195250,-361951885,1,1,0
0.476,-640340104,-181042023,238195250,-361951885,1,0,0
0.477,1818848869,218759168,238195250,-361951885,0,1,0
0.478,1818848869,218759168,238195250,-361951885,0,1,0
0.479,1818848869,218759168,238195250,-361951885,0,1,0
0.48,1818848869,218759168,238195250,-361951885,0,1,0
0.481,1818848869,218759168,238195250,-361951885,0,1,0
0.482,1818848869,218759168,238195250,-361951885,0,1,0
0.483,1818848869,218759168,238195250,-361951885,0,1,0
0.484,1818848869,218759168,238195250,-361951885,0,1,0
0.485,1818848869,218759168,238195250,-361951885,0,1,0
0.486,1818848869,218759168,238195250,-361951885,0,1,0
0.487,1818848869,218759168,238195250,-361951885,0,1,0
0.488,1818848869,218759168,238195250,-361951885,0,1,0
0.489,1818848869,218759168,238195250,-361951885,0,1,0
0.49,1818848869,218759168,238195250,-361951885,0,1,0
0.491,1818848869,218759168,238195250,-361951885,0,1,0
0.492,1818848869,218759168,238195250,-361951885,0,1,0
0.493,1818848869,218759168,238195250,-361951885,0,0,0
0.494,-2104833612,1407247955,238195250,-361951885,1,1,0
0.495,-2104833612,1407247955,238195250,-361951885,1,1,0
0.496,-2104833612,1407247955,238195250,-361951885,1,1,0
0.497,-2104833612,1407247955,238195250,-361951885,1,1,0
0.498,-2104833612,1407247955,238195250,-361951885,1,1,0
0.499,-2104833612,1407247955,238195250,-361951885,1,1,0
0.5,-2104833612,1407247955,238195250,-361951885,1,1,0
0.501,-2104833612,1407247955,238195250,-361951885,1,1,0
0.502,-2104833612,1407247955,238195250,-361951885,1,1,0
0.503,-2104833612,1407247955,238195250,-361951885,1,1,0
0.504,-2104833612,1407247955,238195250,-361951885,1,1,0
0.505,-2104833612,1407247955,238195250,-361951885,1,1,0
0.506,-2104833612,1407247955,238195250,-361951885,1,1,0
0.507,-2104833612,1407247955,238195250,-361951885,1,1,0
0.508,-2104833612,1407247955,238195250,-361951885,1,1,0
0.509,-2104833612,1407247955,238195250,-361951885,1,1,0
0.51,-2104833612,1407247955,238195250,-361951885,1,0,0
0.511,322197369,-1682120719,238195250,-361951885,0,1,0
0.512,322197369,-1682120719,238195250,-361951885,0,1,0
0.513,322197369,-1682120719,238195250,-361951885,0,1,0
0.514,322197369,-1682120719,238195250,-361951885,0,1,0
0.515,322197369,-1682120719,238195250,-361951885,0,1,0
0.516,322197369,-1682120719,238195250,-361951885,0,1,0
0.517,322197369,-1682120719,238195250,-361951885,0,1,0
0.518,322197369,-1682120719,238195250,-361951885,0,1,0
0.519,322197369,-1682120719,238195250,-361951885,0,1,0
0.52,322197369,-1682120719,238195250,-361951885,0,1,0
0.521,322197369,-1682120719,238195250,-361951885,0,1,0
0.522,322197369,-1682120719,238195250,-361951885,0,1,0
0.523,322197369,-1682120719,238195250,-361951885,0,1,0
0.524,322197369,-1682120719,238195250,-361951885,0,1,0
0.525,322197369,-1682120719,238195250,-361951885,0,1,0
0.526,322197369,-1682120719,238195250,-361951885,0,1,0
0.527,322197369,-1682120719,238195250,-361951885,0,0,0
0.528,663136555,-911747836,238195250,-361951885,1,1,0
0.529,663136555,-911747836,238195250,-361951885,1,1,0
0.53,663136555,-911747836,238195250,-361951885,1,1,0
0.531,663136555,-911747836,238195250,-361951885,1,1,0
0.532,663136555,-911747836,238195250,-361951885,1,1,0
0.533,663136555,-911747836,238195250,-361951885,1,1,0
0.534,663136555,-911747836,238195250,-361951885,1,1,0
0.535,663136555,-911747836,238195250,-361951885,1,1,0
0.536,663136555,-911747836,238195250,-361951885,1,1,0
0.537,663136555,-911747836,238195250,-361951885,1,1,0
0.538,663136555,-911747836,238195250,-361951885,1,1,0
0.539,663136555,-911747836,238195250,-361951885,1,1,0
0.54,663136555,-911747836,238195250,-361951885,1,1,0
0.541,663136555,-911747836,238195250,-361951885,1,1,0
0.542,663136555,-911747836,238195250,-361951885,1,1,0
0.543,663136555,-911747836,238195250,-361951885,1,1,0
0.544,663136555,-911747836,238195250,-361951885,1,0,0
0.545,19088743,-1985229329,322197369,-1682120719,0,1,0
0.546,19088743,-1985229329,322197369,-1682120719,0,1,0
0.547,19088743,-1985229329,322197369,-1682120719,0,1,0
0.548,19088743,-1985229329,322197369,-1682120719,0,1,0
0.549,19088743,-1985229329,322197369,-1682120719,0,1,0
0.55,19088743,-1985229329,322197369,-1682120719,0,1,0
0.551,19088743,-1985229329,322197369,-1682120719,0,1,0
0.552,19088743,-1985229329,322197369,-1682120719,0,1,0
0.553,19088743,-1985229329,322197369,-1682120719,0,1,0
0.554,19088743,-1985229329,322197369,-1682120719,0,1,0
0.555,19088743,-1985229329,322197369,-1682120719,0,1,0
0.556,19088743,-1985229329,322197369,-1682120719,0,1,0
0.557,19088743,-1985229329,322197369,-1682120719,0,1,0
0.558,19088743,-1985229329,322197369,-1682120719,0,1,0
0.559,19088743,-1985229329,322197369,-1682120719,0,1,0
0.56,19088743,-1985229329,322197369,-1682120719,0,1,0
0.561,19088743,-1985229329,322197369,-1682120719,0,0,0
0.562,-2048388268,252359685,322197369,-1682120719,1,1,0
0.563,-2048388268,252359685,322197369,-1682120719,1,1,0
0.564,-2048388268,252359685,322197369,-1682120719,1,1,0
0.565,-2048388268,252359685,322197369,-1682120719,1,1,0
0.566,-2048388268,252359685,322197369,-1682120719,1,1,0
0.567,-2048388268,252359685,322197369,-1682120719,1,1,0
0.568,-2048388268,252359685,322197369,-1682120719,1,1,0
0.569,-2048388268,252359685,322197369,-1682120719,1,1,0
0.57,-2048388268,252359685,322197369,-1682120719,1,1,0
0.571,-2048388268,252359685,322197369,-1682120719,1,1,0
0.572,-2048388268,252359685,322197369,-1682120719,1,1,0
0.573,-2048388268,252359685,322197369,-1682120719,1,1,0
0.574,-2048388268,252359685,322197369,-1682120719,1,1,0
0.575,-2048388268,252359685,322197369,-1682120719,1,1,0
0.576,-2048388268,252359685,322197369,-1682120719,1,1,0
0.577,-2048388268,252359685,322197369,-1682120719,1,1,0
0.578,-2048388268,252359685,322197369,-1682120719,1,0,0
0.579,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.58,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.581,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.582,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.583,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.584,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.585,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.586,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.587,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.588,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.589,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.59,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.591,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.592,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.593,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.594,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.595,-2021161081,-2021161081,322197369,-1682120719,0,0,0
0.596,309334259,-859300444,322197369,-1682120719,1,1,0
0.597,309334259,-859300444,322197369,-1682120719,1,1,0
0.598,309334259,-859300444,322197369,-1682120719,1,1,0
0.599,309334259,-859300444,322197369,-1682120719,1,1,0
0.6,309334259,-859300444,322197369,-1682120719,1,1,0
0.601,309334259,-859300444,322197369,-1682120719,1,1,0
0.602,309334259,-859300444,322197369,-1682120719,1,1,0
0.603,309334259,-859300444,322197369,-1682120719,1,1,0
0.604,309334259,-859300444,322197369,-1682120719,1,1,0
0.605,309334259,-859300444,322197369,-1682120719,1,1,0
0.606,309334259,-859300444,322197369,-1682120719,1,1,0
0.607,309334259,-859300444,322197369,-1682120719,1,1,0
0.608,309334259,-859300444,322197369,-1682120719,1,1,0
0.609,309334259,-859300444,322197369,-1682120719,1,1,0
0.61,309334259,-859300444,322197369,-1682120719,1,1,0
0.611,309334259,-859300444,322197369,-1682120719,1,1,0
0.612,309334259,-859300444,322197369,-1682120719,1,0,0
0.613,1500476786,543975792,322197369,-1682120719,0,1,0
0.614,1500476786,543975792,322197369,-1682120719,0,1,0
0.615,1500476786,543975792,322197369,-1682120719,0,1,0
0.616,1500476786,543975792,322197369,-1682120719,0,1,0
0.617,1500476786,543975792,322197369,-1682120719,0,1,0
0.618,1500476786,543975792,322197369,-1682120719,0,1,0
0.619,1500476786,543975792,322197369,-1682120719,0,1,0
0.62,1500476786,543975792,322197369,-1682120719,0,1,0
0.621,1500476786,543975792,322197369,-1682120719,0,1,0
0.622,1500476786,543975792,322197369,-1682120719,0,1,0
0.623,1500476786,543975792,322197369,-1682120719,0,1,0
0.624,1500476786,543975792,322197369,-1682120719,0,1,0
0.625,1500476786,543975792,322197369,-1682120719,0,1,0
0.626,1500476786,543975792,322197369,-1682120719,0,1,0
0.627,1500476786,543975792,322197369,-1682120719,0,1,0
0.628,1500476786,543975792,322197369,-1682120719,0,1,0
0.629,1500476786,543975792,322197369,-1682120719,0,0,0
0.63,1760299270,1642118831,322197369,-1682120719,1,1,0
0.631,1760299270,1642118831,322197369,-1682120719,1,1,0
0.632,1760299270,1642118831,322197369,-1682120719,1,1,0
0.633,1760299270,1642118831,322197369,-1682120719,1,1,0
0.634,1760299270,1642118831,322197369,-1682120719,1,1,0
0.635,1760299270,1642118831,322197369,-1682120719,1,1,0
0.636,1760299270,1642118831,322197369,-1682120719,1,1,0
0.637,1760299270,1642118831,322197369,-1682120719,1,1,0
0.638,1760299270,1642118831,322197369,-1682120719,1,1,0
0.639,1760299270,1642118831,322197369,-1682120719,1,1,0
0.64,1760299270,1642118831,322197369,-1682120719,1,1,0
0.641,1760299270,1642118831,322197369,-1682120719,1,1,0
0.642,1760299270,1642118831,322197369,-1682120719,1,1,0
0.643,1760299270,1642118831,322197369,-1682120719,1,1,0
0.644,1760299270,1642118831,322197369,-1682120719,1,1,0
0.645,1760299270,1642118831,322197369,-1682120719,1,1,0
0.646,1760299270,1642118831,322197369,-1682120719,1,0,0
0.647,1931501938,1696625517,322197369,-1682120719,0,1,0
0.648,1931501938,1696625517,322197369,-1682120719,0,1,0
0.649,1931501938,1696625517,322197369,-1682120719,0,1,0
0.65,1931501938,1696625517,322197369,-1682120719,0,1,0
0.651,1931501938,1696625517,322197369,-1682120719,0,1,0
0.652,1931501938,1696625517,322197369,-1682120719,0,1,0
0.653,1931501938,1696625517,322197369,-1682120719,0,1,0
0.654,1931501938,1696625517,322197369,-1682120719,0,1,0
0.655,1931501938,1696625517,322197369,-1682120719,0,1,0
0.656,1931501938,1696625517,322197369,-1682120719,0,1,0
0.657,1931501938,1696625517,322197369,-1682120719,0,1,0
0.658,1931501938,1696625517,322197369,-1682120719,0,1,0
0.659,1931501938,1696625517,322197369,-1682120719,0,1,0
0.66,1931501938,1696625517,322197369,-1682120719,0,1,0
0.661,1931501938,1696625517,322197369,-1682120719,0,1,0
0.662,1931501938,1696625517,322197369,-1682120719,0,1,0
0.663,1931501938,1696625517,322197369,-1682120719,0,0,0
0.664,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.665,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.666,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.667,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.668,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.669,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.67,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.671,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.672,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.673,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.674,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.675,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.676,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.677,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.678,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.679,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.68,-1290368963,-978969719,322197369,-1682120719,1,0,0
0.681,1869575272,1701978228,238195250,-361951885,0,1,0
0.682,1869575272,1701978228,238195250,-361951885,0,1,0
0.683,1869575272,1701978228,238195250,-361951885,0,1,0
0.684,1869575272,1701978228,238195250,-361951885,0,1,0
0.685,1869575272,1701978228,238195250,-361951885,0,1,0
0.686,1869575272,1701978228,238195250,-361951885,0,1,0
0.687,1869575272,1701978228,238195250,-361951885,0,1,0
0.688,1869575272,1701978228,238195250,-361951885,0,1,0
0.689,1869575272,1701978228,238195250,-361951885,0,1,0
0.69,1869575272,1701978228,238195250,-361951885,0,1,0
0.691,1869575272,1701978228,238195250,-361951885,0,1,0
0.692,1869575272,1701978228,238195250,-361951885,0,1,0
0.693,1869575272,1701978228,238195250,-361951885,0,1,0
0.694,1869575272,1701978228,238195250,-361951885,0,1,0
0.695,1869575272,1701978228,238195250,-361951885,0,1,0
0.696,1869575272,1701978228,238195250,-361951885,0,1,0
0.697,1869575272,1701978228,238195250,-361951885,0,0,0
0.698,1207069092,-700218992,238195250,-361951885,1,1,0
0.699,1207069092,-700218992,238195250,-361951885,1,1,0
0.7,1207069092,-700218992,238195250,-361951885,1,1,0
0.701,1207069092,-700218992,238195250,-361951885,1,1,0
0.702,1207069092,-700218992,238195250,-361951885,1,1,0
0.703,1207069092,-700218992,238195250,-361951885,1,1,0
0.704,1207069092,-700218992,238195250,-361951885,1,1,0
0.705,1207069092,-700218992,238195250,-361951885,1,1,0
0.706,1207069092,-700218992,238195250,-361951885,1,1,0
0.707,1207069092,-700218992,238195250,-361951885,1,1,0
0.708,1207069092,-700218992,238195250,-361951885,1,1,0
0.709,1207069092,-700218992,238195250,-361951885,1,1,0
0.71,1207069092,-700218992,238195250,-361951885,1,1,0
0.711,1207069092,-700218992,238195250,-361951885,1,1,0
0.712,1207069092,-700218992,238195250,-361951885,1,1,0
0.713,1207069092,-700218992,238195250,-361951885,1,1,0
0.714,1207069092,-700218992,238195250,-361951885,1,0,0
0.715,1751215648,1986098021,238195250,-361951885,0,1,0
0.716,1751215648,1986098021,238195250,-361951885,0,1,0
0.717,1751215648,1986098021,238195250,-361951885,0,1,0
0.718,1751215648,1986098021,238195250,-361951885,0,1,0
0.719,1751215648,1986098021,238195250,-361951885,0,1,0
0.72,1751215648,1986098021,238195250,-361951885,0,1,0
0.721,1751215648,1986098021,238195250,-361951885,0,1,0
0.722,1751215648,1986098021,238195250,-361951885,0,1,0
0.723,1751215648,1986098021,238195250,-361951885,0,1,0
0.724,1751215648,1986098021,238195250,-361951885,0,1,0
0.725,1751215648,1986098021,238195250,-361951885,0,1,0
0.726,1751215648,1986098021,238195250,-361951885,0,1,0
0.727,1751215648,1986098021,238195250,-361951885,0,1,0
0.728,1751215648,1986098021,238195250,-361951885,0,1,0
0.729,1751215648,1986098021,238195250,-361951885,0,1,0
0.73,1751215648,1986098021,238195250,-361951885,0,1,0
0.731,1751215648,1986098021,238195250,-361951885,0,0,0
0.732,-640340104,-181042023,238195250,-361951885,1,1,0
0.733,-640340104,-181042023,238195250,-361951885,1,1,0
0.734,-640340104,-181042023,238195250,-361951885,1,1,0
0.735,-640340104,-181042023,238195250,-361951885,1,1,0
0.736,-640340104,-181042023,238195250,-361951885,1,1,0
0.737,-640340104,-181042023,238195250,-361951885,1,1,0
0.738,-640340104,-181042023,238195250,-361951885,1,1,0
0.739,-640340104,-181042023,238195250,-361951885,1,1,0
0.74,-640340104,-181042023,238195250,-361951885,1,1,0
0.741,-640340104,-181042023,238195250,-361951885,1,1,0
0.742,-640340104,-181042023,238195250,-361951885,1,1,0
0.743,-640340104,-181042023,238195250,-361951885,1,1,0
0.744,-640340104,-181042023,238195250,-361951885,1,1,0
0.745,-640340104,-181042023,238195250,-361951885,1,1,0
0.746,-640340104,-181042023,238195250,-361951885,1,1,0
0.747,-640340104,-181042023,238195250,-361951885,1,1,0
0.748,-640340104,-181042023,238195250,-361951885,1,0,0
0.749,1818848869,218759168,238195250,-361951885,0,1,0
0.75,1818848869,218759168,238195250,-361951885,0,1,0
0.751,1818848869,218759168,238195250,-361951885,0,1,0
0.752,1818848869,218759168,238195250,-361951885,0,1,0
0.753,1818848869,218759168,238195250,-361951885,0,1,0
0.754,1818848869,218759168,238195250,-361951885,0,1,0
0.755,1818848869,218759168,238195250,-361951885,0,1,0
0.756,1818848869,218759168,238195250,-361951885,0,1,0
0.757,1818848869,218759168,238195250,-361951885,0,1,0
0.758,1818848869,218759168,238195250,-361951885,0,1,0
0.759,1818848869,218759168,238195250,-361951885,0,1,0
0.76,1818848869,218759168,238195250,-361951885,0,1,0
0.761,1818848869,218759168,238195250,-361951885,0,1,0
0.762,1818848869,218759168,238195250,-361951885,0,1,0
0.763,1818848869,218759168,238195250,-361951885,0,1,0
0.764,1818848869,218759168,238195250,-361951885,0,1,0
0.765,1818848869,218759168,238195250,-361951885,0,0,0
0.766,-2104833612,1407247955,238195250,-361951885,1,1,0
0.767,-2104833612,1407247955,238195250,-361951885,1,1,0
0.768,-2104833612,1407247955,238195250,-361951885,1,1,0
0.769,-2104833612,1407247955,238195250,-361951885,1,1,0
0.77,-2104833612,1407247955,238195250,-361951885,1,1,0
0.771,-2104833612,1407247955,238195250,-361951885,1,1,0
0.772,-2104833612,1407247955,238195250,-361951885,1,1,0
0.773,-2104833612,1407247955,238195250,-361951885,1,1,0
0.774,-2104833612,1407247955,238195250,-361951885,1,1,0
0.775,-2104833612,1407247955,238195250,-361951885,1,1,0
0.776,-2104833612,1407247955,238195250,-361951885,1,1,0
0.777,-2104833612,1407247955,238195250,-361951885,1,1,0
0.778,-2104833612,1407247955,238195250,-361951885,1,1,0
0.779,-2104833612,1407247955,238195250,-361951885,1,1,0
0.78,-2104833612,1407247955,238195250,-361951885,1,1,0
0.781,-2104833612,1407247955,238195250,-361951885,1,1,0
0.782,-2104833612,1407247955,238195250,-361951885,1,0,0
0.783,322197369,-1682120719,238195250,-361951885,0,1,0
0.784,322197369,-1682120719,238195250,-361951885,0,1,0
0.785,322197369,-1682120719,238195250,-361951885,0,1,0
0.786,322197369,-1682120719,238195250,-361951885,0,1,0
0.787,322197369,-1682120719,238195250,-361951885,0,1,0
0.788,322197369,-1682120719,238195250,-361951885,0,1,0
0.789,322197369,-1682120719,238195250,-361951885,0,1,0
0.79,322197369,-1682120719,238195250,-361951885,0,1,0
0.791,322197369,-1682120719,238195250,-361951885,0,1,0
0.792,322197369,-1682120719,238195250,-361951885,0,1,0
0.793,322197369,-1682120719,238195250,-361951885,0,1,0
0.794,322197369,-1682120719,238195250,-361951885,0,1,0
0.795,322197369,-1682120719,238195250,-361951885,0,1,0
0.796,322197369,-1682120719,238195250,-361951885,0,1,0
0.797,322197369,-1682120719,238195250,-361951885,0,1,0
0.798,322197369,-1682120719,238195250,-361951885,0,1,0
0.799,322197369,-1682120719,238195250,-361951885,0,0,0
0.8,663136555,-911747836,238195250,-361951885,1,1,0
0.801,663136555,-911747836,238195250,-361951885,1,1,0
0.802,663136555,-911747836,238195250,-361951885,1,1,0
0.803,663136555,-911747836,238195250,-361951885,1,1,0
0.804,663136555,-911747836,238195250,-361951885,1,1,0
0.805,663136555,-911747836,238195250,-361951885,1,1,0
0.806,663136555,-911747836,238195250,-361951885,1,1,0
0.807,663136555,-911747836,238195250,-361951885,1,1,0
0.808,663136555,-911747836,238195250,-361951885,1,1,0
0.809,663136555,-911747836,238195250,-361951885,1,1,0
0.81,663136555,-911747836,238195250,-361951885,1,1,0
0.811,663136555,-911747836,238195250,-361951885,1,1,0
0.812,663136555,-911747836,238195250,-361951885,1,1,0
0.813,663136555,-911747836,238195250,-361951885,1,1,0
0.814,663136555,-911747836,238195250,-361951885,1,1,0
0.815,663136555,-911747836,238195250,-361951885,1,1,0
0.816,663136555,-911747836,238195250,-361951885,1,0,0
0.817,19088743,-1985229329,322197369,-1682120719,0,1,0
0.818,19088743,-1985229329,322197369,-1682120719,0,1,0
0.819,19088743,-1985229329,322197369,-1682120719,0,1,0
0.82,19088743,-1985229329,322197369,-1682120719,0,1,0
0.821,19088743,-1985229329,322197369,-1682120719,0,1,0
0.822,19088743,-1985229329,322197369,-1682120719,0,1,0
0.823,19088743,-1985229329,322197369,-1682120719,0,1,0
0.824,19088743,-1985229329,322197369,-1682120719,0,1,0
0.825,19088743,-1985229329,322197369,-1682120719,0,1,0
0.826,19088743,-1985229329,322197369,-1682120719,0,1,0
0.827,19088743,-1985229329,322197369,-1682120719,0,1,0
0.828,19088743,-1985229329,322197369,-1682120719,0,1,0
0.829,19088743,-1985229329,322197369,-1682120719,0,1,0
0.83,19088743,-1985229329,322197369,-1682120719,0,1,0
0.831,19088743,-1985229329,322197369,-1682120719,0,1,0
0.832,19088743,-1985229329,322197369,-1682120719,0,1,0
0.833,19088743,-1985229329,322197369,-1682120719,0,0,0
0.834,-2048388268,252359685,322197369,-1682120719,1,1,0
0.835,-2048388268,252359685,322197369,-1682120719,1,1,0
0.836,-2048388268,252359685,322197369,-1682120719,1,1,0
0.837,-2048388268,252359685,322197369,-1682120719,1,1,0
0.838,-2048388268,252359685,322197369,-1682120719,1,1,0
0.839,-2048388268,252359685,322197369,-1682120719,1,1,0
0.84,-2048388268,252359685,322197369,-1682120719,1,1,0
0.841,-2048388268,252359685,322197369,-1682120719,1,1,0
0.842,-2048388268,252359685,322197369,-1682120719,1,1,0
0.843,-2048388268,252359685,322197369,-1682120719,1,1,0
0.844,-2048388268,252359685,322197369,-1682120719,1,1,0
0.845,-2048388268,252359685,322197369,-1682120719,1,1,0
0.846,-2048388268,252359685,322197369,-1682120719,1,1,0
0.847,-2048388268,252359685,322197369,-1682120719,1,1,0
0.848,-2048388268,252359685,322197369,-1682120719,1,1,0
0.849,-2048388268,252359685,322197369,-1682120719,1,1,0
0.85,-2048388268,252359685,322197369,-1682120719,1,0,0
0.851,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.852,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.853,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.854,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.855,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.856,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.857,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.858,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.859,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.86,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.861,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.862,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.863,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.864,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.865,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.866,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.867,-2021161081,-2021161081,322197369,-1682120719,0,0,0
0.868,309334259,-859300444,322197369,-1682120719,1,1,0
0.869,309334259,-859300444,322197369,-1682120719,1,1,0
0.87,309334259,-859300444,322197369,-1682120719,1,1,0
0.871,309334259,-859300444,322197369,-1682120719,1,1,0
0.872,309334259,-859300444,322197369,-1682120719,1,1,0
0.873,309334259,-859300444,322197369,-1682120719,1,1,0
0.874,309334259,-859300444,322197369,-1682120719,1,1,0
0.875,309334259,-859300444,322197369,-1682120719,1,1,0
0.876,309334259,-859300444,322197369,-1682120719,1,1,0
0.877,309334259,-859300444,322197369,-1682120719,1,1,0
0.878,309334259,-859300444,322197369,-1682120719,1,1,0
0.879,309334259,-859300444,322197369,-1682120719,1,1,0
0.88,309334259,-859300444,322197369,-1682120719,1,1,0
0.881,309334259,-859300444,322197369,-1682120719,1,1,0
0.882,309334259,-859300444,322197369,-1682120719,1,1,0
0.883,309334259,-859300444,322197369,-1682120719,1,1,0
0.884,309334259,-859300444,322197369,-1682120719,1,0,0
0.885,1500476786,543975792,322197369,-1682120719,0,1,0
0.886,1500476786,543975792,322197369,-1682120719,0,1,0
0.887,1500476786,543975792,322197369,-1682120719,0,1,0
0.888,1500476786,543975792,322197369,-1682120719,0,1,0
0.889,1500476786,543975792,322197369,-1682120719,0,1,0
0.89,1500476786,543975792,322197369,-1682120719,0,1,0
0.891,1500476786,543975792,322197369,-1682120719,0,1,0
0.892,1500476786,543975792,322197369,-1682120719,0,1,0
0.893,1500476786,543975792,322197369,-1682120719,0,1,0
0.894,1500476786,543975792,322197369,-1682120719,0,1,0
0.895,1500476786,543975792,322197369,-1682120719,0,1,0
0.896,1500476786,543975792,322197369,-1682120719,0,1,0
0.897,1500476786,543975792,322197369,-1682120719,0,1,0
0.898,1500476786,543975792,322197369,-1682120719,0,1,0
0.899,1500476786,543975792,322197369,-1682120719,0,1,0
0.9,1500476786,543975792,322197369,-1682120719,0,1,0
0.901,1500476786,543975792,322197369,-1682120719,0,0,0
0.902,1760299270,1642118831,322197369,-1682120719,1,1,0
0.903,1760299270,1642118831,322197369,-1682120719,1,1,0
0.904,1760299270,1642118831,322197369,-1682120719,1,1,0
0.905,1760299270,1642118831,322197369,-1682120719,1,1,0
0.906,1760299270,1642118831,322197369,-1682120719,1,1,0
0.907,1760299270,1642118831,322197369,-1682120719,1,1,0
0.908,1760299270,1642118831,322197369,-1682120719,1,1,0
0.909,1760299270,1642118831,322197369,-1682120719,1,1,0
0.91,1760299270,1642118831,322197369,-1682120719,1,1,0
0.911,1760299270,1642118831,322197369,-1682120719,1,1,0
0.912,1760299270,1642118831,322197369,-1682120719,1,1,0
0.913,1760299270,1642118831,322197369,-1682120719,1,1,0
0.914,1760299270,1642118831,322197369,-1682120719,1,1,0
0.915,1760299270,1642118831,322197369,-1682120719,1,1,0
0.916,1760299270,1642118831,322197369,-1682120719,1,1,0
0.917,1760299270,1642118831,322197369,-1682120719,1,1,0
0.918,1760299270,1642118831,322197369,-1682120719,1,0,0
0.919,1931501938,1696625517,322197369,-1682120719,0,1,0
0.92,1931501938,1696625517,322197369,-1682120719,0,1,0
0.921,1931501938,1696625517,322197369,-1682120719,0,1,0
0.922,1931501938,1696625517,322197369,-1682120719,0,1,0
0.923,1931501938,1696625517,322197369,-1682120719,0,1,0
0.924,1931501938,1696625517,322197369,-1682120719,0,1,0
0.925,1931501938,1696625517,322197369,-1682120719,0,1,0
0.926,1931501938,1696625517,322197369,-1682120719,0,1,0
0.927,1931501938,1696625517,322197369,-1682120719,0,1,0
0.928,1931501938,1696625517,322197369,-1682120719,0,1,0
0.929,1931501938,1696625517,322197369,-1682120719,0,1,0
0.93,1931501938,1696625517,322197369,-1682120719,0,1,0
0.931,1931501938,1696625517,322197369,-1682120719,0,1,0
0.932,1931501938,1696625517,322197369,-1682120719,0,1,0
0.933,1931501938,1696625517,322197369,-1682120719,0,1,0
0.934,1931501938,1696625517,322197369,-1682120719,0,1,0
0.935,1931501938,1696625517,322197369,-1682120719,0,0,0
0.936,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.937,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.938,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.939,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.94,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.941,-1290368963,-978969719,322197369,-1682120719,1,1,0
