"time","C1_v","C3_v","C5_v","L1_i","L2_i"
42.9,0,0,0,0,0
42.96,0,0,0,0,0
43,0,0,0,0,0
43.02,0,0,0,0,0
43.08,0,0,0,0,0
43.1,0,0,0,0,0
43.14,0,0,0,0,0
43.2,0,0,0,0,0
43.26,0,0,0,0,0
43.3,0,0,0,0,0
43.32,0,0,0,0,0
43.38,0,0,0,0,0
43.4,0,0,0,0,0
43.44,0,0,0,0,0
43.5,0,0,0,0,0
43.56,0,0,0,0,0
43.6,0,0,0,0,0
43.62,0,0,0,0,0
43.68,0,0,0,0,0
43.7,0,0,0,0,0
43.74,0,0,0,0,0
43.8,0,0,0,0,0
43.86,0,0,0,0,0
43.9,0,0,0,0,0
43.92,0,0,0,0,0
43.98,0,0,0,0,0
44,0,0,0,0,0
44.04,0,0,0,0,0
44.1,0,0,0,0,0
44.16,0,0,0,0,0
44.2,0,0,0,0,0
44.22,0,0,0,0,0
44.28,0,0,0,0,0
44.3,0,0,0,0,0
44.34,0,0,0,0,0
44.4,0,0,0,0,0
44.46,0,0,0,0,0
44.5,0,0,0,0,0
44.52,0,0,0,0,0
44.58,0,0,0,0,0
44.6,0,0,0,0,0
44.64,0,0,0,0,0
44.7,0,0,0,0,0
44.76,0,0,0,0,0
44.8,0,0,0,0,0
44.82,0,0,0,0,0
44.88,0,0,0,0,0
44.9,0,0,0,0,0
44.94,0,0,0,0,0
45,0,0,0,0,0
45.06,0,0,0,0,0
45.1,0,0,0,0,0
45.12,0,0,0,0,0
45.18,0,0,0,0,0
45.2,0,0,0,0,0
45.24,0,0,0,0,0
45.3,0,0,0,0,0
45.36,0,0,0,0,0
45.4,0,0,0,0,0
45.42,0,0,0,0,0
45.48,0,0,0,0,0
45.5,0,0,0,0,0
45.54,0,0,0,0,0
45.6,0,0,0,0,0
45.66,0,0,0,0,0
45.7,0,0,0,0,0
45.72,0,0,0,0,0
45.78,0,0,0,0,0
45.8,0,0,0,0,0
45.84,0,0,0,0,0
45.9,0,0,0,0,0
45.96,0,0,0,0,0
46,0,0,0,0,0
46.02,0,0,0,0,0
46.08,0,0,0,0,0
46.1,0,0,0,0,0
46.14,0,0,0,0,0
46.2,0,0,0,0,0
46.26,0,0,0,0,0
46.3,0,0,0,0,0
46.32,0,0,0,0,0
46.38,0,0,0,0,0
46.4,0,0,0,0,0
46.44,0,0,0,0,0
46.5,0,0,0,0,0
46.56,0,0,0,0,0
46.6,0,0,0,0,0
46.62,0,0,0,0,0
46.68,0,0,0,0,0
46.7,0,0,0,0,0
46.74,0,0,0,0,0
46.8,0,0,0,0,0
46.86,0,0,0,0,0
46.9,0,0,0,0,0
46.92,0,0,0,0,0
46.98,0,0,0,0,0
47,0,0,0,0,0
47.04,0,0,0,0,0
47.1,0,0,0,0,0
47.16,0,0,0,0,0
47.2,0,0,0,0,0
47.22,0,0,0,0,0
47.28,0,0,0,0,0
47.3,0,0,0,0,0
47.34,0,0,0,0,0
47.4,0,0,0,0,0
47.46,0,0,0,0,0
47.5,0,0,0,0,0
47.52,0,0,0,0,0
47.58,0,0,0,0,0
47.6,0,0,0,0,0
47.64,0,0,0,0,0
47.7,0,0,0,0,0
47.76,0,0,0,0,0
47.8,0,0,0,0,0
47.82,0,0,0,0,0
47.88,0,0,0,0,0
47.9,0,0,0,0,0
47.94,0,0,0,0,0
48,0,0,0,0,0
48.06,0,0,0,0,0
48.1,0,0,0,0,0
48.12,0,0,0,0,0
48.18,0,0,0,0,0
48.2,0,0,0,0,0
48.24,0,0,0,0,0
48.3,0,0,0,0,0
48.36,0,0,0,0,0
48.4,0,0,0,0,0
48.42,0,0,0,0,0
48.48,0,0,0,0,0
48.5,0,0,0,0,0
48.54,0,0,0,0,0
48.6,0,0,0,0,0
48.66,0,0,0,0,0
48.7,0,0,0,0,0
48.72,0,0,0,0,0
48.78,0,0,0,0,0
48.8,0,0,0,0,0
48.84,0,0,0,0,0
48.9,0,0,0,0,0
48.96,0,0,0,0,0
49,0,0,0,0,0
49.02,0,0,0,0,0
49.08,0,0,0,0,0
49.1,0,0,0,0,0
49.14,0,0,0,0,0
49.2,0,0,0,0,0
49.26,0,0,0,0,0
49.3,0,0,0,0,0
49.32,0,0,0,0,0
49.38,0,0,0,0,0
49.4,0,0,0,0,0
49.44,0,0,0,0,0
49.5,0,0,0,0,0
49.56,0,0,0,0,0
49.6,0,0,0,0,0
49.62,0,0,0,0,0
49.68,0,0,0,0,0
49.7,0,0,0,0,0
49.74,0,0,0,0,0
49.8,0,0,0,0,0
49.86,0,0,0,0,0
49.9,0,0,0,0,0
49.92,0,0,0,0,0
49.98,0,0,0,0,0
50,0,0,0,0,0
50.04,0,0,0,0,0
50.1,0,0,0,0,0
50.16,0,0,0,0,0
50.2,0,0,0,0,0
50.22,0,0,0,0,0
50.28,0,0,0,0,0
50.3,0,0,0,0,0
50.34,0,0,0,0,0
50.4,0,0,0,0,0
50.46,0,0,0,0,0
50.5,0,0,0,0,0
50.52,0,0,0,0,0
50.58,0,0,0,0,0
50.6,0,0,0,0,0
50.64,0,0,0,0,0
50.7,0,0,0,0,0
50.76,0,0,0,0,0
50.8,0,0,0,0,0
50.82,0,0,0,0,0
50.88,0,0,0,0,0
50.9,0,0,0,0,0
50.94,0,0,0,0,0
51,0,0,0,0,0
51.06,0,0,0,0,0
51.1,0,0,0,0,0
51.12,0,0,0,0,0
51.18,0,0,0,0,0
51.2,0,0,0,0,0
51.24,0,0,0,0,0
51.3,0,0,0,0,0
51.36,0,0,0,0,0
51.4,0,0,0,0,0
51.42,0,0,0,0,0
51.48,0,0,0,0,0
51.5,0,0,0,0,0
51.54,0,0,0,0,0
51.6,0,0,0,0,0
51.66,0,0,0,0,0
51.7,0,0,0,0,0
51.72,0,0,0,0,0
51.78,0,0,0,0,0
51.8,0,0,0,0,0
51.84,0,0,0,0,0
51.9,0,0,0,0,0
51.96,0,0,0,0,0
52,0,0,0,0,0
52.02,0,0,0,0,0
52.08,0,0,0,0,0
52.1,0,0,0,0,0
52.14,0,0,0,0,0
52.2,0,0,0,0,0
52.26,0,0,0,0,0
52.3,0,0,0,0,0
52.32,0,0,0,0,0
52.38,0,0,0,0,0
52.4,0,0,0,0,0
52.44,0,0,0,0,0
52.5,0,0,0,0,0
52.56,0,0,0,0,0
52.6,0,0,0,0,0
52.62,0,0,0,0,0
52.68,0,0,0,0,0
52.7,0,0,0,0,0
52.74,0,0,0,0,0
52.8,0,0,0,0,0
52.86,0,0,0,0,0
52.9,0,0,0,0,0
52.92,0,0,0,0,0
52.98,0,0,0,0,0
53,0,0,0,0,0
53.04,0,0,0,0,0
53.1,0,0,0,0,0
53.16,0,0,0,0,0
53.2,0,0,0,0,0
53.22,0,0,0,0,0
53.28,0,0,0,0,0
53.3,0,0,0,0,0
53.34,0,0,0,0,0
53.4,0,0,0,0,0
53.46,0,0,0,0,0
53.5,0,0,0,0,0
53.52,0,0,0,0,0
53.58,0,0,0,0,0
53.6,0,0,0,0,0
53.64,0,0,0,0,0
53.7,0,0,0,0,0
53.76,0,0,0,0,0
53.8,0,0,0,0,0
53.82,0,0,0,0,0
53.88,0,0,0,0,0
53.9,0,0,0,0,0
53.94,0,0,0,0,0
54,0,0,0,0,0
54.06,0,0,0,0,0
54.1,0,0,0,0,0
54.12,0,0,0,0,0
54.18,0,0,0,0,0
54.2,0,0,0,0,0
54.24,0,0,0,0,0
54.3,0,0,0,0,0
54.36,0,0,0,0,0
54.4,0,0,0,0,0
54.42,0,0,0,0,0
54.48,0,0,0,0,0
54.5,0,0,0,0,0
54.54,0,0,0,0,0
54.6,0,0,0,0,0
54.66,0,0,0,0,0
54.7,0,0,0,0,0
54.72,0,0,0,0,0
54.78,0,0,0,0,0
54.8,0,0,0,0,0
54.84,0,0,0,0,0
54.9,0,0,0,0,0
54.96,0,0,0,0,0
55,0,0,0,0,0
55.02,0,0,0,0,0
55.08,0,0,0,0,0
55.1,0,0,0,0,0
55.14,0,0,0,0,0
55.2,0,0,0,0,0
55.26,0,0,0,0,0
55.3,0,0,0,0,0
55.32,0,0,0,0,0
55.38,0,0,0,0,0
55.4,0,0,0,0,0
55.44,0,0,0,0,0
55.5,0,0,0,0,0
55.56,0,0,0,0,0
55.6,0,0,0,0,0
55.62,0,0,0,0,0
55.68,0,0,0,0,0
55.7,0,0,0,0,0
55.74,0,0,0,0,0
55.8,0,0,0,0,0
55.86,0,0,0,0,0
55.9,0,0,0,0,0
55.92,0,0,0,0,0
55.98,0,0,0,0,0
56,0,0,0,0,0
56.04,0,0,0,0,0
56.1,0,0,0,0,0
56.16,0,0,0,0,0
56.2,0,0,0,0,0
56.22,0,0,0,0,0
56.28,0,0,0,0,0
56.3,0,0,0,0,0
56.34,0,0,0,0,0
56.4,0,0,0,0,0
56.46,0,0,0,0,0
56.5,0,0,0,0,0
56.52,0,0,0,0,0
56.58,0,0,0,0,0
56.6,0,0,0,0,0
56.64,0,0,0,0,0
56.7,0,0,0,0,0
56.76,0,0,0,0,0
56.8,0,0,0,0,0
56.82,0,0,0,0,0
56.88,0,0,0,0,0
56.9,0,0,0,0,0
56.94,0,0,0,0,0
57,0,0,0,0,0
57.06,0,0,0,0,0
57.1,0,0,0,0,0
57.12,0,0,0,0,0
57.18,0,0,0,0,0
57.2,0,0,0,0,0
57.24,0,0,0,0,0
57.3,0,0,0,0,0
57.36,0,0,0,0,0
57.4,0,0,0,0,0
57.42,0,0,0,0,0
57.48,0,0,0,0,0
57.5,0,0,0,0,0
57.54,0,0,0,0,0
57.6,0,0,0,0,0
57.66,0,0,0,0,0
57.7,0,0,0,0,0
57.72,0,0,0,0,0
57.78,0,0,0,0,0
57.8,0,0,0,0,0
57.84,0,0,0,0,0
57.9,0,0,0,0,0
57.96,0,0,0,0,0
58,0,0,0,0,0
58.02,0,0,0,0,0
58.08,0,0,0,0,0
58.1,0,0,0,0,0
58.14,0,0,0,0,0
58.2,0,0,0,0,0
58.26,0,0,0,0,0
58.3,0,0,0,0,0
58.32,0,0,0,0,0
58.38,0,0,0,0,0
58.4,0,0,0,0,0
58.44,0,0,0,0,0
58.5,0,0,0,0,0
58.56,0,0,0,0,0
58.6,0,0,0,0,0
58.62,0,0,0,0,0
58.68,0,0,0,0,0
58.7,0,0,0,0,0
58.74,0,0,0,0,0
58.8,0,0,0,0,0
58.86,0,0,0,0,0
58.9,0,0,0,0,0
58.92,0,0,0,0,0
58.98,0,0,0,0,0
59,0,0,0,0,0
59.04,0,0,0,0,0
59.1,0,0,0,0,0
59.16,0,0,0,0,0
59.2,0,0,0,0,0
59.22,0,0,0,0,0
59.28,0,0,0,0,0
59.3,0,0,0,0,0
59.34,0,0,0,0,0
59.4,0,0,0,0,0
59.46,0,0,0,0,0
59.5,0,0,0,0,0
59.52,0,0,0,0,0
59.58,0,0,0,0,0
59.6,0,0,0,0,0
59.64,0,0,0,0,0
59.7,0,0,0,0,0
59.76,0,0,0,0,0
59.8,0,0,0,0,0
59.82,0,0,0,0,0
59.88,0,0,0,0,0
59.9,0,0,0,0,0
59.94,0,0,0,0,0
60,0,0,0,0,0
60,0,0,0,0,0
