"time","Noise","Noise_0Filt","Noise_0Filt_0Sat","Sine","Sine_0Filt","Sine_0Filt_0Quantized"
3.35,-0.034304,0.142022,0.142022,-0.413804,0.541616,0.6
3.36,-0.034304,0.142022,0.142022,-0.43335,0.522392,0.6
3.36,-0.034304,0.142022,0.142022,-0.43335,0.522392,0.5
3.38,-0.034304,0.142022,0.142022,-0.472311,0.483792,0.5
3.38,-0.034304,0.142022,0.142022,-0.472311,0.483792,0.5
3.4,-0.034304,0.142022,0.142022,-0.511082,0.445,0.5
3.4,-2.11901,-0.129955,-0.129955,-0.511082,0.445,0.4
3.42,-2.11901,-0.129955,-0.129955,-0.549649,0.406033,0.4
3.42,-2.11901,-0.129955,-0.129955,-0.549649,0.406033,0.4
3.44,-2.11901,-0.129955,-0.129955,-0.587997,0.366905,0.4
3.44,-2.11901,-0.129955,-0.129955,-0.587997,0.366905,0.4
3.45,-2.11901,-0.129955,-0.129955,-0.607083,0.347286,0.4
3.45,0.530883,-0.0570965,-0.0570965,-0.607083,0.347286,0.4
3.46,0.530883,-0.0570965,-0.0570965,-0.626109,0.327632,0.4
3.46,0.530883,-0.0570965,-0.0570965,-0.626109,0.327632,0.3
3.48,0.530883,-0.0570965,-0.0570965,-0.66397,0.288231,0.3
3.48,0.530883,-0.0570965,-0.0570965,-0.66397,0.288231,0.3
3.5,0.530883,-0.0570965,-0.0570965,-0.701566,0.248717,0.3
3.5,-0.681545,-0.139435,-0.139435,-0.701566,0.248717,0.2
3.52,-0.681545,-0.139435,-0.139435,-0.738882,0.209105,0.2
3.52,-0.681545,-0.139435,-0.139435,-0.738882,0.209105,0.2
3.54,-0.681545,-0.139435,-0.139435,-0.775902,0.169412,0.2
3.54,-0.681545,-0.139435,-0.139435,-0.775902,0.169412,0.2
3.55,-0.681545,-0.139435,-0.139435,-0.794296,0.149539,0.2
3.55,-2.20156,-0.407658,-0.407658,-0.794296,0.149539,0.2
3.56,-2.20156,-0.407658,-0.407658,-0.812611,0.129652,0.2
3.56,-2.20156,-0.407658,-0.407658,-0.812611,0.129652,0.1
3.58,-2.20156,-0.407658,-0.407658,-0.848996,0.0898428,0.1
3.58,-2.20156,-0.407658,-0.407658,-0.848996,0.0898428,0.1
3.6,-2.20156,-0.407658,-0.407658,-0.885041,0.0499994,0.1
3.6,0.791899,-0.288287,-0.288287,-0.885041,0.0499994,0
3.62,0.791899,-0.288287,-0.288287,-0.920732,0.0101377,0
3.62,0.791899,-0.288287,-0.288287,-0.920732,0.0101377,0
3.64,0.791899,-0.288287,-0.288287,-0.956055,-0.0297264,0
3.64,0.791899,-0.288287,-0.288287,-0.956055,-0.0297264,-0
3.65,0.791899,-0.288287,-0.288287,-0.973573,-0.0496545,-0
3.65,3.0116,0.102577,0.102577,-0.973573,-0.0496545,-0
3.66,3.0116,0.102577,0.102577,-0.990995,-0.0695773,-0
3.66,3.0116,0.102577,0.102577,-0.990995,-0.0695773,-0.1
3.68,3.0116,0.102577,0.102577,-1.02554,-0.109399,-0.1
3.68,3.0116,0.102577,0.102577,-1.02554,-0.109399,-0.1
3.7,3.0116,0.102577,0.102577,-1.05967,-0.149174,-0.1
3.7,0.910984,0.211321,0.211321,-1.05967,-0.149174,-0.1
3.72,0.910984,0.211321,0.211321,-1.09338,-0.188889,-0.1
3.72,0.910984,0.211321,0.211321,-1.09338,-0.188889,-0.2
3.74,0.910984,0.211321,0.211321,-1.12665,-0.228527,-0.2
3.74,0.910984,0.211321,0.211321,-1.12665,-0.228527,-0.2
3.75,0.910984,0.211321,0.211321,-1.14312,-0.248313,-0.2
3.75,-0.247652,0.169798,0.169798,-1.14312,-0.248313,-0.2
3.76,-0.247652,0.169798,0.169798,-1.15948,-0.268073,-0.2
3.76,-0.247652,0.169798,0.169798,-1.15948,-0.268073,-0.3
3.78,-0.247652,0.169798,0.169798,-1.19183,-0.30751,-0.3
3.78,-0.247652,0.169798,0.169798,-1.19183,-0.30751,-0.3
3.8,-0.247652,0.169798,0.169798,-1.22372,-0.346823,-0.3
3.8,4.37258,0.707881,0.5,-1.22372,-0.346823,-0.3
3.82,4.37258,0.707881,0.5,-1.25511,-0.385995,-0.3
3.82,4.37258,0.707881,0.5,-1.25511,-0.385995,-0.4
3.84,4.37258,0.707881,0.5,-1.286,-0.425013,-0.4
3.84,4.37258,0.707881,0.5,-1.286,-0.425013,-0.4
3.85,4.37258,0.707881,0.5,-1.30125,-0.444458,-0.4
3.85,-0.946222,0.554209,0.5,-1.30125,-0.444458,-0.4
3.86,-0.946222,0.554209,0.5,-1.31637,-0.46386,-0.4
3.86,-0.946222,0.554209,0.5,-1.31637,-0.46386,-0.5
3.88,-0.946222,0.554209,0.5,-1.34622,-0.502519,-0.5
3.88,-0.946222,0.554209,0.5,-1.34622,-0.502519,-0.5
3.9,-0.946222,0.554209,0.5,-1.37553,-0.540978,-0.5
3.9,1.5738,0.723224,0.5,-1.37553,-0.540978,-0.5
3.92,1.5738,0.723224,0.5,-1.40429,-0.579218,-0.5
3.92,1.5738,0.723224,0.5,-1.40429,-0.579218,-0.6
3.94,1.5738,0.723224,0.5,-1.43249,-0.617227,-0.6
3.94,1.5738,0.723224,0.5,-1.43249,-0.617227,-0.6
3.95,1.5738,0.723224,0.5,-1.44638,-0.636139,-0.6
3.95,1.08287,0.822421,0.5,-1.44638,-0.636139,-0.6
3.96,1.08287,0.822421,0.5,-1.46012,-0.654988,-0.6
3.96,1.08287,0.822421,0.5,-1.46012,-0.654988,-0.7
3.98,1.08287,0.822421,0.5,-1.48716,-0.692486,-0.7
3.98,1.08287,0.822421,0.5,-1.48716,-0.692486,-0.7
4,1.08287,0.822421,0.5,-1.5136,-0.729707,-0.7
4,1.07093,0.915166,0.5,-1.5136,-0.729707,-0.7
4.02,1.07093,0.915166,0.5,-1.53945,-0.766635,-0.7
4.02,1.07093,0.915166,0.5,-1.53945,-0.766635,-0.8
4.04,1.07093,0.915166,0.5,-1.56467,-0.803256,-0.8
4.04,1.07093,0.915166,0.5,-1.56467,-0.803256,-0.8
4.05,1.07093,0.915166,0.5,-1.57705,-0.821447,-0.8
4.05,0.11083,0.883261,0.5,-1.57705,-0.821447,-0.8
4.06,0.11083,0.883261,0.5,-1.58927,-0.839556,-0.8
4.06,0.11083,0.883261,0.5,-1.58927,-0.839556,-0.8
4.08,0.11083,0.883261,0.5,-1.61324,-0.875518,-0.8
4.08,0.11083,0.883261,0.5,-1.61324,-0.875518,-0.9
4.1,0.11083,0.883261,0.5,-1.63655,-0.911131,-0.9
4.1,-1.91724,0.599443,0.5,-1.63655,-0.911131,-0.9
4.12,-1.91724,0.599443,0.5,-1.65922,-0.946378,-0.9
4.12,-1.91724,0.599443,0.5,-1.65922,-0.946378,-0.9
4.14,-1.91724,0.599443,0.5,-1.68122,-0.981247,-0.9
4.14,-1.91724,0.599443,0.5,-1.68122,-0.981247,-1
4.15,-1.91724,0.599443,0.5,-1.69197,-0.998535,-1
4.15,0.956067,0.688979,0.5,-1.69197,-0.998535,-1
4.16,0.956067,0.688979,0.5,-1.70255,-1.01572,-1
4.16,0.956067,0.688979,0.5,-1.70255,-1.01572,-1
4.18,0.956067,0.688979,0.5,-1.72319,-1.04979,-1
4.18,0.956067,0.688979,0.5,-1.72319,-1.04979,-1
4.2,0.956067,0.688979,0.5,-1.74315,-1.08344,-1
4.2,0.3254,0.695205,0.5,-1.74315,-1.08344,-1.1
4.22,0.3254,0.695205,0.5,-1.76241,-1.11666,-1.1
4.22,0.3254,0.695205,0.5,-1.76241,-1.11666,-1.1
4.24,0.3254,0.695205,0.5,-1.78097,-1.14943,-1.1
4.24,0.3254,0.695205,0.5,-1.78097,-1.14943,-1.1
4.25,0.3254,0.695205,0.5,-1.78998,-1.16564,-1.1
4.25,-1.9892,0.411795,0.411795,-1.78998,-1.16564,-1.1
4.26,-1.9892,0.411795,0.411795,-1.79881,-1.18174,-1.1
4.26,-1.9892,0.411795,0.411795,-1.79881,-1.18174,-1.2
4.28,-1.9892,0.411795,0.411795,-1.81593,-1.21357,-1.2
4.28,-1.9892,0.411795,0.411795,-1.81593,-1.21357,-1.2
4.3,-1.9892,0.411795,0.411795,-1.83233,-1.24492,-1.2
4.3,3.98139,0.888879,0.5,-1.83233,-1.24492,-1.2
4.32,3.98139,0.888879,0.5,-1.848,-1.27577,-1.2
4.32,3.98139,0.888879,0.5,-1.848,-1.27577,-1.3
4.34,3.98139,0.888879,0.5,-1.86292,-1.30612,-1.3
4.34,3.98139,0.888879,0.5,-1.86292,-1.30612,-1.3
4.35,3.98139,0.888879,0.5,-1.87011,-1.32109,-1.3
4.35,2.24099,1.12456,0.5,-1.87011,-1.32109,-1.3
4.36,2.24099,1.12456,0.5,-1.8771,-1.33594,-1.3
4.36,2.24099,1.12456,0.5,-1.8771,-1.33594,-1.3
4.38,2.24099,1.12456,0.5,-1.89053,-1.36522,-1.3
4.38,2.24099,1.12456,0.5,-1.89053,-1.36522,-1.4
4.4,2.24099,1.12456,0.5,-1.9032,-1.39396,-1.4
4.4,0.0807675,1.07843,0.5,-1.9032,-1.39396,-1.4
4.42,0.0807675,1.07843,0.5,-1.91512,-1.42214,-1.4
4.42,0.0807675,1.07843,0.5,-1.91512,-1.42214,-1.4
4.44,0.0807675,1.07843,0.5,-1.92626,-1.44976,-1.4
4.44,0.0807675,1.07843,0.5,-1.92626,-1.44976,-1.4
4.45,0.0807675,1.07843,0.5,-1.93155,-1.46335,-1.4
4.45,-1.59183,0.825526,0.5,-1.93155,-1.46335,-1.4
4.46,-1.59183,0.825526,0.5,-1.93664,-1.47679,-1.4
4.46,-1.59183,0.825526,0.5,-1.93664,-1.47679,-1.5
4.48,-1.59183,0.825526,0.5,-1.94624,-1.50323,-1.5
4.48,-1.59183,0.825526,0.5,-1.94624,-1.50323,-1.5
4.5,-1.59183,0.825526,0.5,-1.95506,-1.52907,-1.5
4.5,-0.850292,0.677963,0.5,-1.95506,-1.52907,-1.5
4.52,-0.850292,0.677963,0.5,-1.9631,-1.5543,-1.5
4.52,-0.850292,0.677963,0.5,-1.9631,-1.5543,-1.6
4.54,-0.850292,0.677963,0.5,-1.97036,-1.57891,-1.6
4.54,-0.850292,0.677963,0.5,-1.97036,-1.57891,-1.6
4.55,-0.850292,0.677963,0.5,-1.97369,-1.59098,-1.6
4.55,-0.406139,0.593298,0.5,-1.97369,-1.59098,-1.6
4.56,-0.406139,0.593298,0.5,-1.97682,-1.60289,-1.6
4.56,-0.406139,0.593298,0.5,-1.97682,-1.60289,-1.6
4.58,-0.406139,0.593298,0.5,-1.9825,-1.62622,-1.6
4.58,-0.406139,0.593298,0.5,-1.9825,-1.62622,-1.6
4.6,-0.406139,0.593298,0.5,-1.98738,-1.64891,-1.6
4.6,0.014619,0.56546,0.5,-1.98738,-1.64891,-1.6
4.62,0.014619,0.56546,0.5,-1.99147,-1.67093,-1.6
4.62,0.014619,0.56546,0.5,-1.99147,-1.67093,-1.7
4.64,0.014619,0.56546,0.5,-1.99476,-1.69229,-1.7
4.64,0.014619,0.56546,0.5,-1.99476,-1.69229,-1.7
4.65,0.014619,0.56546,0.5,-1.99611,-1.70272,-1.7
4.65,-1.18361,0.389236,0.389236,-1.99611,-1.70272,-1.7
4.66,-1.18361,0.389236,0.389236,-1.99726,-1.71297,-1.7
4.66,-1.18361,0.389236,0.389236,-1.99726,-1.71297,-1.7
4.68,-1.18361,0.389236,0.389236,-1.99895,-1.73297,-1.7
4.68,-1.18361,0.389236,0.389236,-1.99895,-1.73297,-1.7
4.7,-1.18361,0.389236,0.389236,-1.99985,-1.75227,-1.7
4.7,-1.2272,0.216374,0.216374,-1.99985,-1.75227,-1.8
4.72,-1.2272,0.216374,0.216374,-1.99994,-1.77087,-1.8
4.72,-1.2272,0.216374,0.216374,-1.99994,-1.77087,-1.8
4.74,-1.2272,0.216374,0.216374,-1.99924,-1.78876,-1.8
4.74,-1.2272,0.216374,0.216374,-1.99924,-1.78876,-1.8
4.75,-1.2272,0.216374,0.216374,-1.99859,-1.79744,-1.8
4.75,-0.68961,0.119354,0.119354,-1.99859,-1.79744,-1.8
4.76,-0.68961,0.119354,0.119354,-1.99773,-1.80594,-1.8
4.76,-0.68961,0.119354,0.119354,-1.99773,-1.80594,-1.8
4.78,-0.68961,0.119354,0.119354,-1.99543,-1.8224,-1.8
4.78,-0.68961,0.119354,0.119354,-1.99543,-1.8224,-1.8
4.8,-0.68961,0.119354,0.119354,-1.99233,-1.83813,-1.8
4.8,-1.24012,-0.0416291,-0.0416291,-1.99233,-1.83813,-1.8
4.82,-1.24012,-0.0416291,-0.0416291,-1.98843,-1.85312,-1.8
4.82,-1.24012,-0.0416291,-0.0416291,-1.98843,-1.85312,-1.9
4.84,-1.24012,-0.0416291,-0.0416291,-1.98374,-1.86737,-1.9
4.84,-1.24012,-0.0416291,-0.0416291,-1.98374,-1.86737,-1.9
4.85,-1.24012,-0.0416291,-0.0416291,-1.98109,-1.87421,-1.9
4.85,1.67683,0.170056,0.170056,-1.98109,-1.87421,-1.9
4.86,1.67683,0.170056,0.170056,-1.97825,-1.88087,-1.9
4.86,1.67683,0.170056,0.170056,-1.97825,-1.88087,-1.9
4.88,1.67683,0.170056,0.170056,-1.97197,-1.89362,-1.9
4.88,1.67683,0.170056,0.170056,-1.97197,-1.89362,-1.9
4.9,1.67683,0.170056,0.170056,-1.96491,-1.90562,-1.9
4.9,-1.25553,0.00461123,0.00461123,-1.96491,-1.90562,-1.9
4.92,-1.25553,0.00461123,0.00461123,-1.95705,-1.91685,-1.9
4.92,-1.25553,0.00461123,0.00461123,-1.95705,-1.91685,-1.9
4.94,-1.25553,0.00461123,0.00461123,-1.94842,-1.92732,-1.9
4.94,-1.25553,0.00461123,0.00461123,-1.94842,-1.92732,-1.9
4.95,-1.25553,0.00461123,0.00461123,-1.94381,-1.93226,-1.9
4.95,0.91782,0.119108,0.119108,-1.94381,-1.93226,-1.9
4.96,0.91782,0.119108,0.119108,-1.939,-1.93701,-1.9
4.96,0.91782,0.119108,0.119108,-1.939,-1.93701,-1.9
4.98,0.91782,0.119108,0.119108,-1.92881,-1.94593,-1.9
4.98,0.91782,0.119108,0.119108,-1.92881,-1.94593,-1.9
5,0.91782,0.119108,0.119108,-1.91785,-1.95407,-1.9
5,3.07968,0.498113,0.498113,-1.91785,-1.95407,-2
5.02,3.07968,0.498113,0.498113,-1.90612,-1.96143,-2
5.02,3.07968,0.498113,0.498113,-1.90612,-1.96143,-2
5.04,3.07968,0.498113,0.498113,-1.89363,-1.96801,-2
5.04,3.07968,0.498113,0.498113,-1.89363,-1.96801,-2
5.05,3.07968,0.498113,0.498113,-1.8871,-1.971,-2
5.05,-1.30767,0.309749,0.309749,-1.8871,-1.971,-2
5.06,-1.30767,0.309749,0.309749,-1.88038,-1.9738,-2
5.06,-1.30767,0.309749,0.309749,-1.88038,-1.9738,-2
5.08,-1.30767,0.309749,0.309749,-1.86638,-1.9788,-2
5.08,-1.30767,0.309749,0.309749,-1.86638,-1.9788,-2
5.1,-1.30767,0.309749,0.309749,-1.85163,-1.98301,-2
5.1,0.742547,0.38708,0.38708,-1.85163,-1.98301,-2
5.12,0.742547,0.38708,0.38708,-1.83614,-1.98642,-2
5.12,0.742547,0.38708,0.38708,-1.83614,-1.98642,-2
5.14,0.742547,0.38708,0.38708,-1.81992,-1.98904,-2
5.14,0.742547,0.38708,0.38708,-1.81992,-1.98904,-2
5.15,0.742547,0.38708,0.38708,-1.81153,-1.99005,-2
5.15,-0.840303,0.262688,0.262688,-1.81153,-1.99005,-2
5.16,-0.840303,0.262688,0.262688,-1.80297,-1.99087,-2
5.16,-0.840303,0.262688,0.262688,-1.80297,-1.99087,-2
5.18,-0.840303,0.262688,0.262688,-1.7853,-1.99189,-2
5.18,-0.840303,0.262688,0.262688,-1.7853,-1.99189,-2
5.2,-0.840303,0.262688,0.262688,-1.76691,-1.99213,-2
5.2,-0.310043,0.210798,0.210798,-1.76691,-1.99213,-2
5.22,-0.310043,0.210798,0.210798,-1.74782,-1.99156,-2
5.22,-0.310043,0.210798,0.210798,-1.74782,-1.99156,-2
5.24,-0.310043,0.210798,0.210798,-1.72802,-1.9902,-2
5.24,-0.310043,0.210798,0.210798,-1.72802,-1.9902,-2
5.25,-0.310043,0.210798,0.210798,-1.71787,-1.98922,-2
5.25,-1.91115,-0.0386355,-0.0386355,-1.71787,-1.98922,-2
5.26,-1.91115,-0.0386355,-0.0386355,-1.70754,-1.98804,-2
5.26,-1.91115,-0.0386355,-0.0386355,-1.70754,-1.98804,-2
5.28,-1.91115,-0.0386355,-0.0386355,-1.68638,-1.98509,-2
5.28,-1.91115,-0.0386355,-0.0386355,-1.68638,-1.98509,-2
5.3,-1.91115,-0.0386355,-0.0386355,-1.66453,-1.98134,-2
5.3,2.51578,0.277768,0.277768,-1.66453,-1.98134,-2
5.32,2.51578,0.277768,0.277768,-1.64203,-1.97681,-2
5.32,2.51578,0.277768,0.277768,-1.64203,-1.97681,-2
5.34,2.51578,0.277768,0.277768,-1.61887,-1.97148,-2
5.34,2.51578,0.277768,0.277768,-1.61887,-1.97148,-2
5.35,2.51578,0.277768,0.277768,-1.60704,-1.96852,-2
5.35,0.165501,0.284568,0.284568,-1.60704,-1.96852,-2
5.36,0.165501,0.284568,0.284568,-1.59505,-1.96536,-2
5.36,0.165501,0.284568,0.284568,-1.59505,-1.96536,-2
5.38,0.165501,0.284568,0.284568,-1.57061,-1.95845,-2
5.38,0.165501,0.284568,0.284568,-1.57061,-1.95845,-2
5.4,0.165501,0.284568,0.284568,-1.54553,-1.95077,-2
5.4,-0.151596,0.25139,0.25139,-1.54553,-1.95077,-2
5.42,-0.151596,0.25139,0.25139,-1.51983,-1.9423,-2
5.42,-0.151596,0.25139,0.25139,-1.51983,-1.9423,-1.9
5.44,-0.151596,0.25139,0.25139,-1.49353,-1.93305,-1.9
5.44,-0.151596,0.25139,0.25139,-1.49353,-1.93305,-1.9
5.45,-0.151596,0.25139,0.25139,-1.48015,-1.92814,-1.9
5.45,0.0433192,0.244235,0.244235,-1.48015,-1.92814,-1.9
5.46,0.0433192,0.244235,0.244235,-1.46663,-1.92304,-1.9
5.46,0.0433192,0.244235,0.244235,-1.46663,-1.92304,-1.9
5.48,0.0433192,0.244235,0.244235,-1.43914,-1.91225,-1.9
5.48,0.0433192,0.244235,0.244235,-1.43914,-1.91225,-1.9
5.5,0.0433192,0.244235,0.244235,-1.41108,-1.9007,-1.9
5.5,-0.180856,0.209416,0.209416,-1.41108,-1.9007,-1.9
5.52,-0.180856,0.209416,0.209416,-1.38245,-1.88839,-1.9
5.52,-0.180856,0.209416,0.209416,-1.38245,-1.88839,-1.9
5.54,-0.180856,0.209416,0.209416,-1.35327,-1.87532,-1.9
5.54,-0.180856,0.209416,0.209416,-1.35327,-1.87532,-1.9
5.55,-0.180856,0.209416,0.209416,-1.33848,-1.8685,-1.9
5.55,-1.45957,0.0164989,0.0164989,-1.33848,-1.8685,-1.9
5.56,-1.45957,0.0164989,0.0164989,-1.32355,-1.8615,-1.9
5.56,-1.45957,0.0164989,0.0164989,-1.32355,-1.8615,-1.9
5.58,-1.45957,0.0164989,0.0164989,-1.2933,-1.84694,-1.9
5.58,-1.45957,0.0164989,0.0164989,-1.2933,-1.84694,-1.8
5.6,-1.45957,0.0164989,0.0164989,-1.26253,-1.83164,-1.8
5.6,-0.135391,-0.00124998,-0.00124998,-1.26253,-1.83164,-1.8
5.62,-0.135391,-0.00124998,-0.00124998,-1.23126,-1.81561,-1.8
5.62,-0.135391,-0.00124998,-0.00124998,-1.23126,-1.81561,-1.8
5.64,-0.135391,-0.00124998,-0.00124998,-1.19949,-1.79885,-1.8
5.64,-0.135391,-0.00124998,-0.00124998,-1.19949,-1.79885,-1.8
5.65,-0.135391,-0.00124998,-0.00124998,-1.18343,-1.7902,-1.8
5.65,1.52338,0.189235,0.189235,-1.18343,-1.7902,-1.8
5.66,1.52338,0.189235,0.189235,-1.16725,-1.78137,-1.8
5.66,1.52338,0.189235,0.189235,-1.16725,-1.78137,-1.8
5.68,1.52338,0.189235,0.189235,-1.13454,-1.76318,-1.8
5.68,1.52338,0.189235,0.189235,-1.13454,-1.76318,-1.8
5.7,1.52338,0.189235,0.189235,-1.10137,-1.74428,-1.8
5.7,3.04908,0.560909,0.5,-1.10137,-1.74428,-1.7
5.72,3.04908,0.560909,0.5,-1.06776,-1.72468,-1.7
5.72,3.04908,0.560909,0.5,-1.06776,-1.72468,-1.7
5.74,3.04908,0.560909,0.5,-1.03373,-1.7044,-1.7
5.74,3.04908,0.560909,0.5,-1.03373,-1.7044,-1.7
5.75,3.04908,0.560909,0.5,-1.01656,-1.694,-1.7
5.75,0.130283,0.549149,0.5,-1.01656,-1.694,-1.7
5.76,0.130283,0.549149,0.5,-0.999284,-1.68343,-1.7
5.76,0.130283,0.549149,0.5,-0.999284,-1.68343,-1.7
5.78,0.130283,0.549149,0.5,-0.964437,-1.6618,-1.7
5.78,0.130283,0.549149,0.5,-0.964437,-1.6618,-1.7
5.8,0.130283,0.549149,0.5,-0.929204,-1.63949,-1.7
5.8,-3.38873,0.0981001,0.0981001,-0.929204,-1.63949,-1.6
5.82,-3.38873,0.0981001,0.0981001,-0.8936,-1.61653,-1.6
5.82,-3.38873,0.0981001,0.0981001,-0.8936,-1.61653,-1.6
5.84,-3.38873,0.0981001,0.0981001,-0.857638,-1.59293,-1.6
5.84,-3.38873,0.0981001,0.0981001,-0.857638,-1.59293,-1.6
5.85,-3.38873,0.0981001,0.0981001,-0.839528,-1.58088,-1.6
5.85,2.05098,0.349567,0.349567,-0.839528,-1.58088,-1.6
5.86,2.05098,0.349567,0.349567,-0.821334,-1.56868,-1.6
5.86,2.05098,0.349567,0.349567,-0.821334,-1.56868,-1.6
5.88,2.05098,0.349567,0.349567,-0.7847,-1.54381,-1.6
5.88,2.05098,0.349567,0.349567,-0.7847,-1.54381,-1.5
5.9,2.05098,0.349567,0.349567,-0.747753,-1.51832,-1.5
5.9,-0.147237,0.313684,0.313684,-0.747753,-1.51832,-1.5
5.92,-0.147237,0.313684,0.313684,-0.710507,-1.49223,-1.5
5.92,-0.147237,0.313684,0.313684,-0.710507,-1.49223,-1.5
5.94,-0.147237,0.313684,0.313684,-0.672977,-1.46553,-1.5
5.94,-0.147237,0.313684,0.313684,-0.672977,-1.46553,-1.5
5.95,-0.147237,0.313684,0.313684,-0.65411,-1.45197,-1.5
5.95,1.94839,0.541549,0.5,-0.65411,-1.45197,-1.5
5.96,1.94839,0.541549,0.5,-0.635177,-1.43825,-1.5
5.96,1.94839,0.541549,0.5,-0.635177,-1.43825,-1.4
5.98,1.94839,0.541549,0.5,-0.597124,-1.4104,-1.4
5.98,1.94839,0.541549,0.5,-0.597124,-1.4104,-1.4
6,1.94839,0.541549,0.5,-0.558831,-1.38198,-1.4
6,1.38888,0.688081,0.5,-0.558831,-1.38198,-1.4
6.02,1.38888,0.688081,0.5,-0.520315,-1.35301,-1.4
6.02,1.38888,0.688081,0.5,-0.520315,-1.35301,-1.4
6.04,1.38888,0.688081,0.5,-0.481591,-1.3235,-1.4
6.04,1.38888,0.688081,0.5,-0.481591,-1.3235,-1.3
6.05,1.38888,0.688081,0.5,-0.462156,-1.30854,-1.3
6.05,-0.159044,0.633797,0.5,-0.462156,-1.30854,-1.3
6.06,-0.159044,0.633797,0.5,-0.442674,-1.29346,-1.3
6.06,-0.159044,0.633797,0.5,-0.442674,-1.29346,-1.3
6.08,-0.159044,0.633797,0.5,-0.40358,-1.2629,-1.3
6.08,-0.159044,0.633797,0.5,-0.40358,-1.2629,-1.3
6.1,-0.159044,0.633797,0.5,-0.364325,-1.23183,-1.3
6.1,-1.13581,0.46013,0.46013,-0.364325,-1.23183,-1.2
6.12,-1.13581,0.46013,0.46013,-0.324924,-1.20028,-1.2
6.12,-1.13581,0.46013,0.46013,-0.324924,-1.20028,-1.2
6.14,-1.13581,0.46013,0.46013,-0.285393,-1.16824,-1.2
6.14,-1.13581,0.46013,0.46013,-0.285393,-1.16824,-1.2
6.15,-1.13581,0.46013,0.46013,-0.265584,-1.15205,-1.2
6.15,1.98669,0.68546,0.5,-0.265584,-1.15205,-1.2
6.16,1.98669,0.68546,0.5,-0.245748,-1.13574,-1.2
6.16,1.98669,0.68546,0.5,-0.245748,-1.13574,-1.1
6.18,1.98669,0.68546,0.5,-0.206005,-1.10278,-1.1
6.18,1.98669,0.68546,0.5,-0.206005,-1.10278,-1.1
6.2,1.98669,0.68546,0.5,-0.166179,-1.06938,-1.1
6.2,-1.11777,0.511466,0.5,-0.166179,-1.06938,-1.1
6.22,-1.11777,0.511466,0.5,-0.126287,-1.03555,-1.1
6.22,-1.11777,0.511466,0.5,-0.126287,-1.03555,-1
6.24,-1.11777,0.511466,0.5,-0.0863438,-1.00131,-1
6.24,-1.11777,0.511466,0.5,-0.0863438,-1.00131,-1
6.25,-1.11777,0.511466,0.5,-0.0663584,-0.984037,-1
6.25,-0.864798,0.377793,0.377793,-0.0663584,-0.984037,-1
6.26,-0.864798,0.377793,0.377793,-0.0463665,-0.966667,-1
6.26,-0.864798,0.377793,0.377793,-0.0463665,-0.966667,-1
6.28,-0.864798,0.377793,0.377793,-0.0063706,-0.931638,-1
6.28,-0.864798,0.377793,0.377793,-0.0063706,-0.931638,-0.9
6.3,-0.864798,0.377793,0.377793,0.0336278,-0.896237,-0.9
6.3,1.43784,0.538633,0.5,0.0336278,-0.896237,-0.9
6.32,1.43784,0.538633,0.5,0.0736128,-0.860477,-0.9
6.32,1.43784,0.538633,0.5,0.0736128,-0.860477,-0.9
6.34,1.43784,0.538633,0.5,0.113568,-0.824373,-0.9
6.34,1.43784,0.538633,0.5,0.113568,-0.824373,-0.8
6.35,1.43784,0.538633,0.5,0.13353,-0.806196,-0.8
6.35,0.576288,0.583737,0.5,0.13353,-0.806196,-0.8
6.36,0.576288,0.583737,0.5,0.153478,-0.787939,-0.8
6.36,0.576288,0.583737,0.5,0.153478,-0.787939,-0.8
6.38,0.576288,0.583737,0.5,0.193327,-0.75119,-0.8
6.38,0.576288,0.583737,0.5,0.193327,-0.75119,-0.8
6.4,0.576288,0.583737,0.5,0.233098,-0.714141,-0.8
6.4,-2.21184,0.27807,0.27807,0.233098,-0.714141,-0.7
6.42,-2.21184,0.27807,0.27807,0.272777,-0.676806,-0.7
6.42,-2.21184,0.27807,0.27807,0.272777,-0.676806,-0.7
6.44,-2.21184,0.27807,0.27807,0.312346,-0.6392,-0.7
6.44,-2.21184,0.27807,0.27807,0.312346,-0.6392,-0.6
6.45,-2.21184,0.27807,0.27807,0.332084,-0.6203,-0.6
6.45,-0.228396,0.235617,0.235617,0.332084,-0.6203,-0.6
6.46,-0.228396,0.235617,0.235617,0.35179,-0.601338,-0.6
6.46,-0.228396,0.235617,0.235617,0.35179,-0.601338,-0.6
6.48,-0.228396,0.235617,0.235617,0.391093,-0.563236,-0.6
6.48,-0.228396,0.235617,0.235617,0.391093,-0.563236,-0.6
6.5,-0.228396,0.235617,0.235617,0.43024,-0.524909,-0.6
6.5,-0.170988,0.202463,0.202463,0.43024,-0.524909,-0.5
6.52,-0.170988,0.202463,0.202463,0.469215,-0.486372,-0.5
6.52,-0.170988,0.202463,0.202463,0.469215,-0.486372,-0.5
6.54,-0.170988,0.202463,0.202463,0.508002,-0.44764,-0.5
6.54,-0.170988,0.202463,0.202463,0.508002,-0.44764,-0.4
6.55,-0.170988,0.202463,0.202463,0.52732,-0.428206,-0.4
6.55,-0.167073,0.171455,0.171455,0.52732,-0.428206,-0.4
6.56,-0.167073,0.171455,0.171455,0.546586,-0.408729,-0.4
6.56,-0.167073,0.171455,0.171455,0.546586,-0.408729,-0.4
