time,clock.y,data_0.y,data_1.y,dFFREG.clock,dFFREG.dataIn[1],dFFREG.dataIn[2],dFFREG.dataOut[1],dFFREG.dataOut[2],dFFREG.delay.inertialDelaySensitive[1].delayTime,dFFREG.delay.inertialDelaySensitive[1].lh,dFFREG.delay.inertialDelaySensitive[1].t_next,dFFREG.delay.inertialDelaySensitive[1].x,dFFREG.delay.inertialDelaySensitive[1].y,dFFREG.delay.inertialDelaySensitive[1].y_auxiliary,dFFREG.delay.inertialDelaySensitive[1].y_old,dFFREG.delay.inertialDelaySensitive[2].delayTime,dFFREG.delay.inertialDelaySensitive[2].lh,dFFREG.delay.inertialDelaySensitive[2].t_next,dFFREG.delay.inertialDelaySensitive[2].x,dFFREG.delay.inertialDelaySensitive[2].y,dFFREG.delay.inertialDelaySensitive[2].y_auxiliary,dFFREG.delay.inertialDelaySensitive[2].y_old,dFFREG.delay.x[1],dFFREG.delay.x[2],dFFREG.delay.y[1],dFFREG.delay.y[2],dFFREG.dFFR.clock,dFFREG.dFFR.clock_flag,dFFREG.dFFR.dataIn[1],dFFREG.dFFR.dataIn[2],dFFREG.dFFR.dataOut[1],dFFREG.dFFR.dataOut[2],dFFREG.dFFR.next_assign_val[1],dFFREG.dFFR.next_assign_val[2],dFFREG.dFFR.nextstate[1],dFFREG.dFFR.nextstate[2],dFFREG.dFFR.reset,dFFREG.dFFR.reset_flag,dFFREG.reset,reset.y
7.15999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.16999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.17999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.18999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.19999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.20999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.21999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.22999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.23999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.24999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.25999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.26999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.27999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.28999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.29999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.30999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.31999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.32999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.33999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.34999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.35999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.36999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.37999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.38999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.39999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.40999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.41999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.42999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.43999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.44999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.45999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.46999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.47999999999989,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.48999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.49999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.50999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.51999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.52999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.53999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.54999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.55999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.56999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.57999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.58999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.59999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.60999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.61999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.62999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.63999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.64999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.65999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.66999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.67999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.68999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.69999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.70999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.71999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.72999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.73999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.74999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.75999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.76999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.77999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.78999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.79999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.80999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.81999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.82999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.83999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.84999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.85999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.86999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.87999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.88999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.89999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.90999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.91999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.92999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.93999999999988,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.94999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.95999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.96999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.97999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.98999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
7.99999999999987,4,4,8,4,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,4,1,4,8,4,4,4,4,4,4,3,3,3,3
8.00999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.01999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.02999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.03999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.04999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.05999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.06999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.07999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.08999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.09999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.10999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.11999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.12999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.13999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.14999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.15999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.16999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.17999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.18999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.19999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.20999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.21999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.22999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.23999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.24999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.25999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.26999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.27999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.28999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.29999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.30999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.31999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.32999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.33999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.34999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.35999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.36999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.37999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.38999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.39999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.40999999999987,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.41999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.42999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.43999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.44999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.45999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
8.46999999999986,3,4,8,3,4,8,3,3,6,1,13.0099999999999,4,3,3,3,6,1,13.0099999999999,4,3,3,3,4,4,3,3,3,0,4,8,4,4,4,4,4,4,3,3,3,3
