"time","u1"
1.998,-1
1.999,-1
2,-1
2.001,-1
2.002,-1
2.003,-1
2.004,-1
2.005,-1
2.006,-1
2.007,-1
2.008,-1
2.009,-1
2.01,-1
2.011,-1
2.012,-1
2.013,-1
2.014,-1
2.015,-1
2.016,-1
2.017,-1
2.018,-1
2.019,-1
2.02,-1
2.021,-1
2.022,-1
2.023,-1
2.024,-1
2.025,-1
2.026,-1
2.027,-1
2.028,-1
2.029,-1
2.03,-1
2.031,-1
2.032,-1
2.033,-1
2.034,-1
2.035,-1
2.036,-1
2.037,-1
2.038,-1
2.039,-1
2.04,-1
2.041,-1
2.042,-1
2.043,-1
2.044,-1
2.045,-1
2.046,-1
2.047,-1
2.048,-1
2.049,-1
2.05,-1
2.051,-1
2.052,-1
2.053,-1
2.054,-1
2.055,-1
2.056,-1
2.057,-1
2.058,-1
2.059,-1
2.06,-1
2.061,-1
2.062,-1
2.063,-1
2.064,-1
2.065,-1
2.066,-1
2.067,-1
2.068,-1
2.069,-1
2.07,-1
2.071,-1
2.072,-1
2.073,-1
2.074,-1
2.075,-1
2.076,-1
2.077,-1
2.078,-1
2.079,-1
2.08,-1
2.081,-1
2.082,-1
2.083,-1
2.084,-1
2.085,-1
2.086,-1
2.087,-1
2.088,-1
2.089,-1
2.09,-1
2.091,-1
2.092,-1
2.093,-1
2.094,-1
2.095,-1
2.096,-1
2.097,-1
2.098,-1
2.099,-1
2.1,-1
2.101,-1
2.102,-1
2.103,-1
2.104,-1
2.105,-1
2.106,-1
2.107,-1
2.108,-1
2.109,-1
2.11,-1
2.111,-1
2.112,-1
2.113,-1
2.114,-1
2.115,-1
2.116,-1
2.117,-1
2.118,-1
2.119,-1
2.12,-1
2.121,-1
2.122,-1
2.123,-1
2.124,-1
2.125,-1
2.126,-1
2.127,-1
2.128,-1
2.129,-1
2.13,-1
2.131,-1
2.132,-1
2.133,-1
2.134,-1
2.135,-1
2.136,-1
2.137,-1
2.138,-1
2.139,-1
2.14,-1
2.141,-1
2.142,-1
2.143,-1
2.144,-1
2.145,-1
2.146,-1
2.147,-1
2.148,-1
2.149,-1
2.15,-1
2.151,-1
2.152,-1
2.153,-1
2.154,-1
2.155,-1
2.156,-1
2.157,-1
2.158,-1
2.159,-1
2.16,-1
2.161,-1
2.162,-1
2.163,-1
2.164,-1
2.165,-1
2.166,-1
2.167,-1
2.168,-1
2.169,-1
2.17,-1
2.171,-1
2.172,-1
2.173,-1
2.174,-1
2.175,-1
2.176,-1
2.177,-1
2.178,-1
2.179,-1
2.18,-1
2.181,-1
2.182,-1
2.183,-1
2.184,-1
2.185,-1
2.186,-1
2.187,-1
2.188,-1
2.189,-1
2.19,-1
2.191,-1
2.192,-1
2.193,-1
2.194,-1
2.195,-1
2.196,-1
2.197,-1
2.198,-1
2.199,-1
2.2,-1
2.201,-1
2.202,-1
2.203,-1
2.204,-1
2.205,-1
2.206,-1
2.207,-1
2.208,-1
2.209,-1
2.21,-1
2.211,-1
2.212,-1
2.213,-1
2.214,-1
2.215,-1
2.216,-1
2.217,-1
2.218,-1
2.219,-1
2.22,-1
2.221,-1
2.222,-1
2.223,-1
2.224,-1
2.225,-1
2.226,-1
2.227,-1
2.228,-1
2.229,-1
2.23,-1
2.231,-1
2.232,-1
2.233,-1
2.234,-1
2.235,-1
2.236,-1
2.237,-1
2.238,-1
2.239,-1
2.24,-1
2.241,-1
2.242,-1
2.243,-1
2.244,-1
2.245,-1
2.246,-1
2.247,-1
2.248,-1
2.249,-1
2.25,-1
2.251,-1
2.252,-1
2.253,-1
2.254,-1
2.255,-1
2.256,-1
2.257,-1
2.258,-1
2.259,-1
2.26,-1
2.261,-1
2.262,-1
2.263,-1
2.264,-1
2.265,-1
2.266,-1
2.267,-1
2.268,-1
2.269,-1
2.27,-1
2.271,-1
2.272,-1
2.273,-1
2.274,-1
2.275,-1
2.276,-1
2.277,-1
2.278,-1
2.279,-1
2.28,-1
2.281,-1
2.282,-1
2.283,-1
2.284,-1
2.285,-1
2.286,-1
2.287,-1
2.288,-1
2.289,-1
2.29,-1
2.291,-1
2.292,-1
2.293,-1
2.294,-1
2.295,-1
2.296,-1
2.297,-1
2.298,-1
2.299,-1
2.3,-1
2.301,-1
2.302,-1
2.303,-1
2.304,-1
2.305,-1
2.306,-1
2.307,-1
2.308,-1
2.309,-1
2.31,-1
2.311,-1
2.312,-1
2.313,-1
2.314,-1
2.315,-1
2.316,-1
2.317,-1
2.318,-1
2.319,-1
2.32,-1
2.321,-1
2.322,-1
2.323,-1
2.324,-1
2.325,-1
2.326,-1
2.327,-1
2.328,-1
2.329,-1
2.33,-1
2.331,-1
2.332,-1
2.333,-1
2.334,-1
2.335,-1
2.336,-1
2.337,-1
2.338,-1
2.339,-1
2.34,-1
2.341,-1
2.342,-1
2.343,-1
2.344,-1
2.345,-1
2.346,-1
2.347,-1
2.348,-1
2.349,-1
2.35,-1
2.351,-1
2.352,-1
2.353,-1
2.354,-1
2.355,-1
2.356,-1
2.357,-1
2.358,-1
2.359,-1
2.36,-1
2.361,-1
2.362,-1
2.363,-1
2.364,-1
2.365,-1
2.366,-1
2.367,-1
2.368,-1
2.369,-1
2.37,-1
2.371,-1
2.372,-1
2.373,-1
2.374,-1
2.375,-1
2.376,-1
2.377,-1
2.378,-1
2.379,-1
2.38,-1
2.381,-1
2.382,-1
2.383,-1
2.384,-1
2.385,-1
2.386,-1
2.387,-1
2.388,-1
2.389,-1
2.39,-1
2.391,-1
2.392,-1
2.393,-1
2.394,-1
2.395,-1
2.396,-1
2.397,-1
2.398,-1
2.399,-1
2.4,-1
2.401,-1
2.402,-1
2.403,-1
2.404,-1
2.405,-1
2.406,-1
2.407,-1
2.408,-1
2.409,-1
2.41,-1
2.411,-1
2.412,-1
2.413,-1
2.414,-1
2.415,-1
2.416,-1
2.417,-1
2.418,-1
2.419,-1
2.42,-1
2.421,-1
2.422,-1
2.423,-1
2.424,-1
2.425,-1
2.426,-1
2.427,-1
2.428,-1
2.429,-1
2.43,-1
2.431,-1
2.432,-1
2.433,-1
2.434,-1
2.435,-1
2.436,-1
2.437,-1
2.438,-1
2.439,-1
2.44,-1
2.441,-1
2.442,-1
2.443,-1
2.444,-1
2.445,-1
2.446,-1
2.447,-1
2.448,-1
2.449,-1
2.45,-1
2.451,-1
2.452,-1
2.453,-1
2.454,-1
2.455,-1
2.456,-1
2.457,-1
2.458,-1
2.459,-1
2.46,-1
2.461,-1
2.462,-1
2.463,-1
2.464,-1
2.465,-1
2.466,-1
2.467,-1
2.468,-1
2.469,-1
2.47,-1
2.471,-1
2.472,-1
2.473,-1
2.474,-1
2.475,-1
2.476,-1
2.477,-1
2.478,-1
2.479,-1
2.48,-1
2.481,-1
2.482,-1
2.483,-1
2.484,-1
2.485,-1
2.486,-1
2.487,-1
2.488,-1
2.489,-1
2.49,-1
2.491,-1
2.492,-1
2.493,-1
2.494,-1
2.495,-1
2.496,-1
2.497,-1
2.498,-1
2.499,-1
2.5,-1
2.501,-1
2.502,-1
2.503,-1
2.504,-1
2.505,-1
2.506,-1
2.507,-1
2.508,-1
2.509,-1
2.51,-1
2.511,-1
2.512,-1
2.513,-1
2.514,-1
2.515,-1
2.516,-1
2.517,-1
2.518,-1
2.519,-1
2.52,-1
2.521,-1
2.522,-1
2.523,-1
2.524,-1
2.525,-1
2.526,-1
2.527,-1
2.528,-1
2.529,-1
2.53,-1
2.531,-1
2.532,-1
2.533,-1
2.534,-1
2.535,-1
2.536,-1
2.537,-1
2.538,-1
2.539,-1
2.54,-1
2.541,-1
2.542,-1
2.543,-1
2.544,-1
2.545,-1
2.546,-1
2.547,-1
2.548,-1
2.549,-1
2.55,-1
2.551,-1
2.552,-1
2.553,-1
2.554,-1
2.555,-1
2.556,-1
2.557,-1
2.558,-1
2.559,-1
2.56,-1
2.561,-1
2.562,-1
2.563,-1
2.564,-1
2.565,-1
2.566,-1
2.567,-1
2.568,-1
2.569,-1
2.57,-1
2.571,-1
2.572,-1
2.573,-1
2.574,-1
2.575,-1
2.576,-1
2.577,-1
2.578,-1
2.579,-1
2.58,-1
2.581,-1
2.582,-1
2.583,-1
2.584,-1
2.585,-1
2.586,-1
2.587,-1
2.588,-1
2.589,-1
2.59,-1
2.591,-1
2.592,-1
2.593,-1
2.594,-1
2.595,-1
2.596,-1
2.597,-1
2.598,-1
2.599,-1
2.6,-1
2.601,-1
2.602,-1
2.603,-1
2.604,-1
2.605,-1
2.606,-1
2.607,-1
2.608,-1
2.609,-1
2.61,-1
2.611,-1
2.612,-1
2.613,-1
2.614,-1
2.615,-1
2.616,-1
2.617,-1
2.618,-1
2.619,-1
2.62,-1
2.621,-1
2.622,-1
2.623,-1
2.624,-1
2.625,-1
2.626,-1
2.627,-1
2.628,-1
2.629,-1
2.63,-1
2.631,-1
2.632,-1
2.633,-1
2.634,-1
2.635,-1
2.636,-1
2.637,-1
2.638,-1
2.639,-1
2.64,-1
2.641,-1
2.642,-1
2.643,-1
2.644,-1
2.645,-1
2.646,-1
2.647,-1
2.648,-1
2.649,-1
2.65,-1
2.651,-1
2.652,-1
2.653,-1
2.654,-1
2.655,-1
2.656,-1
2.657,-1
2.658,-1
2.659,-1
2.66,-1
2.661,-1
2.662,-1
2.663,-1
2.664,-1
2.665,-1
2.666,-1
2.667,-1
2.668,-1
2.669,-1
2.67,-1
2.671,-1
2.672,-1
2.673,-1
2.674,-1
2.675,-1
2.676,-1
2.677,-1
2.678,-1
2.679,-1
2.68,-1
2.681,-1
2.682,-1
2.683,-1
2.684,-1
2.685,-1
2.686,-1
2.687,-1
2.688,-1
2.689,-1
2.69,-1
2.691,-1
2.692,-1
2.693,-1
2.694,-1
2.695,-1
2.696,-1
2.697,-1
2.698,-1
2.699,-1
2.7,-1
2.701,-1
2.702,-1
2.703,-1
2.704,-1
2.705,-1
2.706,-1
2.707,-1
2.708,-1
2.709,-1
2.71,-1
2.711,-1
2.712,-1
2.713,-1
2.714,-1
2.715,-1
2.716,-1
2.717,-1
2.718,-1
2.719,-1
2.72,-1
2.721,-1
2.722,-1
2.723,-1
2.724,-1
2.725,-1
2.726,-1
2.727,-1
2.728,-1
2.729,-1
2.73,-1
2.731,-1
2.732,-1
2.733,-1
2.734,-1
2.735,-1
2.736,-1
2.737,-1
2.738,-1
2.739,-1
2.74,-1
2.741,-1
2.742,-1
2.743,-1
2.744,-1
2.745,-1
2.746,-1
2.747,-1
2.748,-1
2.749,-1
2.75,-1
2.751,-1
2.752,-1
2.753,-1
2.754,-1
2.755,-1
2.756,-1
2.757,-1
2.758,-1
2.759,-1
2.76,-1
2.761,-1
2.762,-1
2.763,-1
2.764,-1
2.765,-1
2.766,-1
2.767,-1
2.768,-1
2.769,-1
2.77,-1
2.771,-1
2.772,-1
2.773,-1
2.774,-1
2.775,-1
2.776,-1
2.777,-1
2.778,-1
2.779,-1
2.78,-1
2.781,-1
2.782,-1
2.783,-1
2.784,-1
2.785,-1
2.786,-1
2.787,-1
2.788,-1
2.789,-1
2.79,-1
2.791,-1
2.792,-1
2.793,-1
2.794,-1
2.795,-1
2.796,-1
2.797,-1
2.798,-1
2.799,-1
2.8,-1
2.801,-1
2.802,-1
2.803,-1
2.804,-1
2.805,-1
2.806,-1
2.807,-1
2.808,-1
2.809,-1
2.81,-1
2.811,-1
2.812,-1
2.813,-1
2.814,-1
2.815,-1
2.816,-1
2.817,-1
2.818,-1
2.819,-1
2.82,-1
2.821,-1
2.822,-1
2.823,-1
2.824,-1
2.825,-1
2.826,-1
2.827,-1
2.828,-1
2.829,-1
2.83,-1
2.831,-1
2.832,-1
2.833,-1
2.834,-1
2.835,-1
2.836,-1
2.837,-1
2.838,-1
2.839,-1
2.84,-1
2.841,-1
2.842,-1
2.843,-1
2.844,-1
2.845,-1
2.846,-1
2.847,-1
2.848,-1
2.849,-1
2.85,-1
2.851,-1
2.852,-1
2.853,-1
2.854,-1
2.855,-1
2.856,-1
2.857,-1
2.858,-1
2.859,-1
2.86,-1
2.861,-1
2.862,-1
2.863,-1
2.864,-1
2.865,-1
2.866,-1
2.867,-1
2.868,-1
2.869,-1
2.87,-1
2.871,-1
2.872,-1
2.873,-1
2.874,-1
2.875,-1
2.876,-1
2.877,-1
2.878,-1
2.879,-1
2.88,-1
2.881,-1
2.882,-1
2.883,-1
2.884,-1
2.885,-1
2.886,-1
2.887,-1
2.888,-1
2.889,-1
2.89,-1
2.891,-1
2.892,-1
2.893,-1
2.894,-1
2.895,-1
2.896,-1
2.897,-1
2.898,-1
2.899,-1
2.9,-1
2.901,-1
2.902,-1
2.903,-1
2.904,-1
2.905,-1
2.906,-1
2.907,-1
2.908,-1
2.909,-1
2.91,-1
2.911,-1
2.912,-1
2.913,-1
2.914,-1
2.915,-1
2.916,-1
2.917,-1
2.918,-1
2.919,-1
2.92,-1
2.921,-1
2.922,-1
2.923,-1
2.924,-1
2.925,-1
2.926,-1
2.927,-1
2.928,-1
2.929,-1
2.93,-1
2.931,-1
2.932,-1
2.933,-1
2.934,-1
2.935,-1
2.936,-1
2.937,-1
2.938,-1
2.939,-1
2.94,-1
2.941,-1
2.942,-1
2.943,-1
2.944,-1
2.945,-1
2.946,-1
2.947,-1
2.948,-1
2.949,-1
2.95,-1
2.951,-1
2.952,-1
2.953,-1
2.954,-1
2.955,-1
2.956,-1
2.957,-1
2.958,-1
2.959,-1
2.96,-1
2.961,-1
2.962,-1
2.963,-1
2.964,-1
2.965,-1
2.966,-1
2.967,-1
2.968,-1
2.969,-1
2.97,-1
2.971,-1
2.972,-1
2.973,-1
2.974,-1
2.975,-1
2.976,-1
2.977,-1
2.978,-1
2.979,-1
2.98,-1
2.981,-1
2.982,-1
2.983,-1
2.984,-1
2.985,-1
2.986,-1
2.987,-1
2.988,-1
2.989,-1
2.99,-1
2.991,-1
2.992,-1
2.993,-1
2.994,-1
2.995,-1
2.996,-1
2.997,-1
2.998,-1
2.999,-1
3,-1
3.001,-1
3.002,-1
3.003,-1
3.004,-1
3.005,-1
3.006,-1
3.007,-1
3.008,-1
3.009,-1
3.01,-1
3.011,-1
3.012,-1
3.013,-1
3.014,-1
3.015,-1
3.016,-1
3.017,-1
3.018,-1
3.019,-1
3.02,-1
3.021,-1
3.022,-1
3.023,-1
3.024,-1
3.025,-1
3.026,-1
3.027,-1
3.028,-1
3.029,-1
3.03,-1
3.031,-1
3.032,-1
3.033,-1
3.034,-1
3.035,-1
3.036,-1
3.037,-1
3.038,-1
3.039,-1
3.04,-1
3.041,-1
3.042,-1
3.043,-1
3.044,-1
3.045,-1
3.046,-1
3.047,-1
3.048,-1
3.049,-1
3.05,-1
3.051,-1
3.052,-1
3.053,-1
3.054,-1
3.055,-1
3.056,-1
3.057,-1
3.058,-1
3.059,-1
3.06,-1
3.061,-1
3.062,-1
3.063,-1
3.064,-1
3.065,-1
3.066,-1
3.067,-1
3.068,-1
3.069,-1
3.07,-1
3.071,-1
3.072,-1
3.073,-1
3.074,-1
3.075,-1
3.076,-1
3.077,-1
3.078,-1
3.079,-1
3.08,-1
3.081,-1
3.082,-1
3.083,-1
3.084,-1
3.085,-1
3.086,-1
3.087,-1
3.088,-1
3.089,-1
3.09,-1
3.091,-1
3.092,-1
3.093,-1
3.094,-1
3.095,-1
3.096,-1
3.097,-1
3.098,-1
3.099,-1
3.1,-1
3.101,-1
3.102,-1
3.103,-1
3.104,-1
3.105,-1
3.106,-1
3.107,-1
3.108,-1
3.109,-1
3.11,-1
3.111,-1
3.112,-1
3.113,-1
3.114,-1
3.115,-1
3.116,-1
3.117,-1
3.118,-1
3.119,-1
3.12,-1
3.121,-1
3.122,-1
3.123,-1
3.124,-1
3.125,-1
3.126,-1
3.127,-1
3.128,-1
3.129,-1
3.13,-1
3.131,-1
3.132,-1
3.133,-1
3.134,-1
3.135,-1
3.136,-1
3.137,-1
3.138,-1
3.139,-1
3.14,-1
3.141,-1
3.142,-1
3.143,-1
3.144,-1
3.145,-1
3.146,-1
3.147,-1
3.148,-1
3.149,-1
3.15,-1
3.151,-1
3.152,-1
3.153,-1
3.154,-1
3.155,-1
3.156,-1
3.157,-1
3.158,-1
3.159,-1
3.16,-1
3.161,-1
3.162,-1
3.163,-1
3.164,-1
3.165,-1
3.166,-1
3.167,-1
3.168,-1
3.169,-1
3.17,-1
3.171,-1
3.172,-1
3.173,-1
3.174,-1
3.175,-1
3.176,-1
3.177,-1
3.178,-1
3.179,-1
3.18,-1
3.181,-1
3.182,-1
3.183,-1
3.184,-1
3.185,-1
3.186,-1
3.187,-1
3.188,-1
3.189,-1
3.19,-1
3.191,-1
3.192,-1
3.193,-1
3.194,-1
3.195,-1
3.196,-1
3.197,-1
3.198,-1
3.199,-1
3.2,-1
3.201,-1
3.202,-1
3.203,-1
3.204,-1
3.205,-1
3.206,-1
3.207,-1
3.208,-1
3.209,-1
3.21,-1
3.211,-1
3.212,-1
3.213,-1
3.214,-1
3.215,-1
3.216,-1
3.217,-1
3.218,-1
3.219,-1
3.22,-1
3.221,-1
3.222,-1
3.223,-1
3.224,-1
3.225,-1
3.226,-1
3.227,-1
3.228,-1
3.229,-1
3.23,-1
3.231,-1
3.232,-1
3.233,-1
3.234,-1
3.235,-1
3.236,-1
3.237,-1
3.238,-1
3.239,-1
3.24,-1
3.241,-1
3.242,-1
3.243,-1
3.244,-1
3.245,-1
3.246,-1
3.247,-1
3.248,-1
3.249,-1
3.25,-1
3.251,-1
3.252,-1
3.253,-1
3.254,-1
3.255,-1
3.256,-1
3.257,-1
3.258,-1
3.259,-1
3.26,-1
3.261,-1
3.262,-1
3.263,-1
3.264,-1
3.265,-1
3.266,-1
3.267,-1
3.268,-1
3.269,-1
3.27,-1
3.271,-1
3.272,-1
3.273,-1
3.274,-1
3.275,-1
3.276,-1
3.277,-1
3.278,-1
3.279,-1
3.28,-1
3.281,-1
3.282,-1
3.283,-1
3.284,-1
3.285,-1
3.286,-1
3.287,-1
3.288,-1
3.289,-1
3.29,-1
3.291,-1
3.292,-1
3.293,-1
3.294,-1
3.295,-1
3.296,-1
3.297,-1
3.298,-1
3.299,-1
3.3,-1
3.301,-1
3.302,-1
3.303,-1
3.304,-1
3.305,-1
3.306,-1
3.307,-1
3.308,-1
3.309,-1
3.31,-1
3.311,-1
3.312,-1
3.313,-1
3.314,-1
3.315,-1
3.316,-1
3.317,-1
3.318,-1
3.319,-1
3.32,-1
3.321,-1
3.322,-1
3.323,-1
3.324,-1
3.325,-1
3.326,-1
3.327,-1
3.328,-1
3.329,-1
3.33,-1
3.331,-1
3.332,-1
3.333,-1
3.334,-1
3.335,-1
3.336,-1
3.337,-1
3.338,-1
3.339,-1
3.34,-1
3.341,-1
3.342,-1
3.343,-1
3.344,-1
3.345,-1
3.346,-1
3.347,-1
3.348,-1
3.349,-1
3.35,-1
3.351,-1
3.352,-1
3.353,-1
3.354,-1
3.355,-1
3.356,-1
3.357,-1
3.358,-1
3.359,-1
3.36,-1
3.361,-1
3.362,-1
3.363,-1
3.364,-1
3.365,-1
3.366,-1
3.367,-1
3.368,-1
3.369,-1
3.37,-1
3.371,-1
3.372,-1
3.373,-1
3.374,-1
3.375,-1
3.376,-1
3.377,-1
3.378,-1
3.379,-1
3.38,-1
3.381,-1
3.382,-1
3.383,-1
3.384,-1
3.385,-1
3.386,-1
3.387,-1
3.388,-1
3.389,-1
3.39,-1
3.391,-1
3.392,-1
3.393,-1
3.394,-1
3.395,-1
3.396,-1
3.397,-1
3.398,-1
3.399,-1
3.4,-1
3.401,-1
3.402,-1
3.403,-1
3.404,-1
3.405,-1
3.406,-1
3.407,-1
3.408,-1
3.409,-1
3.41,-1
3.411,-1
3.412,-1
3.413,-1
3.414,-1
3.415,-1
3.416,-1
3.417,-1
3.418,-1
3.419,-1
3.42,-1
3.421,-1
3.422,-1
3.423,-1
3.424,-1
3.425,-1
3.426,-1
3.427,-1
3.428,-1
3.429,-1
3.43,-1
3.431,-1
3.432,-1
3.433,-1
3.434,-1
3.435,-1
3.436,-1
3.437,-1
3.438,-1
3.439,-1
3.44,-1
3.441,-1
3.442,-1
3.443,-1
3.444,-1
3.445,-1
3.446,-1
3.447,-1
3.448,-1
3.449,-1
3.45,-1
3.451,-1
3.452,-1
3.453,-1
3.454,-1
3.455,-1
3.456,-1
3.457,-1
3.458,-1
3.459,-1
3.46,-1
3.461,-1
3.462,-1
3.463,-1
3.464,-1
3.465,-1
3.466,-1
3.467,-1
3.468,-1
3.469,-1
3.47,-1
3.471,-1
3.472,-1
3.473,-1
3.474,-1
3.475,-1
3.476,-1
3.477,-1
3.478,-1
3.479,-1
3.48,-1
3.481,-1
3.482,-1
3.483,-1
3.484,-1
3.485,-1
3.486,-1
3.487,-1
3.488,-1
3.489,-1
3.49,-1
3.491,-1
3.492,-1
3.493,-1
3.494,-1
3.495,-1
3.496,-1
3.497,-1
3.498,-1
3.499,-1
3.5,-1
3.501,-1
3.502,-1
3.503,-1
3.504,-1
3.505,-1
3.506,-1
3.507,-1
3.508,-1
3.509,-1
3.51,-1
3.511,-1
3.512,-1
3.513,-1
3.514,-1
3.515,-1
3.516,-1
3.517,-1
3.518,-1
3.519,-1
3.52,-1
3.521,-1
3.522,-1
3.523,-1
3.524,-1
3.525,-1
3.526,-1
3.527,-1
3.528,-1
3.529,-1
3.53,-1
3.531,-1
3.532,-1
3.533,-1
3.534,-1
3.535,-1
3.536,-1
3.537,-1
3.538,-1
3.539,-1
3.54,-1
3.541,-1
3.542,-1
3.543,-1
3.544,-1
3.545,-1
3.546,-1
3.547,-1
3.548,-1
3.549,-1
3.55,-1
3.551,-1
3.552,-1
3.553,-1
3.554,-1
3.555,-1
3.556,-1
3.557,-1
3.558,-1
3.559,-1
3.56,-1
3.561,-1
3.562,-1
3.563,-1
3.564,-1
3.565,-1
3.566,-1
3.567,-1
3.568,-1
3.569,-1
3.57,-1
3.571,-1
3.572,-1
3.573,-1
3.574,-1
3.575,-1
3.576,-1
3.577,-1
3.578,-1
3.579,-1
3.58,-1
3.581,-1
3.582,-1
3.583,-1
3.584,-1
3.585,-1
3.586,-1
3.587,-1
3.588,-1
3.589,-1
3.59,-1
3.591,-1
3.592,-1
3.593,-1
3.594,-1
3.595,-1
3.596,-1
3.597,-1
3.598,-1
3.599,-1
3.6,-1
3.601,-1
3.602,-1
3.603,-1
3.604,-1
3.605,-1
3.606,-1
3.607,-1
3.608,-1
3.609,-1
3.61,-1
3.611,-1
3.612,-1
3.613,-1
3.614,-1
3.615,-1
3.616,-1
3.617,-1
3.618,-1
3.619,-1
3.62,-1
3.621,-1
3.622,-1
3.623,-1
3.624,-1
3.625,-1
3.626,-1
3.627,-1
3.628,-1
3.629,-1
3.63,-1
3.631,-1
3.632,-1
3.633,-1
3.634,-1
3.635,-1
3.636,-1
3.637,-1
3.638,-1
3.639,-1
3.64,-1
3.641,-1
3.642,-1
3.643,-1
3.644,-1
3.645,-1
3.646,-1
3.647,-1
3.648,-1
3.649,-1
3.65,-1
3.651,-1
3.652,-1
3.653,-1
3.654,-1
3.655,-1
3.656,-1
3.657,-1
3.658,-1
3.659,-1
3.66,-1
3.661,-1
3.662,-1
3.663,-1
3.664,-1
3.665,-1
3.666,-1
3.667,-1
3.668,-1
3.669,-1
3.67,-1
3.671,-1
3.672,-1
3.673,-1
3.674,-1
3.675,-1
3.676,-1
3.677,-1
3.678,-1
3.679,-1
3.68,-1
3.681,-1
3.682,-1
3.683,-1
3.684,-1
3.685,-1
3.686,-1
3.687,-1
3.688,-1
3.689,-1
3.69,-1
3.691,-1
3.692,-1
3.693,-1
3.694,-1
3.695,-1
3.696,-1
3.697,-1
3.698,-1
3.699,-1
3.7,-1
3.701,-1
3.702,-1
3.703,-1
3.704,-1
3.705,-1
3.706,-1
3.707,-1
3.708,-1
3.709,-1
3.71,-1
3.711,-1
3.712,-1
3.713,-1
3.714,-1
3.715,-1
3.716,-1
3.717,-1
3.718,-1
3.719,-1
3.72,-1
3.721,-1
3.722,-1
3.723,-1
3.724,-1
3.725,-1
3.726,-1
3.727,-1
3.728,-1
3.729,-1
3.73,-1
3.731,-1
3.732,-1
3.733,-1
3.734,-1
3.735,-1
3.736,-1
3.737,-1
3.738,-1
3.739,-1
3.74,-1
3.741,-1
3.742,-1
3.743,-1
3.744,-1
3.745,-1
3.746,-1
3.747,-1
3.748,-1
3.749,-1
3.75,-1
3.751,-1
3.752,-1
3.753,-1
3.754,-1
3.755,-1
3.756,-1
3.757,-1
3.758,-1
3.759,-1
3.76,-1
3.761,-1
3.762,-1
3.763,-1
3.764,-1
3.765,-1
3.766,-1
3.767,-1
3.768,-1
3.769,-1
3.77,-1
3.771,-1
3.772,-1
3.773,-1
3.774,-1
3.775,-1
3.776,-1
3.777,-1
3.778,-1
3.779,-1
3.78,-1
3.781,-1
3.782,-1
3.783,-1
3.784,-1
3.785,-1
3.786,-1
3.787,-1
3.788,-1
3.789,-1
3.79,-1
3.791,-1
3.792,-1
3.793,-1
3.794,-1
3.795,-1
3.796,-1
3.797,-1
3.798,-1
3.799,-1
3.8,-1
3.801,-1
3.802,-1
3.803,-1
3.804,-1
3.805,-1
3.806,-1
3.807,-1
3.808,-1
3.809,-1
3.81,-1
3.811,-1
3.812,-1
3.813,-1
3.814,-1
3.815,-1
3.816,-1
3.817,-1
3.818,-1
3.819,-1
3.82,-1
3.821,-1
3.822,-1
3.823,-1
3.824,-1
3.825,-1
3.826,-1
3.827,-1
3.828,-1
3.829,-1
3.83,-1
3.831,-1
3.832,-1
3.833,-1
3.834,-1
3.835,-1
3.836,-1
3.837,-1
3.838,-1
3.839,-1
3.84,-1
3.841,-1
3.842,-1
3.843,-1
3.844,-1
3.845,-1
3.846,-1
3.847,-1
3.848,-1
3.849,-1
3.85,-1
3.851,-1
3.852,-1
3.853,-1
3.854,-1
3.855,-1
3.856,-1
3.857,-1
3.858,-1
3.859,-1
3.86,-1
3.861,-1
3.862,-1
3.863,-1
3.864,-1
3.865,-1
3.866,-1
3.867,-1
3.868,-1
3.869,-1
3.87,-1
3.871,-1
3.872,-1
3.873,-1
3.874,-1
3.875,-1
3.876,-1
3.877,-1
3.878,-1
3.879,-1
3.88,-1
3.881,-1
3.882,-1
3.883,-1
3.884,-1
3.885,-1
3.886,-1
3.887,-1
3.888,-1
3.889,-1
3.89,-1
3.891,-1
3.892,-1
3.893,-1
3.894,-1
3.895,-1
3.896,-1
3.897,-1
3.898,-1
3.899,-1
3.9,-1
3.901,-1
3.902,-1
3.903,-1
3.904,-1
3.905,-1
3.906,-1
3.907,-1
3.908,-1
3.909,-1
3.91,-1
3.911,-1
3.912,-1
3.913,-1
3.914,-1
3.915,-1
3.916,-1
3.917,-1
3.918,-1
3.919,-1
3.92,-1
3.921,-1
3.922,-1
3.923,-1
3.924,-1
3.925,-1
3.926,-1
3.927,-1
3.928,-1
3.929,-1
3.93,-1
3.931,-1
3.932,-1
3.933,-1
3.934,-1
3.935,-1
3.936,-1
3.937,-1
3.938,-1
3.939,-1
3.94,-1
3.941,-1
3.942,-1
3.943,-1
3.944,-1
3.945,-1
3.946,-1
3.947,-1
3.948,-1
3.949,-1
3.95,-1
3.951,-1
3.952,-1
3.953,-1
3.954,-1
3.955,-1
3.956,-1
3.957,-1
3.958,-1
3.959,-1
3.96,-1
3.961,-1
3.962,-1
3.963,-1
3.964,-1
3.965,-1
3.966,-1
3.967,-1
3.968,-1
3.969,-1
3.97,-1
3.971,-1
3.972,-1
3.973,-1
3.974,-1
3.975,-1
3.976,-1
3.977,-1
3.978,-1
3.979,-1
3.98,-1
3.981,-1
3.982,-1
3.983,-1
3.984,-1
3.985,-1
3.986,-1
3.987,-1
3.988,-1
3.989,-1
3.99,-1
3.991,-1
3.992,-1
3.993,-1
3.994,-1
3.995,-1
3.996,-1
