"time","level","valve"
0.803,0,0
0.8035,0,0
0.804,0,0
0.8045,0,0
0.805,0,0
0.8055,0,0
0.806,0,0
0.8065,0,0
0.8070000000000001,0,0
0.8075,0,0
0.8080000000000001,0,0
0.8085,0,0
0.8090000000000001,0,0
0.8095,0,0
0.8100000000000001,0,0
0.8105,0,0
0.8110000000000001,0,0
0.8115,0,0
0.8120000000000001,0,0
0.8125,0,0
0.8129999999999999,0,0
0.8135,0,0
0.8139999999999999,0,0
0.8145,0,0
0.8149999999999999,0,0
0.8155,0,0
0.8159999999999999,0,0
0.8165,0,0
0.8169999999999999,0,0
0.8175,0,0
0.8179999999999999,0,0
0.8185,0,0
0.819,0,0
0.8195,0,0
0.82,0,0
0.8205,0,0
0.821,0,0
0.8215,0,0
0.822,0,0
0.8225,0,0
0.823,0,0
0.8235,0,0
0.824,0,0
0.8245,0,0
0.825,0,0
0.8255,0,0
0.826,0,0
0.8265,0,0
0.827,0,0
0.8275,0,0
0.828,0,0
0.8285,0,0
0.829,0,0
0.8295,0,0
0.83,0,0
0.8305,0,0
0.831,0,0
0.8315,0,0
0.832,0,0
0.8325,0,0
0.833,0,0
0.8335,0,0
0.834,0,0
0.8345,0,0
0.835,0,0
0.8355,0,0
0.836,0,0
0.8365,0,0
0.837,0,0
0.8375,0,0
0.838,0,0
0.8385,0,0
0.839,0,0
0.8395,0,0
0.84,0,0
0.8405,0,0
0.841,0,0
0.8415,0,0
0.842,0,0
0.8425,0,0
0.843,0,0
0.8435,0,0
0.844,0,0
0.8445,0,0
0.845,0,0
0.8455,0,0
0.846,0,0
0.8465,0,0
0.847,0,0
0.8475,0,0
0.848,0,0
0.8485,0,0
0.849,0,0
0.8495,0,0
0.85,0,0
0.8505,0,0
0.851,0,0
0.8515,0,0
0.852,0,0
0.8525,0,0
0.853,0,0
0.8535,0,0
0.854,0,0
0.8545,0,0
0.855,0,0
0.8555,0,0
0.856,0,0
0.8565,0,0
0.857,0,0
0.8575,0,0
0.858,0,0
0.8585,0,0
0.859,0,0
0.8595,0,0
0.86,0,0
0.8605,0,0
0.861,0,0
0.8615,0,0
0.862,0,0
0.8625,0,0
0.863,0,0
0.8635,0,0
0.864,0,0
0.8645,0,0
0.865,0,0
0.8655,0,0
0.866,0,0
0.8665,0,0
0.867,0,0
0.8675,0,0
0.868,0,0
0.8685,0,0
0.869,0,0
0.8695000000000001,0,0
0.87,0,0
0.8705000000000001,0,0
0.871,0,0
0.8715000000000001,0,0
0.872,0,0
0.8725000000000001,0,0
0.873,0,0
0.8735000000000001,0,0
0.874,0,0
0.8745000000000001,0,0
0.875,0,0
0.8754999999999999,0,0
0.876,0,0
0.8764999999999999,0,0
0.877,0,0
0.8774999999999999,0,0
0.878,0,0
0.8784999999999999,0,0
0.879,0,0
0.8794999999999999,0,0
0.88,0,0
0.8804999999999999,0,0
0.881,0,0
0.8815,0,0
0.882,0,0
0.8825,0,0
0.883,0,0
0.8835,0,0
0.884,0,0
0.8845,0,0
0.885,0,0
0.8855,0,0
0.886,0,0
0.8865,0,0
0.887,0,0
0.8875,0,0
0.888,0,0
0.8885,0,0
0.889,0,0
0.8895,0,0
0.89,0,0
0.8905,0,0
0.891,0,0
0.8915,0,0
0.892,0,0
0.8925,0,0
0.893,0,0
0.8935,0,0
0.894,0,0
0.8945,0,0
0.895,0,0
0.8955,0,0
0.896,0,0
0.8965,0,0
0.897,0,0
0.8975,0,0
0.898,0,0
0.8985,0,0
0.899,0,0
0.8995,0,0
0.9,0,0
0.9005,0,0
0.901,0,0
0.9015,0,0
0.902,0,0
0.9025,0,0
0.903,0,0
0.9035,0,0
0.904,0,0
0.9045,0,0
0.905,0,0
0.9055,0,0
0.906,0,0
0.9065,0,0
0.907,0,0
0.9075,0,0
0.908,0,0
0.9085,0,0
0.909,0,0
0.9095,0,0
0.91,0,0
0.9105,0,0
0.911,0,0
0.9115,0,0
0.912,0,0
0.9125,0,0
0.913,0,0
0.9135,0,0
0.914,0,0
0.9145,0,0
0.915,0,0
0.9155,0,0
0.916,0,0
0.9165,0,0
0.917,0,0
0.9175,0,0
0.918,0,0
0.9185,0,0
0.919,0,0
0.9195,0,0
0.92,0,0
0.9205,0,0
0.921,0,0
0.9215,0,0
0.922,0,0
0.9225,0,0
0.923,0,0
0.9235,0,0
0.924,0,0
0.9245,0,0
0.925,0,0
0.9255,0,0
0.926,0,0
0.9265,0,0
0.927,0,0
0.9275,0,0
0.928,0,0
0.9285,0,0
0.929,0,0
0.9295,0,0
0.93,0,0
0.9305,0,0
0.931,0,0
0.9315,0,0
0.9320000000000001,0,0
0.9325,0,0
0.9330000000000001,0,0
0.9335,0,0
0.9340000000000001,0,0
0.9345,0,0
0.9350000000000001,0,0
0.9355,0,0
0.9360000000000001,0,0
0.9365,0,0
0.9370000000000001,0,0
0.9375,0,0
0.9379999999999999,0,0
0.9385,0,0
0.9389999999999999,0,0
0.9395,0,0
0.9399999999999999,0,0
0.9405,0,0
0.9409999999999999,0,0
0.9415,0,0
0.9419999999999999,0,0
0.9425,0,0
0.9429999999999999,0,0
0.9435,0,0
0.944,0,0
0.9445,0,0
0.945,0,0
0.9455,0,0
0.946,0,0
0.9465,0,0
0.947,0,0
0.9475,0,0
0.948,0,0
0.9485,0,0
0.949,0,0
0.9495,0,0
0.95,0,0
0.9505,0,0
0.951,0,0
0.9515,0,0
0.952,0,0
0.9525,0,0
0.953,0,0
0.9535,0,0
0.954,0,0
0.9545,0,0
0.955,0,0
0.9555,0,0
0.956,0,0
0.9565,0,0
0.957,0,0
0.9575,0,0
0.958,0,0
0.9585,0,0
0.959,0,0
0.9595,0,0
0.96,0,0
0.9605,0,0
0.961,0,0
0.9615,0,0
0.962,0,0
0.9625,0,0
0.963,0,0
0.9635,0,0
0.964,0,0
0.9645,0,0
0.965,0,0
0.9655,0,0
0.966,0,0
0.9665,0,0
0.967,0,0
0.9675,0,0
0.968,0,0
0.9685,0,0
0.969,0,0
0.9695,0,0
0.97,0,0
0.9705,0,0
0.971,0,0
0.9715,0,0
0.972,0,0
0.9725,0,0
0.973,0,0
0.9735,0,0
0.974,0,0
0.9745,0,0
0.975,0,0
0.9755,0,0
0.976,0,0
0.9765,0,0
0.977,0,0
0.9775,0,0
0.978,0,0
0.9785,0,0
0.979,0,0
0.9795,0,0
0.98,0,0
0.9805,0,0
0.981,0,0
0.9815,0,0
0.982,0,0
0.9825,0,0
0.983,0,0
0.9835,0,0
0.984,0,0
0.9845,0,0
0.985,0,0
0.9855,0,0
0.986,0,0
0.9865,0,0
0.987,0,0
0.9875,0,0
0.988,0,0
0.9885,0,0
0.989,0,0
0.9895,0,0
0.99,0,0
0.9905,0,0
0.991,0,0
0.9915,0,0
0.992,0,0
0.9925,0,0
0.993,0,0
0.9935,0,0
0.994,0,0
0.9945000000000001,0,0
0.995,0,0
0.9955000000000001,0,0
0.996,0,0
0.9965000000000001,0,0
0.997,0,0
0.9975000000000001,0,0
0.998,0,0
0.9985000000000001,0,0
0.999,0,0
0.9995000000000001,0,0
1,0,0
1,0,0
