Time,u1,y1,y2,
1.164,-1,1,3,
1.165,-1,1,3,
1.166,-1,1,3,
1.167,-1,1,3,
1.168,-1,1,3,
1.169,-1,1,3,
1.17,-1,1,3,
1.171,-1,1,3,
1.172,-1,1,3,
1.173,-1,1,3,
1.174,-1,1,3,
1.175,-1,1,3,
1.176,-1,1,3,
1.177,-1,1,3,
1.178,-1,1,3,
1.179,-1,1,3,
1.18,-1,1,3,
1.181,-1,1,3,
1.182,-1,1,3,
1.183,-1,1,3,
1.184,-1,1,3,
1.185,-1,1,3,
1.186,-1,1,3,
1.187,-1,1,3,
1.188,-1,1,3,
1.189,-1,1,3,
1.19,-1,1,3,
1.191,-1,1,3,
1.192,-1,1,3,
1.193,-1,1,3,
1.194,-1,1,3,
1.195,-1,1,3,
1.196,-1,1,3,
1.197,-1,1,3,
1.198,-1,1,3,
1.199,-1,1,3,
1.2,-1,1,3,
1.201,-1,1,3,
1.202,-1,1,3,
1.203,-1,1,3,
1.204,-1,1,3,
1.205,-1,1,3,
1.206,-1,1,3,
1.207,-1,1,3,
1.208,-1,1,3,
1.209,-1,1,3,
1.21,-1,1,3,
1.211,-1,1,3,
1.212,-1,1,3,
1.213,-1,1,3,
1.214,-1,1,3,
1.215,-1,1,3,
1.216,-1,1,3,
1.217,-1,1,3,
1.218,-1,1,3,
1.219,-1,1,3,
1.22,-1,1,3,
1.221,-1,1,3,
1.222,-1,1,3,
1.223,-1,1,3,
1.224,-1,1,3,
1.225,-1,1,3,
1.226,-1,1,3,
1.227,-1,1,3,
1.228,-1,1,3,
1.229,-1,1,3,
1.23,-1,1,3,
1.231,-1,1,3,
1.232,-1,1,3,
1.233,-1,1,3,
1.234,-1,1,3,
1.235,-1,1,3,
1.236,-1,1,3,
1.237,-1,1,3,
1.238,-1,1,3,
1.239,-1,1,3,
1.24,-1,1,3,
1.241,-1,1,3,
1.242,-1,1,3,
1.243,-1,1,3,
1.244,-1,1,3,
1.245,-1,1,3,
1.246,-1,1,3,
1.247,-1,1,3,
1.248,-1,1,3,
1.249,-1,1,3,
1.25,-1,1,3,
1.251,-1,1,3,
1.252,-1,1,3,
1.253,-1,1,3,
1.254,-1,1,3,
1.255,-1,1,3,
1.256,-1,1,3,
1.257,-1,1,3,
1.258,-1,1,3,
1.259,-1,1,3,
1.26,-1,1,3,
1.261,-1,1,3,
1.262,-1,1,3,
1.263,-1,1,3,
1.264,-1,1,3,
1.265,-1,1,3,
1.266,-1,1,3,
1.267,-1,1,3,
1.268,-1,1,3,
1.269,-1,1,3,
1.27,-1,1,3,
1.271,-1,1,3,
1.272,-1,1,3,
1.273,-1,1,3,
1.274,-1,1,3,
1.275,-1,1,3,
1.276,-1,1,3,
1.277,-1,1,3,
1.278,-1,1,3,
1.279,-1,1,3,
1.28,-1,1,3,
1.281,-1,1,3,
1.282,-1,1,3,
1.283,-1,1,3,
1.284,-1,1,3,
1.285,-1,1,3,
1.286,-1,1,3,
1.287,-1,1,3,
1.288,-1,1,3,
1.289,-1,1,3,
1.29,-1,1,3,
1.291,-1,1,3,
1.292,-1,1,3,
1.293,-1,1,3,
1.294,-1,1,3,
1.295,-1,1,3,
1.296,-1,1,3,
1.297,-1,1,3,
1.298,-1,1,3,
1.299,-1,1,3,
1.3,-1,1,3,
1.301,-1,1,3,
1.302,-1,1,3,
1.303,-1,1,3,
1.304,-1,1,3,
1.305,-1,1,3,
1.306,-1,1,3,
1.307,-1,1,3,
1.308,-1,1,3,
1.309,-1,1,3,
1.31,-1,1,3,
1.311,-1,1,3,
1.312,-1,1,3,
1.313,-1,1,3,
1.314,-1,1,3,
1.315,-1,1,3,
1.316,-1,1,3,
1.317,-1,1,3,
1.318,-1,1,3,
1.319,-1,1,3,
1.32,-1,1,3,
1.321,-1,1,3,
1.322,-1,1,3,
1.323,-1,1,3,
1.324,-1,1,3,
1.325,-1,1,3,
1.326,-1,1,3,
1.327,-1,1,3,
1.328,-1,1,3,
1.329,-1,1,3,
1.33,-1,1,3,
1.331,-1,1,3,
1.332,-1,1,3,
1.333,-1,1,3,
1.334,-1,1,3,
1.335,-1,1,3,
1.336,-1,1,3,
1.337,-1,1,3,
1.338,-1,1,3,
1.339,-1,1,3,
1.34,-1,1,3,
1.341,-1,1,3,
1.342,-1,1,3,
1.343,-1,1,3,
1.344,-1,1,3,
1.345,-1,1,3,
1.346,-1,1,3,
1.347,-1,1,3,
1.348,-1,1,3,
1.349,-1,1,3,
1.35,-1,1,3,
1.351,-1,1,3,
1.352,-1,1,3,
1.353,-1,1,3,
1.354,-1,1,3,
1.355,-1,1,3,
1.356,-1,1,3,
1.357,-1,1,3,
1.358,-1,1,3,
1.359,-1,1,3,
1.36,-1,1,3,
1.361,-1,1,3,
1.362,-1,1,3,
1.363,-1,1,3,
1.364,-1,1,3,
1.365,-1,1,3,
1.366,-1,1,3,
1.367,-1,1,3,
1.368,-1,1,3,
1.369,-1,1,3,
1.37,-1,1,3,
1.371,-1,1,3,
1.372,-1,1,3,
1.373,-1,1,3,
1.374,-1,1,3,
1.375,-1,1,3,
1.376,-1,1,3,
1.377,-1,1,3,
1.378,-1,1,3,
1.379,-1,1,3,
1.38,-1,1,3,
1.381,-1,1,3,
1.382,-1,1,3,
1.383,-1,1,3,
1.384,-1,1,3,
1.385,-1,1,3,
1.386,-1,1,3,
1.387,-1,1,3,
1.388,-1,1,3,
1.389,-1,1,3,
1.39,-1,1,3,
1.391,-1,1,3,
1.392,-1,1,3,
1.393,-1,1,3,
1.394,-1,1,3,
1.395,-1,1,3,
1.396,-1,1,3,
1.397,-1,1,3,
1.398,-1,1,3,
1.399,-1,1,3,
1.4,-1,1,3,
1.401,-1,1,3,
1.402,-1,1,3,
1.403,-1,1,3,
1.404,-1,1,3,
1.405,-1,1,3,
1.406,-1,1,3,
1.407,-1,1,3,
1.408,-1,1,3,
1.409,-1,1,3,
1.41,-1,1,3,
1.411,-1,1,3,
1.412,-1,1,3,
1.413,-1,1,3,
1.414,-1,1,3,
1.415,-1,1,3,
1.416,-1,1,3,
1.417,-1,1,3,
1.418,-1,1,3,
1.419,-1,1,3,
1.42,-1,1,3,
1.421,-1,1,3,
1.422,-1,1,3,
1.423,-1,1,3,
1.424,-1,1,3,
1.425,-1,1,3,
1.426,-1,1,3,
1.427,-1,1,3,
1.428,-1,1,3,
1.429,-1,1,3,
1.43,-1,1,3,
1.431,-1,1,3,
1.432,-1,1,3,
1.433,-1,1,3,
1.434,-1,1,3,
1.435,-1,1,3,
1.436,-1,1,3,
1.437,-1,1,3,
1.438,-1,1,3,
1.439,-1,1,3,
1.44,-1,1,3,
1.441,-1,1,3,
1.442,-1,1,3,
1.443,-1,1,3,
1.444,-1,1,3,
1.445,-1,1,3,
1.446,-1,1,3,
1.447,-1,1,3,
1.448,-1,1,3,
1.449,-1,1,3,
1.45,-1,1,3,
1.451,-1,1,3,
1.452,-1,1,3,
1.453,-1,1,3,
1.454,-1,1,3,
1.455,-1,1,3,
1.456,-1,1,3,
1.457,-1,1,3,
1.458,-1,1,3,
1.459,-1,1,3,
1.46,-1,1,3,
1.461,-1,1,3,
1.462,-1,1,3,
1.463,-1,1,3,
1.464,-1,1,3,
1.465,-1,1,3,
1.466,-1,1,3,
1.467,-1,1,3,
1.468,-1,1,3,
1.469,-1,1,3,
1.47,-1,1,3,
1.471,-1,1,3,
1.472,-1,1,3,
1.473,-1,1,3,
1.474,-1,1,3,
1.475,-1,1,3,
1.476,-1,1,3,
1.477,-1,1,3,
1.478,-1,1,3,
1.479,-1,1,3,
1.48,-1,1,3,
1.481,-1,1,3,
1.482,-1,1,3,
1.483,-1,1,3,
1.484,-1,1,3,
1.485,-1,1,3,
1.486,-1,1,3,
1.487,-1,1,3,
1.488,-1,1,3,
1.489,-1,1,3,
1.49,-1,1,3,
1.491,-1,1,3,
1.492,-1,1,3,
1.493,-1,1,3,
1.494,-1,1,3,
1.495,-1,1,3,
1.496,-1,1,3,
1.497,-1,1,3,
1.498,-1,1,3,
1.499,-1,1,3,
1.5,-1,0,3,
1.501,-1,0,3,
1.502,-1,0,3,
1.503,-1,0,3,
1.504,-1,0,3,
1.505,-1,0,3,
1.506,-1,0,3,
1.507,-1,0,3,
1.508,-1,0,3,
1.509,-1,0,3,
1.51,-1,0,3,
1.511,-1,0,3,
1.512,-1,0,3,
1.513,-1,0,3,
1.514,-1,0,3,
1.515,-1,0,3,
1.516,-1,0,3,
1.517,-1,0,3,
1.518,-1,0,3,
1.519,-1,0,3,
1.52,-1,0,3,
1.521,-1,0,3,
1.522,-1,0,3,
1.523,-1,0,3,
1.524,-1,0,3,
1.525,-1,0,3,
1.526,-1,0,3,
1.527,-1,0,3,
1.528,-1,0,3,
1.529,-1,0,3,
1.53,-1,0,3,
1.531,-1,0,3,
1.532,-1,0,3,
1.533,-1,0,3,
1.534,-1,0,3,
1.535,-1,0,3,
1.536,-1,0,3,
1.537,-1,0,3,
1.538,-1,0,3,
1.539,-1,0,3,
1.54,-1,0,3,
1.541,-1,0,3,
1.542,-1,0,3,
1.543,-1,0,3,
1.544,-1,0,3,
1.545,-1,0,3,
1.546,-1,0,3,
1.547,-1,0,3,
1.548,-1,0,3,
1.549,-1,0,3,
1.55,-1,0,3,
1.551,-1,0,3,
1.552,-1,0,3,
1.553,-1,0,3,
1.554,-1,0,3,
1.555,-1,0,3,
1.556,-1,0,3,
1.557,-1,0,3,
1.558,-1,0,3,
1.559,-1,0,3,
1.56,-1,0,3,
1.561,-1,0,3,
1.562,-1,0,3,
1.563,-1,0,3,
1.564,-1,0,3,
1.565,-1,0,3,
1.566,-1,0,3,
1.567,-1,0,3,
1.568,-1,0,3,
1.569,-1,0,3,
1.57,-1,0,3,
1.571,-1,0,3,
1.572,-1,0,3,
1.573,-1,0,3,
1.574,-1,0,3,
1.575,-1,0,3,
1.576,-1,0,3,
1.577,-1,0,3,
1.578,-1,0,3,
1.579,-1,0,3,
1.58,-1,0,3,
1.581,-1,0,3,
1.582,-1,0,3,
1.583,-1,0,3,
1.584,-1,0,3,
1.585,-1,0,3,
1.586,-1,0,3,
1.587,-1,0,3,
1.588,-1,0,3,
1.589,-1,0,3,
1.59,-1,0,3,
1.591,-1,0,3,
1.592,-1,0,3,
1.593,-1,0,3,
1.594,-1,0,3,
1.595,-1,0,3,
1.596,-1,0,3,
1.597,-1,0,3,
1.598,-1,0,3,
1.599,-1,0,3,
1.6,-1,0,0,
1.601,-1,0,0,
1.602,-1,0,0,
1.603,-1,0,0,
1.604,-1,0,0,
1.605,-1,0,0,
1.606,-1,0,0,
1.607,-1,0,0,
1.608,-1,0,0,
1.609,-1,0,0,
1.61,-1,0,0,
1.611,-1,0,0,
1.612,-1,0,0,
1.613,-1,0,0,
1.614,-1,0,0,
1.615,-1,0,0,
1.616,-1,0,0,
1.617,-1,0,0,
1.618,-1,0,0,
1.619,-1,0,0,
1.62,-1,0,0,
1.621,-1,0,0,
1.622,-1,0,0,
1.623,-1,0,0,
1.624,-1,0,0,
1.625,-1,0,0,
1.626,-1,0,0,
1.627,-1,0,0,
1.628,-1,0,0,
1.629,-1,0,0,
1.63,-1,0,0,
1.631,-1,0,0,
1.632,-1,0,0,
1.633,-1,0,0,
1.634,-1,0,0,
1.635,-1,0,0,
1.636,-1,0,0,
1.637,-1,0,0,
1.638,-1,0,0,
1.639,-1,0,0,
1.64,-1,0,0,
1.641,-1,0,0,
1.642,-1,0,0,
1.643,-1,0,0,
1.644,-1,0,0,
1.645,-1,0,0,
1.646,-1,0,0,
1.647,-1,0,0,
1.648,-1,0,0,
1.649,-1,0,0,
1.65,-1,0,0,
1.651,-1,0,0,
1.652,-1,0,0,
1.653,-1,0,0,
1.654,-1,0,0,
1.655,-1,0,0,
1.656,-1,0,0,
1.657,-1,0,0,
1.658,-1,0,0,
1.659,-1,0,0,
1.66,-1,0,0,
1.661,-1,0,0,
1.662,-1,0,0,
1.663,-1,0,0,
1.664,-1,0,0,
1.665,-1,0,0,
1.666,-1,0,0,
1.667,-1,0,0,
1.668,-1,0,0,
1.669,-1,0,0,
1.67,-1,0,0,
1.671,-1,0,0,
1.672,-1,0,0,
1.673,-1,0,0,
1.674,-1,0,0,
1.675,-1,0,0,
1.676,-1,0,0,
1.677,-1,0,0,
1.678,-1,0,0,
1.679,-1,0,0,
1.68,-1,0,0,
1.681,-1,0,0,
1.682,-1,0,0,
1.683,-1,0,0,
1.684,-1,0,0,
1.685,-1,0,0,
1.686,-1,0,0,
1.687,-1,0,0,
1.688,-1,0,0,
1.689,-1,0,0,
1.69,-1,0,0,
1.691,-1,0,0,
1.692,-1,0,0,
1.693,-1,0,0,
1.694,-1,0,0,
1.695,-1,0,0,
1.696,-1,0,0,
1.697,-1,0,0,
1.698,-1,0,0,
1.699,-1,0,0,
1.7,-1,0,0,
1.701,-1,0,0,
1.702,-1,0,0,
1.703,-1,0,0,
1.704,-1,0,0,
1.705,-1,0,0,
1.706,-1,0,0,
1.707,-1,0,0,
1.708,-1,0,0,
1.709,-1,0,0,
1.71,-1,0,0,
1.711,-1,0,0,
1.712,-1,0,0,
1.713,-1,0,0,
1.714,-1,0,0,
1.715,-1,0,0,
1.716,-1,0,0,
1.717,-1,0,0,
1.718,-1,0,0,
1.719,-1,0,0,
1.72,-1,0,0,
1.721,-1,0,0,
1.722,-1,0,0,
1.723,-1,0,0,
1.724,-1,0,0,
1.725,-1,0,0,
1.726,-1,0,0,
1.727,-1,0,0,
1.728,-1,0,0,
1.729,-1,0,0,
1.73,-1,0,0,
1.731,-1,0,0,
1.732,-1,0,0,
1.733,-1,0,0,
1.734,-1,0,0,
1.735,-1,0,0,
1.736,-1,0,0,
1.737,-1,0,0,
1.738,-1,0,0,
1.739,-1,0,0,
1.74,-1,0,0,
1.741,-1,0,0,
1.742,-1,0,0,
1.743,-1,0,0,
1.744,-1,0,0,
1.745,-1,0,0,
1.746,-1,0,0,
1.747,-1,0,0,
1.748,-1,0,0,
1.749,-1,0,0,
1.75,-1,0,0,
1.751,-1,0,0,
1.752,-1,0,0,
1.753,-1,0,0,
1.754,-1,0,0,
1.755,-1,0,0,
1.756,-1,0,0,
1.757,-1,0,0,
1.758,-1,0,0,
1.759,-1,0,0,
1.76,-1,0,0,
1.761,-1,0,0,
1.762,-1,0,0,
1.763,-1,0,0,
1.764,-1,0,0,
1.765,-1,0,0,
1.766,-1,0,0,
1.767,-1,0,0,
1.768,-1,0,0,
1.769,-1,0,0,
1.77,-1,0,0,
1.771,-1,0,0,
1.772,-1,0,0,
1.773,-1,0,0,
1.774,-1,0,0,
1.775,-1,0,0,
1.776,-1,0,0,
1.777,-1,0,0,
1.778,-1,0,0,
1.779,-1,0,0,
1.78,-1,0,0,
1.781,-1,0,0,
1.782,-1,0,0,
1.783,-1,0,0,
1.784,-1,0,0,
1.785,-1,0,0,
1.786,-1,0,0,
1.787,-1,0,0,
1.788,-1,0,0,
1.789,-1,0,0,
1.79,-1,0,0,
1.791,-1,0,0,
1.792,-1,0,0,
1.793,-1,0,0,
1.794,-1,0,0,
1.795,-1,0,0,
1.796,-1,0,0,
1.797,-1,0,0,
1.798,-1,0,0,
1.799,-1,0,0,
1.8,-1,0,0,
1.801,-1,0,0,
1.802,-1,0,0,
1.803,-1,0,0,
1.804,-1,0,0,
1.805,-1,0,0,
1.806,-1,0,0,
1.807,-1,0,0,
1.808,-1,0,0,
1.809,-1,0,0,
1.81,-1,0,0,
1.811,-1,0,0,
1.812,-1,0,0,
1.813,-1,0,0,
1.814,-1,0,0,
1.815,-1,0,0,
1.816,-1,0,0,
1.817,-1,0,0,
1.818,-1,0,0,
1.819,-1,0,0,
1.82,-1,0,0,
1.821,-1,0,0,
1.822,-1,0,0,
1.823,-1,0,0,
1.824,-1,0,0,
1.825,-1,0,0,
1.826,-1,0,0,
1.827,-1,0,0,
1.828,-1,0,0,
1.829,-1,0,0,
1.83,-1,0,0,
1.831,-1,0,0,
1.832,-1,0,0,
1.833,-1,0,0,
1.834,-1,0,0,
1.835,-1,0,0,
1.836,-1,0,0,
1.837,-1,0,0,
1.838,-1,0,0,
1.839,-1,0,0,
1.84,-1,0,0,
1.841,-1,0,0,
1.842,-1,0,0,
1.843,-1,0,0,
1.844,-1,0,0,
1.845,-1,0,0,
1.846,-1,0,0,
1.847,-1,0,0,
1.848,-1,0,0,
1.849,-1,0,0,
1.85,-1,0,0,
1.851,-1,0,0,
1.852,-1,0,0,
1.853,-1,0,0,
1.854,-1,0,0,
1.855,-1,0,0,
1.856,-1,0,0,
1.857,-1,0,0,
1.858,-1,0,0,
1.859,-1,0,0,
1.86,-1,0,0,
1.861,-1,0,0,
1.862,-1,0,0,
1.863,-1,0,0,
1.864,-1,0,0,
1.865,-1,0,0,
1.866,-1,0,0,
1.867,-1,0,0,
1.868,-1,0,0,
1.869,-1,0,0,
1.87,-1,0,0,
1.871,-1,0,0,
1.872,-1,0,0,
1.873,-1,0,0,
1.874,-1,0,0,
1.875,-1,0,0,
1.876,-1,0,0,
1.877,-1,0,0,
1.878,-1,0,0,
1.879,-1,0,0,
1.88,-1,0,0,
1.881,-1,0,0,
1.882,-1,0,0,
1.883,-1,0,0,
1.884,-1,0,0,
1.885,-1,0,0,
1.886,-1,0,0,
1.887,-1,0,0,
1.888,-1,0,0,
1.889,-1,0,0,
1.89,-1,0,0,
1.891,-1,0,0,
1.892,-1,0,0,
1.893,-1,0,0,
1.894,-1,0,0,
1.895,-1,0,0,
1.896,-1,0,0,
1.897,-1,0,0,
1.898,-1,0,0,
1.899,-1,0,0,
1.9,-1,0,0,
1.901,-1,0,0,
1.902,-1,0,0,
1.903,-1,0,0,
1.904,-1,0,0,
1.905,-1,0,0,
1.906,-1,0,0,
1.907,-1,0,0,
1.908,-1,0,0,
1.909,-1,0,0,
1.91,-1,0,0,
1.911,-1,0,0,
1.912,-1,0,0,
1.913,-1,0,0,
1.914,-1,0,0,
1.915,-1,0,0,
1.916,-1,0,0,
1.917,-1,0,0,
1.918,-1,0,0,
1.919,-1,0,0,
1.92,-1,0,0,
1.921,-1,0,0,
1.922,-1,0,0,
1.923,-1,0,0,
1.924,-1,0,0,
1.925,-1,0,0,
1.926,-1,0,0,
1.927,-1,0,0,
1.928,-1,0,0,
1.929,-1,0,0,
1.93,-1,0,0,
1.931,-1,0,0,
1.932,-1,0,0,
1.933,-1,0,0,
1.934,-1,0,0,
1.935,-1,0,0,
1.936,-1,0,0,
1.937,-1,0,0,
1.938,-1,0,0,
1.939,-1,0,0,
1.94,-1,0,0,
1.941,-1,0,0,
1.942,-1,0,0,
1.943,-1,0,0,
1.944,-1,0,0,
1.945,-1,0,0,
1.946,-1,0,0,
1.947,-1,0,0,
1.948,-1,0,0,
1.949,-1,0,0,
1.95,-1,0,0,
1.951,-1,0,0,
1.952,-1,0,0,
1.953,-1,0,0,
1.954,-1,0,0,
1.955,-1,0,0,
1.956,-1,0,0,
1.957,-1,0,0,
1.958,-1,0,0,
1.959,-1,0,0,
1.96,-1,0,0,
1.961,-1,0,0,
1.962,-1,0,0,
1.963,-1,0,0,
1.964,-1,0,0,
1.965,-1,0,0,
1.966,-1,0,0,
1.967,-1,0,0,
1.968,-1,0,0,
1.969,-1,0,0,
1.97,-1,0,0,
1.971,-1,0,0,
1.972,-1,0,0,
1.973,-1,0,0,
1.974,-1,0,0,
1.975,-1,0,0,
1.976,-1,0,0,
1.977,-1,0,0,
1.978,-1,0,0,
1.979,-1,0,0,
1.98,-1,0,0,
1.981,-1,0,0,
1.982,-1,0,0,
1.983,-1,0,0,
1.984,-1,0,0,
1.985,-1,0,0,
1.986,-1,0,0,
1.987,-1,0,0,
1.988,-1,0,0,
1.989,-1,0,0,
1.99,-1,0,0,
1.991,-1,0,0,
1.992,-1,0,0,
1.993,-1,0,0,
1.994,-1,0,0,
1.995,-1,0,0,
1.996,-1,0,0,
1.997,-1,0,0,
1.998,-1,0,0,
1.999,-1,0,0,
2,-1,1,0,
2.001,-1,1,0,
2.002,-1,1,0,
2.003,-1,1,0,
2.004,-1,1,0,
2.005,-1,1,0,
2.006,-1,1,0,
2.007,-1,1,0,
2.008,-1,1,0,
2.009,-1,1,0,
2.01,-1,1,0,
2.011,-1,1,0,
2.012,-1,1,0,
2.013,-1,1,0,
2.014,-1,1,0,
2.015,-1,1,0,
2.016,-1,1,0,
2.017,-1,1,0,
2.018,-1,1,0,
2.019,-1,1,0,
2.02,-1,1,0,
2.021,-1,1,0,
2.022,-1,1,0,
2.023,-1,1,0,
2.024,-1,1,0,
2.025,-1,1,0,
2.026,-1,1,0,
2.027,-1,1,0,
2.028,-1,1,0,
2.029,-1,1,0,
2.03,-1,1,0,
2.031,-1,1,0,
2.032,-1,1,0,
2.033,-1,1,0,
2.034,-1,1,0,
2.035,-1,1,0,
2.036,-1,1,0,
2.037,-1,1,0,
2.038,-1,1,0,
2.039,-1,1,0,
2.04,-1,1,0,
2.041,-1,1,0,
2.042,-1,1,0,
2.043,-1,1,0,
2.044,-1,1,0,
2.045,-1,1,0,
2.046,-1,1,0,
2.047,-1,1,0,
2.048,-1,1,0,
2.049,-1,1,0,
2.05,-1,1,0,
2.051,-1,1,0,
2.052,-1,1,0,
2.053,-1,1,0,
2.054,-1,1,0,
2.055,-1,1,0,
2.056,-1,1,0,
2.057,-1,1,0,
2.058,-1,1,0,
2.059,-1,1,0,
2.06,-1,1,0,
2.061,-1,1,0,
2.062,-1,1,0,
2.063,-1,1,0,
2.064,-1,1,0,
2.065,-1,1,0,
2.066,-1,1,0,
2.067,-1,1,0,
2.068,-1,1,0,
2.069,-1,1,0,
2.07,-1,1,0,
2.071,-1,1,0,
2.072,-1,1,0,
2.073,-1,1,0,
2.074,-1,1,0,
2.075,-1,1,0,
2.076,-1,1,0,
2.077,-1,1,0,
2.078,-1,1,0,
2.079,-1,1,0,
2.08,-1,1,0,
2.081,-1,1,0,
2.082,-1,1,0,
2.083,-1,1,0,
2.084,-1,1,0,
2.085,-1,1,0,
2.086,-1,1,0,
2.087,-1,1,0,
2.088,-1,1,0,
2.089,-1,1,0,
2.09,-1,1,0,
2.091,-1,1,0,
2.092,-1,1,0,
2.093,-1,1,0,
2.094,-1,1,0,
2.095,-1,1,0,
2.096,-1,1,0,
2.097,-1,1,0,
2.098,-1,1,0,
2.099,-1,1,0,
2.1,-1,1,3,
2.101,-1,1,3,
2.102,-1,1,3,
2.103,-1,1,3,
2.104,-1,1,3,
2.105,-1,1,3,
2.106,-1,1,3,
2.107,-1,1,3,
2.108,-1,1,3,
2.109,-1,1,3,
2.11,-1,1,3,
2.111,-1,1,3,
2.112,-1,1,3,
2.113,-1,1,3,
2.114,-1,1,3,
2.115,-1,1,3,
2.116,-1,1,3,
2.117,-1,1,3,
2.118,-1,1,3,
2.119,-1,1,3,
2.12,-1,1,3,
2.121,-1,1,3,
2.122,-1,1,3,
2.123,-1,1,3,
2.124,-1,1,3,
2.125,-1,1,3,
2.126,-1,1,3,
2.127,-1,1,3,
2.128,-1,1,3,
2.129,-1,1,3,
2.13,-1,1,3,
2.131,-1,1,3,
2.132,-1,1,3,
2.133,-1,1,3,
2.134,-1,1,3,
2.135,-1,1,3,
2.136,-1,1,3,
2.137,-1,1,3,
2.138,-1,1,3,
2.139,-1,1,3,
2.14,-1,1,3,
2.141,-1,1,3,
2.142,-1,1,3,
2.143,-1,1,3,
2.144,-1,1,3,
2.145,-1,1,3,
2.146,-1,1,3,
2.147,-1,1,3,
2.148,-1,1,3,
2.149,-1,1,3,
2.15,-1,1,3,
2.151,-1,1,3,
2.152,-1,1,3,
2.153,-1,1,3,
2.154,-1,1,3,
2.155,-1,1,3,
2.156,-1,1,3,
2.157,-1,1,3,
2.158,-1,1,3,
2.159,-1,1,3,
2.16,-1,1,3,
2.161,-1,1,3,
2.162,-1,1,3,
2.163,-1,1,3,
2.164,-1,1,3,
2.165,-1,1,3,
2.166,-1,1,3,
2.167,-1,1,3,
2.168,-1,1,3,
2.169,-1,1,3,
2.17,-1,1,3,
2.171,-1,1,3,
2.172,-1,1,3,
2.173,-1,1,3,
2.174,-1,1,3,
2.175,-1,1,3,
2.176,-1,1,3,
2.177,-1,1,3,
2.178,-1,1,3,
2.179,-1,1,3,
2.18,-1,1,3,
2.181,-1,1,3,
2.182,-1,1,3,
2.183,-1,1,3,
2.184,-1,1,3,
2.185,-1,1,3,
2.186,-1,1,3,
2.187,-1,1,3,
2.188,-1,1,3,
2.189,-1,1,3,
2.19,-1,1,3,
2.191,-1,1,3,
2.192,-1,1,3,
2.193,-1,1,3,
2.194,-1,1,3,
2.195,-1,1,3,
2.196,-1,1,3,
2.197,-1,1,3,
2.198,-1,1,3,
2.199,-1,1,3,
2.2,-1,1,3,
2.201,-1,1,3,
2.202,-1,1,3,
2.203,-1,1,3,
2.204,-1,1,3,
2.205,-1,1,3,
2.206,-1,1,3,
2.207,-1,1,3,
2.208,-1,1,3,
2.209,-1,1,3,
2.21,-1,1,3,
2.211,-1,1,3,
2.212,-1,1,3,
2.213,-1,1,3,
2.214,-1,1,3,
2.215,-1,1,3,
2.216,-1,1,3,
2.217,-1,1,3,
2.218,-1,1,3,
2.219,-1,1,3,
2.22,-1,1,3,
2.221,-1,1,3,
2.222,-1,1,3,
2.223,-1,1,3,
2.224,-1,1,3,
2.225,-1,1,3,
2.226,-1,1,3,
2.227,-1,1,3,
2.228,-1,1,3,
2.229,-1,1,3,
2.23,-1,1,3,
2.231,-1,1,3,
2.232,-1,1,3,
2.233,-1,1,3,
2.234,-1,1,3,
2.235,-1,1,3,
2.236,-1,1,3,
2.237,-1,1,3,
2.238,-1,1,3,
2.239,-1,1,3,
2.24,-1,1,3,
2.241,-1,1,3,
2.242,-1,1,3,
2.243,-1,1,3,
2.244,-1,1,3,
2.245,-1,1,3,
2.246,-1,1,3,
2.247,-1,1,3,
2.248,-1,1,3,
2.249,-1,1,3,
2.25,-1,1,3,
2.251,-1,1,3,
2.252,-1,1,3,
2.253,-1,1,3,
2.254,-1,1,3,
2.255,-1,1,3,
2.256,-1,1,3,
2.257,-1,1,3,
2.258,-1,1,3,
2.259,-1,1,3,
2.26,-1,1,3,
2.261,-1,1,3,
2.262,-1,1,3,
2.263,-1,1,3,
2.264,-1,1,3,
2.265,-1,1,3,
2.266,-1,1,3,
2.267,-1,1,3,
2.268,-1,1,3,
2.269,-1,1,3,
2.27,-1,1,3,
2.271,-1,1,3,
2.272,-1,1,3,
2.273,-1,1,3,
2.274,-1,1,3,
2.275,-1,1,3,
2.276,-1,1,3,
2.277,-1,1,3,
2.278,-1,1,3,
2.279,-1,1,3,
2.28,-1,1,3,
2.281,-1,1,3,
2.282,-1,1,3,
2.283,-1,1,3,
2.284,-1,1,3,
2.285,-1,1,3,
2.286,-1,1,3,
2.287,-1,1,3,
2.288,-1,1,3,
2.289,-1,1,3,
2.29,-1,1,3,
2.291,-1,1,3,
2.292,-1,1,3,
2.293,-1,1,3,
2.294,-1,1,3,
2.295,-1,1,3,
2.296,-1,1,3,
2.297,-1,1,3,
2.298,-1,1,3,
2.299,-1,1,3,
2.3,-1,1,3,
2.301,-1,1,3,
2.302,-1,1,3,
2.303,-1,1,3,
2.304,-1,1,3,
2.305,-1,1,3,
2.306,-1,1,3,
2.307,-1,1,3,
2.308,-1,1,3,
2.309,-1,1,3,
2.31,-1,1,3,
2.311,-1,1,3,
2.312,-1,1,3,
2.313,-1,1,3,
2.314,-1,1,3,
2.315,-1,1,3,
2.316,-1,1,3,
2.317,-1,1,3,
2.318,-1,1,3,
2.319,-1,1,3,
2.32,-1,1,3,
2.321,-1,1,3,
2.322,-1,1,3,
2.323,-1,1,3,
2.324,-1,1,3,
2.325,-1,1,3,
2.326,-1,1,3,
2.327,-1,1,3,
2.328,-1,1,3,
