"time","x","der_x_","k"
0.412,0.662973,-0.662973,1
0.412,0.662311,-0.662311,1
0.413,0.662311,-0.662311,1
0.413,0.661649,-0.661649,1
0.414,0.661649,-0.661649,1
0.414,0.660987,-0.660987,1
0.415,0.660987,-0.660987,1
0.415,0.660327,-0.660327,1
0.416,0.660327,-0.660327,1
0.416,0.659667,-0.659667,1
0.417,0.659667,-0.659667,1
0.417,0.659007,-0.659007,1
0.418,0.659007,-0.659007,1
0.418,0.658348,-0.658348,1
0.419,0.658348,-0.658348,1
0.419,0.65769,-0.65769,1
0.42,0.65769,-0.65769,1
0.42,0.657033,-0.657033,1
0.421,0.657033,-0.657033,1
0.421,0.656376,-0.656376,1
0.422,0.656376,-0.656376,1
0.422,0.65572,-0.65572,1
0.423,0.65572,-0.65572,1
0.423,0.655065,-0.655065,1
0.424,0.655065,-0.655065,1
0.424,0.65441,-0.65441,1
0.425,0.65441,-0.65441,1
0.425,0.653756,-0.653756,1
0.426,0.653756,-0.653756,1
0.426,0.653102,-0.653102,1
0.427,0.653102,-0.653102,1
0.427,0.65245,-0.65245,1
0.428,0.65245,-0.65245,1
0.428,0.651797,-0.651797,1
0.429,0.651797,-0.651797,1
0.429,0.651146,-0.651146,1
0.43,0.651146,-0.651146,1
0.43,0.650495,-0.650495,1
0.431,0.650495,-0.650495,1
0.431,0.649845,-0.649845,1
0.432,0.649845,-0.649845,1
0.432,0.649195,-0.649195,1
0.433,0.649195,-0.649195,1
0.433,0.648546,-0.648546,1
0.434,0.648546,-0.648546,1
0.434,0.647898,-0.647898,1
0.435,0.647898,-0.647898,1
0.435,0.647251,-0.647251,1
0.436,0.647251,-0.647251,1
0.436,0.646604,-0.646604,1
0.437,0.646604,-0.646604,1
0.437,0.645957,-0.645957,1
0.438,0.645957,-0.645957,1
0.438,0.645312,-0.645312,1
0.439,0.645312,-0.645312,1
0.439,0.644667,-0.644667,1
0.44,0.644667,-0.644667,1
0.44,0.644022,-0.644022,1
0.441,0.644022,-0.644022,1
0.441,0.643378,-0.643378,1
0.442,0.643378,-0.643378,1
0.442,0.642735,-0.642735,1
0.443,0.642735,-0.642735,1
0.443,0.642093,-0.642093,1
0.444,0.642093,-0.642093,1
0.444,0.641451,-0.641451,1
0.445,0.641451,-0.641451,1
0.445,0.64081,-0.64081,1
0.446,0.64081,-0.64081,1
0.446,0.64017,-0.64017,1
0.447,0.64017,-0.64017,1
0.447,0.63953,-0.63953,1
0.448,0.63953,-0.63953,1
0.448,0.63889,-0.63889,1
0.449,0.63889,-0.63889,1
0.449,0.638252,-0.638252,1
0.45,0.638252,-0.638252,1
0.45,0.637614,-0.637614,1
0.451,0.637614,-0.637614,1
0.451,0.636976,-0.636976,1
0.452,0.636976,-0.636976,1
0.452,0.63634,-0.63634,1
0.453,0.63634,-0.63634,1
0.453,0.635704,-0.635704,1
0.454,0.635704,-0.635704,1
0.454,0.635068,-0.635068,1
0.455,0.635068,-0.635068,1
0.455,0.634434,-0.634434,1
0.456,0.634434,-0.634434,1
0.456,0.633799,-0.633799,1
0.457,0.633799,-0.633799,1
0.457,0.633166,-0.633166,1
0.458,0.633166,-0.633166,1
0.458,0.632533,-0.632533,1
0.459,0.632533,-0.632533,1
0.459,0.631901,-0.631901,1
0.46,0.631901,-0.631901,1
0.46,0.631269,-0.631269,1
0.461,0.631269,-0.631269,1
0.461,0.630638,-0.630638,1
0.462,0.630638,-0.630638,1
0.462,0.630008,-0.630008,1
0.463,0.630008,-0.630008,1
0.463,0.629378,-0.629378,1
0.464,0.629378,-0.629378,1
0.464,0.628749,-0.628749,1
0.465,0.628749,-0.628749,1
0.465,0.62812,-0.62812,1
0.466,0.62812,-0.62812,1
0.466,0.627493,-0.627493,1
0.467,0.627493,-0.627493,1
0.467,0.626865,-0.626865,1
0.468,0.626865,-0.626865,1
0.468,0.626239,-0.626239,1
0.469,0.626239,-0.626239,1
0.469,0.625613,-0.625613,1
0.47,0.625613,-0.625613,1
0.47,0.624988,-0.624988,1
0.471,0.624988,-0.624988,1
0.471,0.624363,-0.624363,1
0.472,0.624363,-0.624363,1
0.472,0.623739,-0.623739,1
0.473,0.623739,-0.623739,1
0.473,0.623115,-0.623115,1
0.474,0.623115,-0.623115,1
0.474,0.622492,-0.622492,1
0.475,0.622492,-0.622492,1
0.475,0.62187,-0.62187,1
0.476,0.62187,-0.62187,1
0.476,0.621249,-0.621249,1
0.477,0.621249,-0.621249,1
0.477,0.620628,-0.620628,1
0.478,0.620628,-0.620628,1
0.478,0.620007,-0.620007,1
0.479,0.620007,-0.620007,1
0.479,0.619388,-0.619388,1
0.48,0.619388,-0.619388,1
0.48,0.618769,-0.618769,1
0.481,0.618769,-0.618769,1
0.481,0.61815,-0.61815,1
0.482,0.61815,-0.61815,1
0.482,0.617532,-0.617532,1
0.483,0.617532,-0.617532,1
0.483,0.616915,-0.616915,1
0.484,0.616915,-0.616915,1
0.484,0.616298,-0.616298,1
0.485,0.616298,-0.616298,1
0.485,0.615682,-0.615682,1
0.486,0.615682,-0.615682,1
0.486,0.615067,-0.615067,1
0.487,0.615067,-0.615067,1
0.487,0.614452,-0.614452,1
0.488,0.614452,-0.614452,1
0.488,0.613838,-0.613838,1
0.489,0.613838,-0.613838,1
0.489,0.613224,-0.613224,1
0.49,0.613224,-0.613224,1
0.49,0.612611,-0.612611,1
0.491,0.612611,-0.612611,1
0.491,0.611999,-0.611999,1
0.492,0.611999,-0.611999,1
0.492,0.611387,-0.611387,1
0.493,0.611387,-0.611387,1
0.493,0.610776,-0.610776,1
0.494,0.610776,-0.610776,1
0.494,0.610166,-0.610166,1
0.495,0.610166,-0.610166,1
0.495,0.609556,-0.609556,1
0.496,0.609556,-0.609556,1
0.496,0.608947,-0.608947,1
0.497,0.608947,-0.608947,1
0.497,0.608338,-0.608338,1
0.498,0.608338,-0.608338,1
0.498,0.60773,-0.60773,1
0.499,0.60773,-0.60773,1
0.499,0.607122,-0.607122,1
0.5,0.607122,-0.607122,1
0.5,0.606515,-0.606515,1
0.501,0.606515,-0.606515,1
0.501,0.605909,-0.605909,1
0.502,0.605909,-0.605909,1
0.502,0.605304,-0.605304,1
0.503,0.605304,-0.605304,1
0.503,0.604699,-0.604699,1
0.504,0.604699,-0.604699,1
0.504,0.604094,-0.604094,1
0.505,0.604094,-0.604094,1
0.505,0.60349,-0.60349,1
0.506,0.60349,-0.60349,1
0.506,0.602887,-0.602887,1
0.507,0.602887,-0.602887,1
0.507,0.602284,-0.602284,1
0.508,0.602284,-0.602284,1
0.508,0.601682,-0.601682,1
0.509,0.601682,-0.601682,1
0.509,0.601081,-0.601081,1
0.51,0.601081,-0.601081,1
0.51,0.60048,-0.60048,1
0.511,0.60048,-0.60048,1
0.511,0.59988,-0.59988,1
0.512,0.59988,-0.59988,1
0.512,0.59928,-0.59928,1
0.513,0.59928,-0.59928,1
0.513,0.598681,-0.598681,1
0.514,0.598681,-0.598681,1
0.514,0.598083,-0.598083,1
0.515,0.598083,-0.598083,1
0.515,0.597485,-0.597485,1
0.516,0.597485,-0.597485,1
0.516,0.596888,-0.596888,1
0.517,0.596888,-0.596888,1
0.517,0.596291,-0.596291,1
0.518,0.596291,-0.596291,1
0.518,0.595695,-0.595695,1
0.519,0.595695,-0.595695,1
0.519,0.5951,-0.5951,1
0.52,0.5951,-0.5951,1
0.52,0.594505,-0.594505,1
0.521,0.594505,-0.594505,1
0.521,0.593911,-0.593911,1
0.522,0.593911,-0.593911,1
0.522,0.593317,-0.593317,1
0.523,0.593317,-0.593317,1
0.523,0.592724,-0.592724,1
0.524,0.592724,-0.592724,1
0.524,0.592132,-0.592132,1
0.525,0.592132,-0.592132,1
0.525,0.59154,-0.59154,1
0.526,0.59154,-0.59154,1
0.526,0.590949,-0.590949,1
0.527,0.590949,-0.590949,1
0.527,0.590358,-0.590358,1
0.528,0.590358,-0.590358,1
0.528,0.589768,-0.589768,1
0.529,0.589768,-0.589768,1
0.529,0.589178,-0.589178,1
0.53,0.589178,-0.589178,1
0.53,0.588589,-0.588589,1
0.531,0.588589,-0.588589,1
0.531,0.588001,-0.588001,1
0.532,0.588001,-0.588001,1
0.532,0.587413,-0.587413,1
0.533,0.587413,-0.587413,1
0.533,0.586826,-0.586826,1
0.534,0.586826,-0.586826,1
0.534,0.58624,-0.58624,1
0.535,0.58624,-0.58624,1
0.535,0.585654,-0.585654,1
0.536,0.585654,-0.585654,1
0.536,0.585068,-0.585068,1
0.537,0.585068,-0.585068,1
0.537,0.584483,-0.584483,1
0.538,0.584483,-0.584483,1
0.538,0.583899,-0.583899,1
0.539,0.583899,-0.583899,1
0.539,0.583316,-0.583316,1
0.54,0.583316,-0.583316,1
0.54,0.582732,-0.582732,1
0.541,0.582732,-0.582732,1
0.541,0.58215,-0.58215,1
0.542,0.58215,-0.58215,1
0.542,0.581568,-0.581568,1
0.543,0.581568,-0.581568,1
0.543,0.580987,-0.580987,1
0.544,0.580987,-0.580987,1
0.544,0.580406,-0.580406,1
0.545,0.580406,-0.580406,1
0.545,0.579826,-0.579826,1
0.546,0.579826,-0.579826,1
0.546,0.579246,-0.579246,1
0.547,0.579246,-0.579246,1
0.547,0.578667,-0.578667,1
0.548,0.578667,-0.578667,1
0.548,0.578089,-0.578089,1
0.549,0.578089,-0.578089,1
0.549,0.577511,-0.577511,1
0.55,0.577511,-0.577511,1
0.55,0.576934,-0.576934,1
0.551,0.576934,-0.576934,1
0.551,0.576357,-0.576357,1
0.552,0.576357,-0.576357,1
0.552,0.575781,-0.575781,1
0.553,0.575781,-0.575781,1
0.553,0.575206,-0.575206,1
0.554,0.575206,-0.575206,1
0.554,0.574631,-0.574631,1
0.555,0.574631,-0.574631,1
0.555,0.574056,-0.574056,1
0.556,0.574056,-0.574056,1
0.556,0.573483,-0.573483,1
0.557,0.573483,-0.573483,1
0.557,0.572909,-0.572909,1
0.558,0.572909,-0.572909,1
0.558,0.572337,-0.572337,1
0.559,0.572337,-0.572337,1
0.559,0.571765,-0.571765,1
0.56,0.571765,-0.571765,1
0.56,0.571193,-0.571193,1
0.561,0.571193,-0.571193,1
0.561,0.570622,-0.570622,1
0.562,0.570622,-0.570622,1
0.562,0.570052,-0.570052,1
0.563,0.570052,-0.570052,1
0.563,0.569482,-0.569482,1
0.564,0.569482,-0.569482,1
0.564,0.568913,-0.568913,1
0.565,0.568913,-0.568913,1
0.565,0.568344,-0.568344,1
0.566,0.568344,-0.568344,1
0.566,0.567776,-0.567776,1
0.567,0.567776,-0.567776,1
0.567,0.567208,-0.567208,1
0.568,0.567208,-0.567208,1
0.568,0.566642,-0.566642,1
0.569,0.566642,-0.566642,1
0.569,0.566075,-0.566075,1
0.57,0.566075,-0.566075,1
0.57,0.565509,-0.565509,1
0.571,0.565509,-0.565509,1
0.571,0.564944,-0.564944,1
0.572,0.564944,-0.564944,1
0.572,0.564379,-0.564379,1
0.573,0.564379,-0.564379,1
0.573,0.563815,-0.563815,1
0.574,0.563815,-0.563815,1
0.574,0.563252,-0.563252,1
0.575,0.563252,-0.563252,1
0.575,0.562689,-0.562689,1
0.576,0.562689,-0.562689,1
0.576,0.562126,-0.562126,1
0.577,0.562126,-0.562126,1
0.577,0.561564,-0.561564,1
0.578,0.561564,-0.561564,1
0.578,0.561003,-0.561003,1
0.579,0.561003,-0.561003,1
0.579,0.560442,-0.560442,1
0.58,0.560442,-0.560442,1
0.58,0.559882,-0.559882,1
0.581,0.559882,-0.559882,1
0.581,0.559322,-0.559322,1
0.582,0.559322,-0.559322,1
0.582,0.558763,-0.558763,1
0.583,0.558763,-0.558763,1
0.583,0.558205,-0.558205,1
0.584,0.558205,-0.558205,1
0.584,0.557647,-0.557647,1
0.585,0.557647,-0.557647,1
0.585,0.55709,-0.55709,1
0.586,0.55709,-0.55709,1
0.586,0.556533,-0.556533,1
0.587,0.556533,-0.556533,1
0.587,0.555976,-0.555976,1
0.588,0.555976,-0.555976,1
0.588,0.555421,-0.555421,1
0.589,0.555421,-0.555421,1
0.589,0.554866,-0.554866,1
0.59,0.554866,-0.554866,1
0.59,0.554311,-0.554311,1
0.591,0.554311,-0.554311,1
0.591,0.553757,-0.553757,1
0.592,0.553757,-0.553757,1
0.592,0.553203,-0.553203,1
0.593,0.553203,-0.553203,1
0.593,0.55265,-0.55265,1
0.594,0.55265,-0.55265,1
0.594,0.552098,-0.552098,1
0.595,0.552098,-0.552098,1
0.595,0.551546,-0.551546,1
0.596,0.551546,-0.551546,1
0.596,0.550995,-0.550995,1
0.597,0.550995,-0.550995,1
0.597,0.550444,-0.550444,1
0.598,0.550444,-0.550444,1
0.598,0.549894,-0.549894,1
0.599,0.549894,-0.549894,1
0.599,0.549344,-0.549344,1
0.6,0.549344,-0.549344,1
0.6,0.548795,-0.548795,1
0.601,0.548795,-0.548795,1
0.601,0.548247,-0.548247,1
0.602,0.548247,-0.548247,1
0.602,0.547699,-0.547699,1
0.603,0.547699,-0.547699,1
0.603,0.547151,-0.547151,1
0.604,0.547151,-0.547151,1
0.604,0.546604,-0.546604,1
0.605,0.546604,-0.546604,1
0.605,0.546058,-0.546058,1
0.606,0.546058,-0.546058,1
0.606,0.545512,-0.545512,1
0.607,0.545512,-0.545512,1
0.607,0.544967,-0.544967,1
0.608,0.544967,-0.544967,1
0.608,0.544422,-0.544422,1
0.609,0.544422,-0.544422,1
0.609,0.543878,-0.543878,1
0.61,0.543878,-0.543878,1
0.61,0.543334,-0.543334,1
0.611,0.543334,-0.543334,1
0.611,0.542791,-0.542791,1
0.612,0.542791,-0.542791,1
0.612,0.542249,-0.542249,1
0.613,0.542249,-0.542249,1
0.613,0.541707,-0.541707,1
0.614,0.541707,-0.541707,1
0.614,0.541165,-0.541165,1
0.615,0.541165,-0.541165,1
0.615,0.540624,-0.540624,1
0.616,0.540624,-0.540624,1
0.616,0.540084,-0.540084,1
0.617,0.540084,-0.540084,1
0.617,0.539544,-0.539544,1
0.618,0.539544,-0.539544,1
0.618,0.539005,-0.539005,1
0.619,0.539005,-0.539005,1
0.619,0.538466,-0.538466,1
0.62,0.538466,-0.538466,1
0.62,0.537928,-0.537928,1
0.621,0.537928,-0.537928,1
0.621,0.53739,-0.53739,1
0.622,0.53739,-0.53739,1
0.622,0.536853,-0.536853,1
0.623,0.536853,-0.536853,1
0.623,0.536316,-0.536316,1
0.624,0.536316,-0.536316,1
0.624,0.53578,-0.53578,1
0.625,0.53578,-0.53578,1
0.625,0.535245,-0.535245,1
0.626,0.535245,-0.535245,1
0.626,0.53471,-0.53471,1
0.627,0.53471,-0.53471,1
0.627,0.534175,-0.534175,1
0.628,0.534175,-0.534175,1
0.628,0.533641,-0.533641,1
0.629,0.533641,-0.533641,1
0.629,0.533108,-0.533108,1
0.63,0.533108,-0.533108,1
0.63,0.532575,-0.532575,1
0.631,0.532575,-0.532575,1
0.631,0.532043,-0.532043,1
0.632,0.532043,-0.532043,1
0.632,0.531511,-0.531511,1
0.633,0.531511,-0.531511,1
0.633,0.53098,-0.53098,1
0.634,0.53098,-0.53098,1
0.634,0.530449,-0.530449,1
0.635,0.530449,-0.530449,1
0.635,0.529919,-0.529919,1
0.636,0.529919,-0.529919,1
0.636,0.529389,-0.529389,1
0.637,0.529389,-0.529389,1
0.637,0.52886,-0.52886,1
0.638,0.52886,-0.52886,1
0.638,0.528331,-0.528331,1
0.639,0.528331,-0.528331,1
0.639,0.527803,-0.527803,1
0.64,0.527803,-0.527803,1
0.64,0.527276,-0.527276,1
0.641,0.527276,-0.527276,1
0.641,0.526749,-0.526749,1
0.642,0.526749,-0.526749,1
0.642,0.526222,-0.526222,1
0.643,0.526222,-0.526222,1
0.643,0.525696,-0.525696,1
0.644,0.525696,-0.525696,1
0.644,0.525171,-0.525171,1
0.645,0.525171,-0.525171,1
0.645,0.524646,-0.524646,1
0.646,0.524646,-0.524646,1
0.646,0.524121,-0.524121,1
0.647,0.524121,-0.524121,1
0.647,0.523597,-0.523597,1
0.648,0.523597,-0.523597,1
0.648,0.523074,-0.523074,1
0.649,0.523074,-0.523074,1
0.649,0.522551,-0.522551,1
0.65,0.522551,-0.522551,1
0.65,0.522029,-0.522029,1
0.651,0.522029,-0.522029,1
0.651,0.521507,-0.521507,1
0.652,0.521507,-0.521507,1
0.652,0.520986,-0.520986,1
0.653,0.520986,-0.520986,1
0.653,0.520465,-0.520465,1
0.654,0.520465,-0.520465,1
0.654,0.519945,-0.519945,1
0.655,0.519945,-0.519945,1
0.655,0.519425,-0.519425,1
0.656,0.519425,-0.519425,1
0.656,0.518906,-0.518906,1
0.657,0.518906,-0.518906,1
0.657,0.518387,-0.518387,1
0.658,0.518387,-0.518387,1
0.658,0.517869,-0.517869,1
0.659,0.517869,-0.517869,1
0.659,0.517351,-0.517351,1
0.66,0.517351,-0.517351,1
0.66,0.516834,-0.516834,1
0.661,0.516834,-0.516834,1
0.661,0.516318,-0.516318,1
0.662,0.516318,-0.516318,1
0.662,0.515802,-0.515802,1
0.663,0.515802,-0.515802,1
0.663,0.515286,-0.515286,1
0.664,0.515286,-0.515286,1
0.664,0.514771,-0.514771,1
0.665,0.514771,-0.514771,1
0.665,0.514256,-0.514256,1
0.666,0.514256,-0.514256,1
0.666,0.513742,-0.513742,1
0.667,0.513742,-0.513742,1
0.667,0.513229,-0.513229,1
0.668,0.513229,-0.513229,1
0.668,0.512716,-0.512716,1
0.669,0.512716,-0.512716,1
0.669,0.512203,-0.512203,1
0.67,0.512203,-0.512203,1
0.67,0.511691,-0.511691,1
0.671,0.511691,-0.511691,1
0.671,0.51118,-0.51118,1
0.672,0.51118,-0.51118,1
0.672,0.510669,-0.510669,1
0.673,0.510669,-0.510669,1
0.673,0.510159,-0.510159,1
0.674,0.510159,-0.510159,1
0.674,0.509649,-0.509649,1
0.675,0.509649,-0.509649,1
0.675,0.509139,-0.509139,1
0.676,0.509139,-0.509139,1
0.676,0.50863,-0.50863,1
0.677,0.50863,-0.50863,1
0.677,0.508122,-0.508122,1
0.678,0.508122,-0.508122,1
0.678,0.507614,-0.507614,1
0.679,0.507614,-0.507614,1
0.679,0.507107,-0.507107,1
0.68,0.507107,-0.507107,1
0.68,0.5066,-0.5066,1
0.681,0.5066,-0.5066,1
0.681,0.506093,-0.506093,1
0.682,0.506093,-0.506093,1
0.682,0.505588,-0.505588,1
0.683,0.505588,-0.505588,1
0.683,0.505082,-0.505082,1
0.684,0.505082,-0.505082,1
0.684,0.504577,-0.504577,1
0.685,0.504577,-0.504577,1
0.685,0.504073,-0.504073,1
0.686,0.504073,-0.504073,1
0.686,0.503569,-0.503569,1
0.687,0.503569,-0.503569,1
0.687,0.503066,-0.503066,1
0.688,0.503066,-0.503066,1
0.688,0.502563,-0.502563,1
0.689,0.502563,-0.502563,1
0.689,0.502061,-0.502061,1
0.69,0.502061,-0.502061,1
0.69,0.501559,-0.501559,1
0.691,0.501559,-0.501559,1
0.691,0.501057,-0.501057,1
0.692,0.501057,-0.501057,1
0.692,0.500557,-0.500557,1
0.693,0.500557,-0.500557,1
0.693,0.500056,-0.500056,1
0.694,0.500056,-0.500056,1
0.694,0.499556,-0.499556,1
0.695,0.499556,-0.499556,1
0.695,0.499057,-0.499057,1
0.696,0.499057,-0.499057,1
0.696,0.498558,-0.498558,1
0.697,0.498558,-0.498558,1
0.697,0.49806,-0.49806,1
0.698,0.49806,-0.49806,1
0.698,0.497562,-0.497562,1
0.699,0.497562,-0.497562,1
0.699,0.497065,-0.497065,1
0.7,0.497065,-0.497065,1
0.7,0.496568,-0.496568,1
0.701,0.496568,-0.496568,1
0.701,0.496072,-0.496072,1
0.702,0.496072,-0.496072,1
0.702,0.495576,-0.495576,1
0.703,0.495576,-0.495576,1
0.703,0.49508,-0.49508,1
0.704,0.49508,-0.49508,1
0.704,0.494586,-0.494586,1
0.705,0.494586,-0.494586,1
0.705,0.494091,-0.494091,1
0.706,0.494091,-0.494091,1
0.706,0.493597,-0.493597,1
0.707,0.493597,-0.493597,1
0.707,0.493104,-0.493104,1
0.708,0.493104,-0.493104,1
0.708,0.492611,-0.492611,1
0.709,0.492611,-0.492611,1
0.709,0.492119,-0.492119,1
0.71,0.492119,-0.492119,1
0.71,0.491627,-0.491627,1
0.711,0.491627,-0.491627,1
0.711,0.491135,-0.491135,1
0.712,0.491135,-0.491135,1
0.712,0.490644,-0.490644,1
0.713,0.490644,-0.490644,1
0.713,0.490154,-0.490154,1
0.714,0.490154,-0.490154,1
0.714,0.489664,-0.489664,1
0.715,0.489664,-0.489664,1
0.715,0.489175,-0.489175,1
0.716,0.489175,-0.489175,1
0.716,0.488686,-0.488686,1
0.717,0.488686,-0.488686,1
0.717,0.488197,-0.488197,1
0.718,0.488197,-0.488197,1
0.718,0.487709,-0.487709,1
0.719,0.487709,-0.487709,1
0.719,0.487222,-0.487222,1
0.72,0.487222,-0.487222,1
0.72,0.486735,-0.486735,1
0.721,0.486735,-0.486735,1
0.721,0.486248,-0.486248,1
0.722,0.486248,-0.486248,1
0.722,0.485762,-0.485762,1
0.723,0.485762,-0.485762,1
0.723,0.485277,-0.485277,1
0.724,0.485277,-0.485277,1
0.724,0.484792,-0.484792,1
0.725,0.484792,-0.484792,1
0.725,0.484307,-0.484307,1
0.726,0.484307,-0.484307,1
0.726,0.483823,-0.483823,1
0.727,0.483823,-0.483823,1
0.727,0.483339,-0.483339,1
0.728,0.483339,-0.483339,1
0.728,0.482856,-0.482856,1
0.729,0.482856,-0.482856,1
0.729,0.482374,-0.482374,1
0.73,0.482374,-0.482374,1
0.73,0.481891,-0.481891,1
0.731,0.481891,-0.481891,1
0.731,0.48141,-0.48141,1
0.732,0.48141,-0.48141,1
0.732,0.480929,-0.480929,1
0.733,0.480929,-0.480929,1
0.733,0.480448,-0.480448,1
0.734,0.480448,-0.480448,1
0.734,0.479968,-0.479968,1
0.735,0.479968,-0.479968,1
0.735,0.479488,-0.479488,1
0.736,0.479488,-0.479488,1
0.736,0.479009,-0.479009,1
0.737,0.479009,-0.479009,1
0.737,0.47853,-0.47853,1
0.738,0.47853,-0.47853,1
0.738,0.478051,-0.478051,1
0.739,0.478051,-0.478051,1
0.739,0.477574,-0.477574,1
0.74,0.477574,-0.477574,1
0.74,0.477096,-0.477096,1
0.741,0.477096,-0.477096,1
0.741,0.476619,-0.476619,1
0.742,0.476619,-0.476619,1
0.742,0.476143,-0.476143,1
0.743,0.476143,-0.476143,1
0.743,0.475667,-0.475667,1
0.744,0.475667,-0.475667,1
0.744,0.475192,-0.475192,1
0.745,0.475192,-0.475192,1
0.745,0.474717,-0.474717,1
0.746,0.474717,-0.474717,1
0.746,0.474242,-0.474242,1
0.747,0.474242,-0.474242,1
0.747,0.473768,-0.473768,1
0.748,0.473768,-0.473768,1
0.748,0.473295,-0.473295,1
0.749,0.473295,-0.473295,1
0.749,0.472821,-0.472821,1
0.75,0.472821,-0.472821,1
0.75,0.472349,-0.472349,1
0.751,0.472349,-0.472349,1
0.751,0.471877,-0.471877,1
0.752,0.471877,-0.471877,1
0.752,0.471405,-0.471405,1
0.753,0.471405,-0.471405,1
0.753,0.470934,-0.470934,1
0.754,0.470934,-0.470934,1
0.754,0.470463,-0.470463,1
0.755,0.470463,-0.470463,1
0.755,0.469993,-0.469993,1
0.756,0.469993,-0.469993,1
0.756,0.469523,-0.469523,1
0.757,0.469523,-0.469523,1
0.757,0.469054,-0.469054,1
0.758,0.469054,-0.469054,1
0.758,0.468585,-0.468585,1
0.759,0.468585,-0.468585,1
0.759,0.468117,-0.468117,1
0.76,0.468117,-0.468117,1
0.76,0.467649,-0.467649,1
0.761,0.467649,-0.467649,1
0.761,0.467181,-0.467181,1
0.762,0.467181,-0.467181,1
0.762,0.466714,-0.466714,1
0.763,0.466714,-0.466714,1
0.763,0.466248,-0.466248,1
0.764,0.466248,-0.466248,1
0.764,0.465782,-0.465782,1
0.765,0.465782,-0.465782,1
0.765,0.465316,-0.465316,1
0.766,0.465316,-0.465316,1
0.766,0.464851,-0.464851,1
0.767,0.464851,-0.464851,1
0.767,0.464386,-0.464386,1
0.768,0.464386,-0.464386,1
0.768,0.463922,-0.463922,1
0.769,0.463922,-0.463922,1
0.769,0.463458,-0.463458,1
0.77,0.463458,-0.463458,1
0.77,0.462995,-0.462995,1
0.771,0.462995,-0.462995,1
0.771,0.462532,-0.462532,1
0.772,0.462532,-0.462532,1
0.772,0.46207,-0.46207,1
0.773,0.46207,-0.46207,1
0.773,0.461608,-0.461608,1
0.774,0.461608,-0.461608,1
0.774,0.461147,-0.461147,1
0.775,0.461147,-0.461147,1
0.775,0.460686,-0.460686,1
0.776,0.460686,-0.460686,1
0.776,0.460225,-0.460225,1
0.777,0.460225,-0.460225,1
0.777,0.459765,-0.459765,1
0.778,0.459765,-0.459765,1
0.778,0.459306,-0.459306,1
0.779,0.459306,-0.459306,1
0.779,0.458847,-0.458847,1
0.78,0.458847,-0.458847,1
0.78,0.458388,-0.458388,1
0.781,0.458388,-0.458388,1
0.781,0.45793,-0.45793,1
0.782,0.45793,-0.45793,1
0.782,0.457472,-0.457472,1
0.783,0.457472,-0.457472,1
0.783,0.457015,-0.457015,1
0.784,0.457015,-0.457015,1
0.784,0.456558,-0.456558,1
0.785,0.456558,-0.456558,1
0.785,0.456102,-0.456102,1
0.786,0.456102,-0.456102,1
0.786,0.455646,-0.455646,1
0.787,0.455646,-0.455646,1
0.787,0.45519,-0.45519,1
0.788,0.45519,-0.45519,1
0.788,0.454735,-0.454735,1
0.789,0.454735,-0.454735,1
0.789,0.454281,-0.454281,1
0.79,0.454281,-0.454281,1
0.79,0.453827,-0.453827,1
0.791,0.453827,-0.453827,1
0.791,0.453373,-0.453373,1
0.792,0.453373,-0.453373,1
0.792,0.45292,-0.45292,1
0.793,0.45292,-0.45292,1
0.793,0.452467,-0.452467,1
0.794,0.452467,-0.452467,1
0.794,0.452015,-0.452015,1
0.795,0.452015,-0.452015,1
0.795,0.451563,-0.451563,1
0.796,0.451563,-0.451563,1
0.796,0.451112,-0.451112,1
0.797,0.451112,-0.451112,1
0.797,0.450661,-0.450661,1
0.798,0.450661,-0.450661,1
0.798,0.450211,-0.450211,1
0.799,0.450211,-0.450211,1
0.799,0.449761,-0.449761,1
0.8,0.449761,-0.449761,1
0.8,0.449311,-0.449311,1
0.801,0.449311,-0.449311,1
0.801,0.448862,-0.448862,1
0.802,0.448862,-0.448862,1
0.802,0.448413,-0.448413,1
0.803,0.448413,-0.448413,1
0.803,0.447965,-0.447965,1
0.804,0.447965,-0.447965,1
0.804,0.447517,-0.447517,1
0.805,0.447517,-0.447517,1
0.805,0.44707,-0.44707,1
0.806,0.44707,-0.44707,1
0.806,0.446623,-0.446623,1
0.807,0.446623,-0.446623,1
0.807,0.446177,-0.446177,1
0.808,0.446177,-0.446177,1
0.808,0.445731,-0.445731,1
0.809,0.445731,-0.445731,1
0.809,0.445285,-0.445285,1
0.81,0.445285,-0.445285,1
0.81,0.44484,-0.44484,1
0.811,0.44484,-0.44484,1
0.811,0.444395,-0.444395,1
0.812,0.444395,-0.444395,1
0.812,0.443951,-0.443951,1
0.813,0.443951,-0.443951,1
0.813,0.443507,-0.443507,1
0.814,0.443507,-0.443507,1
0.814,0.443064,-0.443064,1
0.815,0.443064,-0.443064,1
0.815,0.442621,-0.442621,1
0.816,0.442621,-0.442621,1
0.816,0.442179,-0.442179,1
0.817,0.442179,-0.442179,1
0.817,0.441737,-0.441737,1
0.818,0.441737,-0.441737,1
0.818,0.441295,-0.441295,1
0.819,0.441295,-0.441295,1
0.819,0.440854,-0.440854,1
0.82,0.440854,-0.440854,1
0.82,0.440414,-0.440414,1
0.821,0.440414,-0.440414,1
0.821,0.439973,-0.439973,1
0.822,0.439973,-0.439973,1
0.822,0.439534,-0.439534,1
