"Time","onOffController.reference","temperatureSensor.port.T"
2.530000000000000E+00,2.720833333331100E+01,3.006808926672800E+02
2.531000000000000E+00,2.721249999997800E+01,3.006898520880900E+02
2.532000000000000E+00,2.721666666664500E+01,3.006988102815900E+02
2.533000000000000E+00,2.722083333331200E+01,3.007077672479700E+02
2.534000000000000E+00,2.722499999997900E+01,3.007167229874100E+02
2.535000000000000E+00,2.722916666664600E+01,3.007256775001100E+02
2.536000000000000E+00,2.723333333331300E+01,3.007346307862500E+02
2.537000000000000E+00,2.723749999998000E+01,3.007435828460400E+02
2.538000000000000E+00,2.724166666664700E+01,3.007525336796500E+02
2.539000000000000E+00,2.724583333331400E+01,3.007614832872800E+02
2.540000000000000E+00,2.724999999998100E+01,3.007704316691200E+02
2.541000000000000E+00,2.725416666664800E+01,3.007793788253600E+02
2.542000000000000E+00,2.725833333331500E+01,3.007883247561900E+02
2.543000000000000E+00,2.726249999998200E+01,3.007972694618000E+02
2.544000000000000E+00,2.726666666664900E+01,3.008062129423800E+02
2.545000000000000E+00,2.727083333331600E+01,3.008151551981200E+02
2.546000000000000E+00,2.727499999998300E+01,3.008240962292100E+02
2.547000000000000E+00,2.727916666665000E+01,3.008330360358400E+02
2.548000000000000E+00,2.728333333331700E+01,3.008419746182100E+02
2.549000000000000E+00,2.728749999998400E+01,3.008509119765000E+02
2.550000000000000E+00,2.729166666665100E+01,3.008598481109000E+02
2.551000000000000E+00,2.729583333331800E+01,3.008687830216000E+02
2.552000000000000E+00,2.729999999998500E+01,3.008777167087900E+02
2.553000000000000E+00,2.730416666665200E+01,3.008866491726700E+02
2.554000000000000E+00,2.730833333331900E+01,3.008955804134200E+02
2.555000000000000E+00,2.731249999998600E+01,3.009045104312300E+02
2.556000000000000E+00,2.731666666665300E+01,3.009134392262900E+02
2.557000000000000E+00,2.732083333332000E+01,3.009223667987900E+02
2.558000000000000E+00,2.732499999998700E+01,3.009312931489200E+02
2.559000000000000E+00,2.732916666665400E+01,3.009402182768800E+02
2.560000000000000E+00,2.733333333332100E+01,3.009491421828400E+02
2.561000000000000E+00,2.733749999998800E+01,3.009580648670100E+02
2.562000000000000E+00,2.734166666665500E+01,3.009669863295600E+02
2.563000000000000E+00,2.734583333332200E+01,3.009759065707000E+02
2.564000000000000E+00,2.734999999998900E+01,3.009848255906000E+02
2.565000000000000E+00,2.735416666665600E+01,3.009937433894700E+02
2.566000000000000E+00,2.735833333332300E+01,3.010026599674800E+02
2.567000000000000E+00,2.736249999999000E+01,3.010115753248300E+02
2.568000000000000E+00,2.736666666665700E+01,3.010204894617100E+02
2.569000000000000E+00,2.737083333332400E+01,3.010294023783000E+02
2.570000000000000E+00,2.737499999999100E+01,3.010383140748000E+02
2.571000000000000E+00,2.737916666665800E+01,3.010472245514000E+02
2.572000000000000E+00,2.738333333332500E+01,3.010561338082800E+02
2.573000000000000E+00,2.738749999999200E+01,3.010650418456300E+02
2.574000000000000E+00,2.739166666665900E+01,3.010739486636500E+02
2.575000000000000E+00,2.739583333332600E+01,3.010828542625200E+02
2.576000000000000E+00,2.739999999999300E+01,3.010917586424300E+02
2.577000000000000E+00,2.740416666666000E+01,3.011006618035700E+02
2.578000000000000E+00,2.740833333332700E+01,3.011095637461300E+02
2.579000000000000E+00,2.741249999999400E+01,3.011184644703000E+02
2.580000000000000E+00,2.741666666666100E+01,3.011273639762600E+02
2.581000000000000E+00,2.742083333332800E+01,3.011362622642100E+02
2.582000000000000E+00,2.742499999999500E+01,3.011451593343400E+02
2.583000000000000E+00,2.742916666666200E+01,3.011540551868300E+02
2.584000000000000E+00,2.743333333332900E+01,3.011629498218800E+02
2.585000000000000E+00,2.743749999999600E+01,3.011718432396600E+02
2.586000000000000E+00,2.744166666666300E+01,3.011807354403800E+02
2.587000000000000E+00,2.744583333333000E+01,3.011896264242200E+02
2.588000000000000E+00,2.744999999999700E+01,3.011985161913600E+02
2.589000000000000E+00,2.745416666666400E+01,3.012074047420000E+02
2.590000000000000E+00,2.745833333333100E+01,3.012162920763300E+02
2.591000000000000E+00,2.746249999999800E+01,3.012251781945200E+02
2.592000000000000E+00,2.746666666666500E+01,3.012340630967900E+02
2.593000000000000E+00,2.747083333333200E+01,3.012429467833000E+02
2.594000000000000E+00,2.747499999999900E+01,3.012518292542500E+02
2.595000000000000E+00,2.747916666666600E+01,3.012607105098300E+02
2.596000000000000E+00,2.748333333333300E+01,3.012695905502200E+02
2.597000000000000E+00,2.748750000000000E+01,3.012784693756200E+02
2.598000000000000E+00,2.749166666666700E+01,3.012873469862100E+02
2.599000000000000E+00,2.749583333333400E+01,3.012962233821800E+02
2.600000000000000E+00,2.750000000000100E+01,3.013050985637200E+02
2.601000000000000E+00,2.750416666666800E+01,3.013139725310200E+02
2.602000000000000E+00,2.750833333333500E+01,3.013228452842600E+02
2.603000000000000E+00,2.751250000000200E+01,3.013317168236400E+02
2.604000000000000E+00,2.751666666666900E+01,3.013405871493400E+02
2.605000000000000E+00,2.752083333333600E+01,3.013494562615500E+02
2.606000000000000E+00,2.752500000000300E+01,3.013583241604600E+02
2.607000000000000E+00,2.752916666667000E+01,3.013671908462500E+02
2.608000000000000E+00,2.753333333333700E+01,3.013760563191100E+02
2.609000000000000E+00,2.753750000000400E+01,3.013849205792400E+02
2.610000000000000E+00,2.754166666667100E+01,3.013937836268200E+02
2.611000000000000E+00,2.754583333333800E+01,3.014026454620300E+02
2.612000000000000E+00,2.755000000000500E+01,3.014115060850700E+02
2.613000000000000E+00,2.755416666667200E+01,3.014203654961200E+02
2.614000000000000E+00,2.755833333333900E+01,3.014292236953700E+02
2.615000000000000E+00,2.756250000000600E+01,3.014380806830100E+02
2.616000000000000E+00,2.756666666667300E+01,3.014469364592300E+02
2.617000000000000E+00,2.757083333334000E+01,3.014557910242100E+02
2.618000000000000E+00,2.757500000000700E+01,3.014646443781400E+02
2.619000000000000E+00,2.757916666667400E+01,3.014734965212100E+02
2.620000000000000E+00,2.758333333334100E+01,3.014823474536000E+02
2.621000000000000E+00,2.758750000000800E+01,3.014911971755100E+02
2.622000000000000E+00,2.759166666667500E+01,3.015000456871200E+02
2.623000000000000E+00,2.759583333334200E+01,3.015088929886200E+02
2.624000000000000E+00,2.760000000000900E+01,3.015177390801900E+02
2.625000000000000E+00,2.760416666667600E+01,3.015265839620300E+02
2.626000000000000E+00,2.760833333334300E+01,3.015354276343100E+02
2.627000000000000E+00,2.761250000001000E+01,3.015442700972400E+02
2.628000000000000E+00,2.761666666667700E+01,3.015531113509900E+02
2.629000000000000E+00,2.762083333334400E+01,3.015619513957500E+02
2.630000000000000E+00,2.762500000001100E+01,3.015707902317000E+02
2.631000000000000E+00,2.762916666667800E+01,3.015796278590500E+02
2.632000000000000E+00,2.763333333334500E+01,3.015884642779700E+02
2.633000000000000E+00,2.763750000001200E+01,3.015972994886400E+02
2.634000000000000E+00,2.764166666667900E+01,3.016061334912700E+02
2.635000000000000E+00,2.764583333334600E+01,3.016149662860300E+02
2.636000000000000E+00,2.765000000001300E+01,3.016237978731100E+02
2.637000000000000E+00,2.765416666668000E+01,3.016326282527000E+02
2.638000000000000E+00,2.765833333334700E+01,3.016414574249800E+02
2.639000000000000E+00,2.766250000001400E+01,3.016502853901400E+02
2.640000000000000E+00,2.766666666668100E+01,3.016591121483700E+02
2.641000000000000E+00,2.767083333334800E+01,3.016679376998600E+02
2.642000000000000E+00,2.767500000001500E+01,3.016767620447900E+02
2.643000000000000E+00,2.767916666668200E+01,3.016855851833400E+02
2.644000000000000E+00,2.768333333334900E+01,3.016944071157100E+02
2.645000000000000E+00,2.768750000001600E+01,3.017032278420900E+02
2.646000000000000E+00,2.769166666668300E+01,3.017120473626500E+02
2.647000000000000E+00,2.769583333335000E+01,3.017208656775800E+02
2.648000000000000E+00,2.770000000001700E+01,3.017296827870800E+02
2.649000000000000E+00,2.770416666668400E+01,3.017384986913200E+02
2.650000000000000E+00,2.770833333335100E+01,3.017473133904900E+02
2.651000000000000E+00,2.771250000001800E+01,3.017561268847900E+02
2.652000000000000E+00,2.771666666668500E+01,3.017649391743900E+02
2.653000000000000E+00,2.772083333335200E+01,3.017737502594900E+02
2.654000000000000E+00,2.772500000001900E+01,3.017825601402600E+02
2.655000000000000E+00,2.772916666668600E+01,3.017913688169000E+02
2.656000000000000E+00,2.773333333335300E+01,3.018001762895900E+02
2.657000000000000E+00,2.773750000002000E+01,3.018089825585200E+02
2.658000000000000E+00,2.774166666668700E+01,3.018177876238800E+02
2.659000000000000E+00,2.774583333335400E+01,3.018265914858400E+02
2.660000000000000E+00,2.775000000002100E+01,3.018353941445900E+02
2.661000000000000E+00,2.775416666668800E+01,3.018441956003300E+02
2.662000000000000E+00,2.775833333335500E+01,3.018529958532400E+02
2.663000000000000E+00,2.776250000002200E+01,3.018617949035000E+02
2.664000000000000E+00,2.776666666668900E+01,3.018705927513000E+02
2.665000000000000E+00,2.777083333335600E+01,3.018793893968200E+02
2.666000000000000E+00,2.777500000002300E+01,3.018881848402600E+02
2.667000000000000E+00,2.777916666669000E+01,3.018969790817900E+02
2.668000000000000E+00,2.778333333335700E+01,3.019057721216000E+02
2.669000000000000E+00,2.778750000002400E+01,3.019145639598900E+02
2.670000000000000E+00,2.779166666669100E+01,3.019233545968200E+02
2.671000000000000E+00,2.779583333335800E+01,3.019321440326000E+02
2.672000000000000E+00,2.780000000002500E+01,3.019409322674000E+02
2.673000000000000E+00,2.780416666669200E+01,3.019497193014100E+02
2.674000000000000E+00,2.780833333335900E+01,3.019537319142900E+02
2.675000000000000E+00,2.781250000002600E+01,3.019528516292300E+02
2.676000000000000E+00,2.781666666669300E+01,3.019519714321900E+02
2.677000000000000E+00,2.782083333336000E+01,3.019510913231700E+02
2.678000000000000E+00,2.782500000002700E+01,3.019502113021400E+02
2.679000000000000E+00,2.782916666669400E+01,3.019493313691100E+02
2.680000000000000E+00,2.783333333336100E+01,3.019484515240600E+02
2.681000000000000E+00,2.783750000002800E+01,3.019475717669800E+02
2.682000000000000E+00,2.784166666669500E+01,3.019466920978800E+02
2.683000000000000E+00,2.784583333336200E+01,3.019458125167300E+02
2.684000000000000E+00,2.785000000002900E+01,3.019449330235300E+02
2.685000000000000E+00,2.785416666669600E+01,3.019440536182700E+02
2.686000000000000E+00,2.785833333336300E+01,3.019431743009400E+02
2.687000000000000E+00,2.786250000003000E+01,3.019422950715400E+02
2.688000000000000E+00,2.786666666669700E+01,3.019414159300500E+02
2.689000000000000E+00,2.787083333336400E+01,3.019405368764700E+02
2.690000000000000E+00,2.787500000003100E+01,3.019396579107800E+02
2.691000000000000E+00,2.787916666669800E+01,3.019387790329800E+02
2.692000000000000E+00,2.788333333336500E+01,3.019379002430600E+02
2.693000000000000E+00,2.788750000003200E+01,3.019370215410100E+02
2.694000000000000E+00,2.789166666669900E+01,3.019361429268200E+02
2.695000000000000E+00,2.789583333336600E+01,3.019352644004800E+02
2.696000000000000E+00,2.790000000003300E+01,3.019343859619900E+02
2.697000000000000E+00,2.790416666670000E+01,3.019335076113300E+02
2.698000000000000E+00,2.790833333336700E+01,3.019326293485000E+02
2.699000000000000E+00,2.791250000003400E+01,3.019317511734900E+02
2.700000000000000E+00,2.791666666670100E+01,3.019308730862800E+02
2.701000000000000E+00,2.792083333336800E+01,3.019299950868800E+02
2.702000000000000E+00,2.792500000003500E+01,3.019291171752600E+02
2.703000000000000E+00,2.792916666670200E+01,3.019282393514300E+02
2.704000000000000E+00,2.793333333336900E+01,3.019273616153700E+02
2.705000000000000E+00,2.793750000003600E+01,3.019264839670800E+02
2.706000000000000E+00,2.794166666670300E+01,3.019256064065400E+02
2.707000000000000E+00,2.794583333337000E+01,3.019247289337500E+02
2.708000000000000E+00,2.795000000003700E+01,3.019238515487000E+02
2.709000000000000E+00,2.795416666670500E+01,3.019229742513800E+02
2.710000000000000E+00,2.795833333337200E+01,3.019220970417800E+02
2.711000000000000E+00,2.796250000003900E+01,3.019212199198900E+02
2.712000000000000E+00,2.796666666670600E+01,3.019203428857000E+02
2.713000000000000E+00,2.797083333337300E+01,3.019194659392100E+02
2.714000000000000E+00,2.797500000004000E+01,3.019185890804100E+02
2.715000000000000E+00,2.797916666670700E+01,3.019177123092800E+02
2.716000000000000E+00,2.798333333337400E+01,3.019168356258200E+02
2.717000000000000E+00,2.798750000004100E+01,3.019159590300200E+02
2.718000000000000E+00,2.799166666670800E+01,3.019150825218700E+02
2.719000000000000E+00,2.799583333337500E+01,3.019142061013700E+02
2.720000000000000E+00,2.800000000004200E+01,3.019133297684900E+02
2.721000000000000E+00,2.800416666670900E+01,3.019124535232400E+02
2.722000000000000E+00,2.800833333337600E+01,3.019115773656100E+02
2.723000000000000E+00,2.801250000004300E+01,3.019107012955900E+02
2.724000000000000E+00,2.801666666671000E+01,3.019098253131600E+02
2.725000000000000E+00,2.802083333337700E+01,3.019089494183200E+02
2.726000000000000E+00,2.802500000004400E+01,3.019080736110600E+02
2.727000000000000E+00,2.802916666671100E+01,3.019071978913800E+02
2.728000000000000E+00,2.803333333337800E+01,3.019063222592500E+02
2.729000000000000E+00,2.803750000004500E+01,3.019054467146800E+02
2.730000000000000E+00,2.804166666671200E+01,3.019045712576600E+02
2.731000000000000E+00,2.804583333337900E+01,3.019036958881800E+02
2.732000000000000E+00,2.805000000004600E+01,3.019028206062200E+02
2.733000000000000E+00,2.805416666671300E+01,3.019019454117800E+02
2.734000000000000E+00,2.805833333338000E+01,3.019010703048500E+02
2.735000000000000E+00,2.806250000004700E+01,3.019001952854300E+02
2.736000000000000E+00,2.806666666671400E+01,3.018993203535000E+02
2.737000000000000E+00,2.807083333338100E+01,3.018984455090500E+02
2.738000000000000E+00,2.807500000004800E+01,3.018975707520800E+02
2.739000000000000E+00,2.807916666671500E+01,3.018966960825700E+02
2.740000000000000E+00,2.808333333338200E+01,3.018958215005300E+02
2.741000000000000E+00,2.808750000004900E+01,3.018949470059300E+02
2.742000000000000E+00,2.809166666671600E+01,3.018940725987700E+02
2.743000000000000E+00,2.809583333338300E+01,3.018931982790500E+02
2.744000000000000E+00,2.810000000004900E+01,3.018923240467500E+02
2.745000000000000E+00,2.810416666671500E+01,3.018914499018600E+02
2.746000000000000E+00,2.810833333338100E+01,3.018905758443800E+02
2.747000000000000E+00,2.811250000004700E+01,3.018897018743000E+02
2.748000000000000E+00,2.811666666671300E+01,3.018888279916000E+02
2.749000000000000E+00,2.812083333337900E+01,3.018879541962800E+02
2.750000000000000E+00,2.812500000004500E+01,3.018870804883400E+02
2.751000000000000E+00,2.812916666671100E+01,3.018862068677500E+02
2.752000000000000E+00,2.813333333337700E+01,3.018853333345200E+02
2.753000000000000E+00,2.813750000004300E+01,3.018844598886400E+02
2.754000000000000E+00,2.814166666670900E+01,3.018835865300900E+02
2.755000000000000E+00,2.814583333337500E+01,3.018827132588700E+02
2.756000000000000E+00,2.815000000004100E+01,3.018818400749600E+02
2.757000000000000E+00,2.815416666670700E+01,3.018809669783700E+02
2.758000000000000E+00,2.815833333337300E+01,3.018800939690800E+02
2.759000000000000E+00,2.816250000003900E+01,3.018792210470700E+02
2.760000000000000E+00,2.816666666670500E+01,3.018783482123600E+02
2.761000000000000E+00,2.817083333337100E+01,3.018774754649100E+02
2.762000000000000E+00,2.817500000003700E+01,3.018766028047400E+02
2.763000000000000E+00,2.817916666670300E+01,3.018757302318200E+02
2.764000000000000E+00,2.818333333336900E+01,3.018748577461500E+02
2.765000000000000E+00,2.818750000003500E+01,3.018739853477100E+02
2.766000000000000E+00,2.819166666670100E+01,3.018731130365100E+02
2.767000000000000E+00,2.819583333336700E+01,3.018722408125400E+02
2.768000000000000E+00,2.820000000003300E+01,3.018713686757700E+02
2.769000000000000E+00,2.820416666669900E+01,3.018704966262100E+02
2.770000000000000E+00,2.820833333336500E+01,3.018696246638500E+02
2.771000000000000E+00,2.821250000003100E+01,3.018687527886700E+02
2.772000000000000E+00,2.821666666669700E+01,3.018678810006800E+02
2.773000000000000E+00,2.822083333336300E+01,3.018670092998500E+02
2.774000000000000E+00,2.822500000002900E+01,3.018661376861900E+02
2.775000000000000E+00,2.822916666669500E+01,3.018652661596700E+02
2.776000000000000E+00,2.823333333336100E+01,3.018643947203000E+02
2.777000000000000E+00,2.823750000002700E+01,3.018635233680700E+02
2.778000000000000E+00,2.824166666669300E+01,3.018626521029600E+02
2.779000000000000E+00,2.824583333335900E+01,3.018617809249700E+02
2.780000000000000E+00,2.825000000002500E+01,3.018609098340900E+02
2.781000000000000E+00,2.825416666669100E+01,3.018600388303200E+02
2.782000000000000E+00,2.825833333335700E+01,3.018591679136300E+02
2.783000000000000E+00,2.826250000002300E+01,3.018582970840200E+02
2.784000000000000E+00,2.826666666668900E+01,3.018574263414900E+02
2.785000000000000E+00,2.827083333335500E+01,3.018565556860300E+02
2.786000000000000E+00,2.827500000002100E+01,3.018556851176200E+02
2.787000000000000E+00,2.827916666668700E+01,3.018548146362600E+02
2.788000000000000E+00,2.828333333335300E+01,3.018539442419400E+02
2.789000000000000E+00,2.828750000001900E+01,3.018530739346500E+02
2.790000000000000E+00,2.829166666668500E+01,3.018522037143800E+02
2.791000000000000E+00,2.829583333335100E+01,3.018513335811200E+02
2.792000000000000E+00,2.830000000001700E+01,3.018504635348700E+02
2.793000000000000E+00,2.830416666668300E+01,3.018495935756200E+02
2.794000000000000E+00,2.830833333334900E+01,3.018487237033500E+02
2.795000000000000E+00,2.831250000001500E+01,3.018478539180600E+02
2.796000000000000E+00,2.831666666668100E+01,3.018469842197500E+02
2.797000000000000E+00,2.832083333334700E+01,3.018461146083900E+02
2.798000000000000E+00,2.832500000001300E+01,3.018452450839800E+02
2.799000000000000E+00,2.832916666667900E+01,3.018443756465200E+02
2.800000000000000E+00,2.833333333334500E+01,3.018435062960000E+02
2.801000000000000E+00,2.833750000001100E+01,3.018426370324000E+02
2.802000000000000E+00,2.834166666667700E+01,3.018417678557100E+02
2.803000000000000E+00,2.834583333334300E+01,3.018408987659400E+02
2.804000000000000E+00,2.835000000000900E+01,3.018400297630700E+02
2.805000000000000E+00,2.835416666667500E+01,3.018391608470900E+02
2.806000000000000E+00,2.835833333334100E+01,3.018382920179900E+02
2.807000000000000E+00,2.836250000000700E+01,3.018374232757600E+02
2.808000000000000E+00,2.836666666667300E+01,3.018365546204000E+02
2.809000000000000E+00,2.837083333333900E+01,3.018356860519000E+02
2.810000000000000E+00,2.837500000000500E+01,3.018348175702500E+02
2.811000000000000E+00,2.837916666667100E+01,3.018339491754400E+02
2.812000000000000E+00,2.838333333333700E+01,3.018330808674500E+02
2.813000000000000E+00,2.838750000000300E+01,3.018322126462900E+02
2.814000000000000E+00,2.839166666666900E+01,3.018313445119400E+02
2.815000000000000E+00,2.839583333333500E+01,3.018304764644000E+02
2.816000000000000E+00,2.840000000000100E+01,3.018296085036500E+02
2.817000000000000E+00,2.840416666666700E+01,3.018287406296900E+02
2.818000000000000E+00,2.840833333333300E+01,3.018278728425100E+02
2.819000000000000E+00,2.841249999999900E+01,3.018270051421000E+02
2.820000000000000E+00,2.841666666666500E+01,3.018261375284500E+02
2.821000000000000E+00,2.842083333333100E+01,3.018252700015600E+02
2.822000000000000E+00,2.842499999999700E+01,3.018244025614000E+02
2.823000000000000E+00,2.842916666666300E+01,3.018235352079900E+02
2.824000000000000E+00,2.843333333332900E+01,3.018226679412900E+02
2.825000000000000E+00,2.843749999999500E+01,3.018218007613200E+02
2.826000000000000E+00,2.844166666666100E+01,3.018209336680600E+02
2.827000000000000E+00,2.844583333332700E+01,3.018200666615000E+02
2.828000000000000E+00,2.844999999999300E+01,3.018191997416200E+02
2.829000000000000E+00,2.845416666665900E+01,3.018183329084400E+02
2.830000000000000E+00,2.845833333332500E+01,3.018174661619200E+02
2.831000000000000E+00,2.846249999999100E+01,3.018165995020800E+02
2.832000000000000E+00,2.846666666665700E+01,3.018157329288900E+02
2.833000000000000E+00,2.847083333332300E+01,3.018148664423500E+02
2.834000000000000E+00,2.847499999998900E+01,3.018140000424500E+02
2.835000000000000E+00,2.847916666665500E+01,3.018131337291800E+02
2.836000000000000E+00,2.848333333332100E+01,3.018122675025300E+02
2.837000000000000E+00,2.848749999998700E+01,3.018114013625000E+02
2.838000000000000E+00,2.849166666665300E+01,3.018105353090700E+02
2.839000000000000E+00,2.849583333331900E+01,3.018096693422400E+02
2.840000000000000E+00,2.849999999998500E+01,3.018088034620000E+02
2.841000000000000E+00,2.850416666665100E+01,3.018079376683300E+02
2.842000000000000E+00,2.850833333331700E+01,3.018070719612400E+02
2.843000000000000E+00,2.851249999998300E+01,3.018062063407100E+02
2.844000000000000E+00,2.851666666665000E+01,3.018053408067300E+02
2.845000000000000E+00,2.852083333331700E+01,3.018044753593000E+02
2.846000000000000E+00,2.852499999998400E+01,3.018036099984000E+02
2.847000000000000E+00,2.852916666665100E+01,3.018027447240300E+02
2.848000000000000E+00,2.853333333331800E+01,3.018018795361800E+02
2.849000000000000E+00,2.853749999998500E+01,3.018010144348400E+02
2.850000000000000E+00,2.854166666665200E+01,3.018001494200000E+02
2.851000000000000E+00,2.854583333331900E+01,3.017992844916600E+02
2.852000000000000E+00,2.854999999998600E+01,3.017984196498000E+02
2.853000000000000E+00,2.855416666665300E+01,3.017975548944100E+02
2.854000000000000E+00,2.855833333332000E+01,3.017966902254900E+02
2.855000000000000E+00,2.856249999998700E+01,3.017958256430300E+02
2.856000000000000E+00,2.856666666665400E+01,3.017949611470200E+02
2.857000000000000E+00,2.857083333332100E+01,3.017940967374500E+02
2.858000000000000E+00,2.857499999998800E+01,3.017932324143100E+02
2.859000000000000E+00,2.857916666665500E+01,3.017923681776000E+02
2.860000000000000E+00,2.858333333332200E+01,3.017915040273000E+02
2.861000000000000E+00,2.858749999998900E+01,3.017906399634000E+02
2.862000000000000E+00,2.859166666665600E+01,3.017897759859100E+02
2.863000000000000E+00,2.859583333332300E+01,3.017889120948000E+02
2.864000000000000E+00,2.859999999999000E+01,3.017880482900800E+02
2.865000000000000E+00,2.860416666665700E+01,3.017871845717200E+02
2.866000000000000E+00,2.860833333332400E+01,3.017863209397300E+02
2.867000000000000E+00,2.861249999999100E+01,3.017854573941000E+02
2.868000000000000E+00,2.861666666665800E+01,3.017845939348100E+02
2.869000000000000E+00,2.862083333332500E+01,3.017837305618500E+02
2.870000000000000E+00,2.862499999999200E+01,3.017828672752300E+02
2.871000000000000E+00,2.862916666665900E+01,3.017820040749300E+02
2.872000000000000E+00,2.863333333332600E+01,3.017811409609300E+02
2.873000000000000E+00,2.863749999999300E+01,3.017802779332400E+02
2.874000000000000E+00,2.864166666666000E+01,3.017794149918500E+02
2.875000000000000E+00,2.864583333332700E+01,3.017785521367400E+02
2.876000000000000E+00,2.864999999999400E+01,3.017776893679000E+02
2.877000000000000E+00,2.865416666666100E+01,3.017768266853400E+02
2.878000000000000E+00,2.865833333332800E+01,3.017759640890300E+02
2.879000000000000E+00,2.866249999999500E+01,3.017751015789800E+02
2.880000000000000E+00,2.866666666666200E+01,3.017742391551700E+02
2.881000000000000E+00,2.867083333332900E+01,3.017733768175900E+02
2.882000000000000E+00,2.867499999999600E+01,3.017725145662300E+02
2.883000000000000E+00,2.867916666666300E+01,3.017716524011000E+02
2.884000000000000E+00,2.868333333333000E+01,3.017707903221700E+02
2.885000000000000E+00,2.868749999999700E+01,3.017699283294400E+02
2.886000000000000E+00,2.869166666666400E+01,3.017690664229000E+02
2.887000000000000E+00,2.869583333333100E+01,3.017682046025400E+02
2.888000000000000E+00,2.869999999999800E+01,3.017673428683600E+02
2.889000000000000E+00,2.870416666666500E+01,3.017664812203400E+02
2.890000000000000E+00,2.870833333333200E+01,3.017656196584800E+02
2.891000000000000E+00,2.871249999999900E+01,3.017647581827600E+02
2.892000000000000E+00,2.871666666666600E+01,3.017638967931900E+02
2.893000000000000E+00,2.872083333333300E+01,3.017630354897400E+02
2.894000000000000E+00,2.872500000000000E+01,3.017621742724200E+02
2.895000000000000E+00,2.872916666666700E+01,3.017613131412100E+02
2.896000000000000E+00,2.873333333333400E+01,3.017604520961000E+02
2.897000000000000E+00,2.873750000000100E+01,3.017595911370900E+02
2.898000000000000E+00,2.874166666666800E+01,3.017587302641700E+02
2.899000000000000E+00,2.874583333333500E+01,3.017578694773200E+02
2.900000000000000E+00,2.875000000000200E+01,3.017570087765500E+02
2.901000000000000E+00,2.875416666666900E+01,3.017561481618400E+02
2.902000000000000E+00,2.875833333333600E+01,3.017552876331800E+02
2.903000000000000E+00,2.876250000000300E+01,3.017544271905600E+02
2.904000000000000E+00,2.876666666667000E+01,3.017535668339800E+02
2.905000000000000E+00,2.877083333333700E+01,3.017527065634300E+02
2.906000000000000E+00,2.877500000000400E+01,3.017518463788900E+02
2.907000000000000E+00,2.877916666667100E+01,3.017509862803700E+02
2.908000000000000E+00,2.878333333333800E+01,3.017501262678500E+02
2.909000000000000E+00,2.878750000000500E+01,3.017492663413100E+02
2.910000000000000E+00,2.879166666667200E+01,3.017484065007700E+02
2.911000000000000E+00,2.879583333333900E+01,3.017475467462000E+02
2.912000000000000E+00,2.880000000000600E+01,3.017466870775900E+02
2.913000000000000E+00,2.880416666667300E+01,3.017458274949500E+02
2.914000000000000E+00,2.880833333334000E+01,3.017449679982500E+02
2.915000000000000E+00,2.881250000000700E+01,3.017441085874900E+02
2.916000000000000E+00,2.881666666667400E+01,3.017432492626700E+02
2.917000000000000E+00,2.882083333334100E+01,3.017423900237700E+02
2.918000000000000E+00,2.882500000000800E+01,3.017415308707900E+02
2.919000000000000E+00,2.882916666667500E+01,3.017406718037100E+02
2.920000000000000E+00,2.883333333334200E+01,3.017398128225300E+02
2.921000000000000E+00,2.883750000000900E+01,3.017389539272400E+02
2.922000000000000E+00,2.884166666667600E+01,3.017380951178300E+02
2.923000000000000E+00,2.884583333334300E+01,3.017372363943000E+02
2.924000000000000E+00,2.885000000001000E+01,3.017363777566300E+02
2.925000000000000E+00,2.885416666667700E+01,3.017355192048100E+02
2.926000000000000E+00,2.885833333334400E+01,3.017346607388400E+02
2.927000000000000E+00,2.886250000001100E+01,3.017338023587100E+02
2.928000000000000E+00,2.886666666667800E+01,3.017329440644000E+02
2.929000000000000E+00,2.887083333334500E+01,3.017320858559200E+02
2.930000000000000E+00,2.887500000001200E+01,3.017312277332500E+02
2.931000000000000E+00,2.887916666667900E+01,3.017303696963800E+02
2.932000000000000E+00,2.888333333334600E+01,3.017295117453100E+02
2.933000000000000E+00,2.888750000001300E+01,3.017286538800300E+02
2.934000000000000E+00,2.889166666668000E+01,3.017277961005200E+02
2.935000000000000E+00,2.889583333334700E+01,3.017269384067800E+02
2.936000000000000E+00,2.890000000001400E+01,3.017260807988100E+02
2.937000000000000E+00,2.890416666668100E+01,3.017252232765800E+02
2.938000000000000E+00,2.890833333334800E+01,3.017243658401000E+02
2.939000000000000E+00,2.891250000001500E+01,3.017235084893600E+02
2.940000000000000E+00,2.891666666668200E+01,3.017226512243400E+02
2.941000000000000E+00,2.892083333334900E+01,3.017217940450400E+02
2.942000000000000E+00,2.892500000001600E+01,3.017209369514500E+02
2.943000000000000E+00,2.892916666668300E+01,3.017200799435500E+02
2.944000000000000E+00,2.893333333335000E+01,3.017192230213600E+02
2.945000000000000E+00,2.893750000001700E+01,3.017183661848400E+02
2.946000000000000E+00,2.894166666668400E+01,3.017175094340000E+02
2.947000000000000E+00,2.894583333335100E+01,3.017166527688300E+02
2.948000000000000E+00,2.895000000001800E+01,3.017157961893100E+02
2.949000000000000E+00,2.895416666668500E+01,3.017149396954400E+02
2.950000000000000E+00,2.895833333335200E+01,3.017140832872200E+02
2.951000000000000E+00,2.896250000001900E+01,3.017132269646300E+02
2.952000000000000E+00,2.896666666668600E+01,3.017123707276600E+02
